role,path,sha256,bytes
sealed_clarification_order,audit/report_harmonization/owner_orders/71b2a_nature_health_word_internal_bookmark_clerical_correction.md,e59f0ad7e8f06a061d64de8a2adfbbf1657c06634d229f74f2edf28e8f60a512,2957
clarification_proof,audit/report_harmonization/report018_writer_order71b2a_fig_s3_clarification_proof.md,1d28208a3398c91f1927cbef727a421563b3eb6ca94ed8e3788ccaf22277e9cc,1443
writer_no_mutation_stop,audit/manuscript_nature_health/order71b_execution_2026_09_03/order71b2_precondition_stop.md,2606e3f23741dd37bd6e94c3fa4e5168308f78369338191c3a708553534594b0,1228
prior_sealed_order,audit/report_harmonization/owner_orders/71b2_nature_health_word_internal_bookmark_repair.md,722f46fe7ff1aa8e6848f74e6d9d32746fb9d411e0e53d6f9119cfc7813a3038,5339
prior_dispatch_manifest,audit/report_harmonization/report018_writer_order71b2_bookmark_dispatch_manifest.csv,ee3c9bc8efdfe1e9189d2ade23a0a5a0f1f25d74b5d01a634335f7c0ee85c0a1,2850
prior_dispatch_receipt,audit/report_harmonization/report018_writer_order71b2_dispatch_receipt.md,c3f24aae61bed2a428d6252afb6924d1b9c8ab6c871d45dd892b4d98266e5c09,1018
accepted_main_source,manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd,a527b6cb9ba689ab15370a05776280c632073ef27b79320a271feca96b27c69f,81434
accepted_html,manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,438f80545e09eb1844d15c3d4495d7d2d4dbc07bcf039f4c8e4430b18e79ee0c,30877834
protected_site,_build/nathealth/index.html,c8abe2f9fbfcbe2fc8b4e39e149797a6dc2d74a5735337ed2399fb6e5814eb21,29023063
protected_canonical_docx,manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.docx,6cd592391f720829ed278a35e81c854ee7fd54eca6a4a4e664faad7b37310f91,28792333
preserved_fresh_raw_docx,audit/manuscript_nature_health/order71b_execution_2026_09_03/docx_candidate/ZaunerEtAl2026_NatHealth_phase3_brown_raw.docx,9cb087d8ee3d3e24fe17dea265e3898b2078c90e3cdd10bd02d4012b72f99786,9916085
stopped_candidate_evidence,audit/manuscript_nature_health/order71b_execution_2026_09_03/docx_candidate/ZaunerEtAl2026_NatHealth_phase3_brown_candidate.docx,313311f6cf87fdf7bf37fc27129cfc7b7048304587d1383ea53e77424756399d,28794471
docx_only_config_preimage,manuscript/R0_NatHealth/_quarto.yml,3ed50e7dc3339bd42fc19393f10480baf733f485a65f34c03980fe4d466c5cf0,561
postprocessor_preimage,scripts/manuscript_nature_health/prepare_word_manuscript.py,1a2b8091b34cd0fa88dcf6143cf336c52b531773e66e1578ac818fddfba97adf,38747
fresh_table_manifest,audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/word_table_png_manifest.json,6c7093de3f83be5e95fc6ddb299c6b05b1bde4935fff871abe6a1b3008e40b39,18198
fresh_figure_manifest,audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/word_figure_png_manifest.json,923410142cc15e5e655757e76200e78067cdec91bad5e545c31ccba9577118b6,7156
fresh_capture_complete_manifest,audit/manuscript_nature_health/order71b_execution_2026_09_03/capture_complete_manifest.csv,1845665c21882e98f135b9932ef00bd53969bd8d9fd0afdb5a50b6fb0eec7ebe,14994
fresh_capture_validation,audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture_validation.json,3229d9ddab1edce40db0d65a72724a1bc56a6273e6587b0ef939b113e6e9dfad,1066
stopped_candidate_verifier,audit/manuscript_nature_health/order71b_execution_2026_09_03/verify_order71b_docx.py,497eadb6a25c682df131d67bf6b40007856b2dde2d2c492753dde16dcf4b1a6b,27012
