path,role,sha256,bytes
audit/report_harmonization/owner_orders/32k_h01_companion_no_render_acceptance.md,owner_order,4672a03ab6f5a2988e2b12b86b3d9b26e4014eb92c4979a03a3fedcb4bf5664c,9864
audit/report_harmonization/report017_h01_order32j_stopped_independent_acceptance.md,stopped_acceptance,0f3269ff7c027d0b896d5f16a300164ff453bfc0ec7bda3e56bc497334e1f158,4627
audit/report_harmonization/report017_h01_order32j_stopped_acceptance_manifest.csv,stopped_acceptance_manifest,7d32414236f9152028083fc8ceb91a22105ce72016208dcc284f18c482021a23,3816
audit/hypotheses/H01/report017_order32j_no_render_finalization/order32j_stopped_state.md,owner_stopped_state,32bd4cbc03396da17d4f701a674ad49d1969afd4519f34107037f1ad42796e9e,3296
audit/hypotheses/H01/report017_order32j_no_render_finalization/order32j_owner_evidence_manifest.csv,owner_evidence_manifest,79235526da709ca63d4531b1d5e34588f9482bf5992738bf5fe69ab1a4299a1c,12010
audit/hypotheses/H01/report017_order32j_no_render_finalization/order32j_stopped_country_site_audit.csv,country_failure_evidence,e60baded6f96b11ea564af9a171b4811688495c5f1ead766db69fbd1da7dff99,202
audit/hypotheses/H01/report017_order32j_no_render_finalization/order32j_stopped_html_contracts.csv,semantic_summary,e41df77773beb372c4d1175b06293e02d61651aba2b671a7537035f754daf0d8,896
audit/hypotheses/H01/report017_order32j_no_render_finalization/order32j_worker_manifest_mismatches_at_stop.csv,worker_mismatch_evidence,71f264eb18c966cada246252cbc644c178690bc761624fd3a92ecdae3281f36a,1767
scripts/hypotheses/H01/build_h01_preparation_report_manifest.R,protected_helper,da6e5c743d8eb693b35453b7a67344fb012344144697d2d0c0b94a0d91cbdcbf,8460
audit/hypotheses/H01/H01_analysis_preparation.qmd,protected_companion_source,ed12b6232ef60905b648707240309e6574e627995d0436a19f671fdc033ecc5f,55827
_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.qmd,protected_synchronized_build_qmd,ed12b6232ef60905b648707240309e6574e627995d0436a19f671fdc033ecc5f,55827
_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html,protected_companion_html,5ab6587465f01f946fcf133f9f81a69168e08fa866f69830c2378e6c3cf250fe,727310
notebooks/hypotheses/H01.qmd,protected_result_source,9448eacc1345a2b0bf73c988be588308d191e42d90c49d68c7f92db36ba83eeb,93260
