role,path,sha256,bytes
owner_order,audit/report_harmonization/owner_orders/41a_h03_companion_input_reconciliation_and_render.md,10dd468e0cdb81c8f6c8f63ef5804ef253663b992339f0e45a210b007d2caa9c,9152
dispatch_manifest,audit/report_harmonization/report018_h03_companion_order41a_dispatch_manifest.csv,f6bfffa10bbeac5760e5280adcb05503eed6400c946b777e858977879d9cb84a,4720
stopped_reconciliation,audit/report_harmonization/report018_h03_order41_stopped_input_reconciliation.md,5697769cbccd5566d5c21460b9f5a5bc25f731a3fd76e3cac596c0d88b366c69,4093
transition_checker,scripts/report_harmonization/check_report018_h03_input_transition.R,ca746b915d2b7d7f23f2f28e19518a5590f252da7bb887e523a93d76f7755fa3,6120
current_contract,scripts/hypotheses/H03/h03_contract.R,3e16b8a9baa26b7006d94122730d8182c2a36263c750ee43a0e260ff379c8b7b,10652
current_input_audit,artifacts/06_model_data/H03/H03_input_audit.csv,42e438db85e44aef58bb32a2c2a7e8e506a9bf226f575c2ceab14850e2e6996c,3286
companion_source,audit/hypotheses/H03/H03_analysis_preparation.qmd,59270288388e48ceef880ffa4a2ba0e87b8deeb9a8046b49510c4e525ff8c131,75638
companion_html,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,2583f765edc9ed9f01753ab452e5096fb0bf7ed68f22718fad3682450c1da91c,960553
accepted_result_source,notebooks/hypotheses/H03.qmd,45ea5a009efd3b451c392dfc23bef584c7b16e087bf4093780b051cfde42ae41,68198
accepted_result_html,_build/nathealth/notebooks/hypotheses/H03.html,abe4be0b127c66b357eca66ab5e90609e0ac7902ca611c5f0e8a9adf410f2cc1,335521
profile,_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480
semantic_summary,/private/tmp/H03-order41a-semantics.TVnF8l/gt_html_semantic_post_render_summary.csv,2157873bebef19ed5e423c15ac8ec2a344132f17939197b7e85b29f6b2ea6c90,499
semantic_ledger,/private/tmp/H03-order41a-semantics.TVnF8l/001__build__nathealth__audit__hypotheses__H03__H03_analysis_preparation.html_gt_semantic_ledger.csv,82d8c03869d82d15e06ec68124de915363c9322cd50e283f53db10056d37fe62,270836
build_delta,/private/tmp/H03-order41a-evidence.dC8Ffa/build_delta_classification.csv,4961d49cb28d103b57d4be62a3f70c1aaa772b2bd7a09b8d3e2daac02a3ca164,15034
protected_delta,/private/tmp/H03-order41a-evidence.dC8Ffa/protected_delta_classification.csv,6c60ee3778361bd20ce9b67855dc9f0c229c65d4c2501f6ad985f5951b55e3d4,386
postqa_build_inventory,/private/tmp/H03-order41a-evidence.dC8Ffa/build_inventory_postqa.csv,e153a78df1b19aadb267fa8767f09b0b4718eec75fe3846dc61e07e1f0bde289,189738
postqa_protected_inventory,/private/tmp/H03-order41a-evidence.dC8Ffa/protected_inventory_postqa.csv,456d3f62174d8e9157e694cc0eeb0612b113da5d7f3e29068ed46368d0e7840f,73851
independent_visual_qa,audit/report_harmonization/report018_h03_companion_independent_visual_qa.csv,1b93b0f01568d7ce5691681de508f8ac5d65918849799b4a0901d71204c61504,1412
independent_acceptance,audit/report_harmonization/report018_h03_companion_independent_acceptance.md,745a2c933b2c41450a957630f650790e04f8d17ca1e484145b7a0c1618eebb7d,4934
