path,sha256,bytes,role
"audit/report_harmonization/report017_h01_order32d_stopped_state_independent_acceptance.md","b1c46acc3369b6c878bafff9ab3981d2ece296bedcba27c42fe21481ba89664d","5029","independent stopped-state acceptance"
"audit/report_harmonization/owner_orders/32d_h01_consolidated_display_repair_and_rerender.md","f0c1a708258ec5b3e24e0f209e4ad46d5c61115728ade6f59750e6f490206a37","14129","controlling consolidated order"
"audit/report_harmonization/report017_h01_order32d_dispatch_manifest.csv","69ba1a555e195ad80b96dd68ad29d21e94e75fb5c03667db9e13e02ef7ccec24","6201","34-row dispatch seal"
"audit/hypotheses/H01/report017_order32d_display_repair/candidate_attempt01_failure.txt","3b63248aca1d6c062e9f158c81fea4506ab966eabf0e69b1be272baa521e220b","1265","exact first-attempt failure and R diagnosis"
"audit/hypotheses/H01/report017_order32d_display_repair/quarantine_recovery_evidence.csv","d36b9c2ff40b80513ea6702246606bf62861e3fb8a3220e251c95d2d684000de","1421","exact recovery identities"
"audit/hypotheses/H01/report017_order32d_display_repair/build_delta_stopped_state.csv","1e653741d8223f311d826c699d3e74f0c065acc38841054ec3e751069375431d","317108","complete stopped-state build comparison"
"audit/hypotheses/H01/report017_order32d_display_repair/build_delta_unexpected_stopped_state.csv","cb019619086b4e59cc8e47d486eac4cf6c3210c442f513c3ce424dfba03323a3","755","three path-basis misclassifications"
"audit/hypotheses/H01/report017_order32d_display_repair/protected_inventory_prechange.csv","ca7e2059efd6b3a7d5468001125dd831a6e8b67cabb5fd2753445bde059c95f4","522684","protected inventory before order"
"audit/hypotheses/H01/report017_order32d_display_repair/protected_inventory_postqa.csv","6a1401ff970e184cf7a73099e52404e9638f69a4654e2831f849752272135fa9","522342","protected inventory at stopped return"
"audit/hypotheses/H01/report017_order32d_display_repair/build_inventory_prechange.csv","7d2db6e0e416d432d7f272c5be45162866b9d9e86a34d02924a359a282cd89ce","268906","build inventory before order"
"audit/hypotheses/H01/report017_order32d_display_repair/build_inventory_postqa.csv","4d6f6cc45291591f2f68e1415d2c301ae06945ff9eb3f6534efabc51a9b187f5","268146","build inventory at stopped return"
"audit/hypotheses/H01/report017_order32d_display_repair/collect_h01_order32d_inventory.R","7c34b8afdf518210ccf01e90191dcf367dcf7d60ceebc12818e8fa8543b32f1c","7297","owner inventory implementation"
"audit/hypotheses/H01/report017_order32d_display_repair/seal_h01_order32d_stopped_state.R","d1f093ba5cf0f988e460639f5ff25995318215eac869ccc50d442ef60b744aaa","13084","stopped sealer with classified path-basis defect"
"scripts/hypotheses/H01/refresh_h01_order32d_figures.R","71062634e718c588a2e885ae05ff1d745a020eca18ab7de8ecd7666da544c3e2","22296","stopped candidate implementation"
"scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R","35443e52e2b554afb5cc2a6a8a88ba1a2b847fdac5f8ae5974005a336debbdc7","68214","unchanged accepted builder"
"artifacts/10_figures/H01/stage3/H01_stage3_model_support.png","2244f043d4fb676200524440098be223e23106578513f4ac61567ba3f636da8b","238682","unchanged Figure 1 PNG"
"artifacts/10_figures/H01/stage3/H01_stage3_model_support.svg","602dd62de063d3e12ac53ca7d22dd2563e64213255b9cdc7e138941450ce1966","54757","unchanged Figure 1 SVG"
"artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.png","866670f47457bf304467e787481589298d9b7cf7c2c5de560ac9500f044c4608","226285","unchanged Figure 5 PNG"
"artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.svg","fe101f32cb0ffd4912b81ddbad4090c9558263aa85cc4f13ecad73369ac074f0","22471","unchanged Figure 5 SVG"
"artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.png","95f46b0909b43c9b281a93a860d577b38a7753cb4d151ad751e2aca8a017b12d","326759","unchanged Figure 6 PNG"
"artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.svg","a15b3bae14b1b76d5a48ae9a21d0eb86dfd264db238179fb2a4486c002876a52","75987","unchanged Figure 6 SVG"
"notebooks/hypotheses/H01.qmd","9448eacc1345a2b0bf73c988be588308d191e42d90c49d68c7f92db36ba83eeb","93260","unchanged result source"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","ed12b6232ef60905b648707240309e6574e627995d0436a19f671fdc033ecc5f","55827","unchanged frozen companion source"
"_build/nathealth/notebooks/hypotheses/H01.html","d1bc9159526c92b9cc9256c58a8232d4779f0014a3aa39ed3680b4e58fb25410","1643915","unchanged stopped result HTML"
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html","5857f9e0655e5c1a8530c5794008d20dcb364749a8a7c36bd3e7815c15c36d38","667418","unchanged frozen companion HTML"
