path,sha256,bytes,role
audit/report_harmonization/report018_h06_daily_order48_stopped_independent_acceptance.md,a0864132f3d9a860f178494f080ea02b7c56e873a6c5d0704398a7ac7d7da244,6096,independent stopped-state acceptance
scripts/report_harmonization/check_h06_daily_order48_stopped_acceptance.R,5705f04a16abb7389b32d6d2c0aa53baa2c214c6603864711d20cf31e998e563,6108,independent read-only checker
audit/hypotheses/H06_daily/report018_order48_result_render/order48_fail_closed_completion.md,43b2f7aa09e449e770cf7e4d6bf4f7ec7e5eaaf5861011d0b0c2acba2e7dcc22,7609,owner fail-closed completion
audit/hypotheses/H06_daily/report018_order48_result_render/order48_fail_closed_manifest.csv,795e163e1b3cea96e635097c0095f92765794b71f9eabb715be23c52874cbc8b,19336,owner non-circular manifest
audit/hypotheses/H06_daily/report018_order48_result_render/verify_order48_fail_closed_package.R,eed1ffe2cc6c6a3a6fbeedb7ac6e605c77c931b7b59f72ef03999919694568fb,3519,owner package verifier
audit/hypotheses/H06_daily/report018_order48_result_render/visual_fail_closed_defect_summary.csv,31fe4bbeb985bfc109ec37b1902051c063a1e1fc32a28531fb0602bceb7e16eb,1031,consolidated defect set
audit/hypotheses/H06_daily/report018_order48_result_render/placement_tab_content_audit.csv,345e6f590aaecc685e3961d1ea087fe42de30adc9e9bb720803691c503e6d6f2,3800,predictor-tab defect evidence
audit/hypotheses/H06_daily/report018_order48_result_render/placement_source_cardinality_audit.csv,f77d9d812904f93e610e90d3cd6a081bfd0251ba0674fe1f64c33e44d29e1911,874,frozen placement-source evidence
audit/hypotheses/H06_daily/report018_order48_result_render/figure_final_size_typography_audit.csv,0307bbca17f31d2b6ef30613c0efadde8fb3f0df8012eff94fdddab9afcfdae9,3337,final-size typography evidence
audit/hypotheses/H06_daily/report018_order48_result_render/nonvisual_status.csv,ec2616872634fdc1288af74434fc8b3a96d1e47a213d2917e95dc721bf0ed142,1482,passing nonvisual domains
audit/hypotheses/H06_daily/report018_order48_result_render/order48_final_gate_summary.csv,a6ef0d29e1865d4aa50a376c1be671a3774a18c3459885e4f115fcfbeef37622,1309,final gate summary
audit/hypotheses/H06_daily/report018_order48_result_render/semantic_reverse_audit.csv,85dd98aad7b60b1ccd2d5b8e58ec3ff46a2208fc21726653f376fb8d99e48f74,764,semantic reversal evidence
audit/hypotheses/H06_daily/report018_order48_result_render/001__build__nathealth__notebooks__hypotheses__H06_daily.html_gt_semantic_ledger.csv,0f884ddc97f1af86ef6b949c7e7387996bfcbc57c1409c39663533610074cb36,249113,semantic mutation ledger
audit/hypotheses/H06_daily/report018_order48_result_render/final_identity_contract.csv,3d1459fe11d2ae746c482a6ba8a234bf93eaa4fe0fa3a812fa8ad4c6e39bcfbf,814,final source and output pins
audit/hypotheses/H06_daily/report018_order48_result_render/loopback_lifecycle.csv,0086ddfd1e8e8ab9fc48a220e9cb2cc9b8d2dade84c854b9b79fa062d39901dd,1048,secure loopback lifecycle
notebooks/hypotheses/H06_daily.qmd,01213a193515c49419dcd1ed9cffcc070a88d639a7382e218275a89bd704cb08,65344,accepted pre-repair result source
_build/nathealth/notebooks/hypotheses/H06_daily.html,15c537269ac0be96ce06c6b574946dc0b98d46afe36c3c696f804a216a7d0c76,11691631,fresh stopped result HTML
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,ef4fde67d5dd2ebbb14deb76c025b5ac2ac9b6a34f7b34ca62c2fdb382bde709,35409,held companion source
_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259,4613650,held companion HTML
_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,accepted profile
audit/report_harmonization/report018_h06_daily_result_release.md,20ab904bbe4bcbd2a7c8b8abcf434a8ed2c033d0db6682589bcbaec07aaa2137,9205,central result release
audit/report_harmonization/report018_h06_daily_result_release_manifest.csv,14e42dcb2c0037589acb4520f1f39e55313c3a43704713aef447d32cfb22ed59,4376,central release seal
audit/report_harmonization/owner_orders/48_h06_daily_result_render.md,861ac979127df7fcdc03f74e80e536a7c524453ccacb0b8b6b26c8537c50e186,9214,controlling owner order
audit/report_harmonization/report018_h06_daily_order48_dispatch_manifest.csv,4de5cb9a18009e4d9df2c4b3c7aa22864241678d127424d1678c32f9ca69e0ea,7539,order-48 dispatch manifest
