role,path,sha256,bytes
sealed_media_repair_order,audit/report_harmonization/owner_orders/71b2d_nature_health_word_supp_table_s3_media_repair.md,85f89134108b94273496a61301252a407a5f12c9cd15625075f36ada3c6014d1,5279
formatting_probe_record,audit/report_harmonization/report018_writer_order71b2d_supp_table_s3_capture_probe.md,fffb1b59a67c2818edecbfb04c35767422cb9c74e3848a307d869f88c57f9516,2939
sealed_single_table_probe_helper,audit/report_harmonization/probe_supp_table_s3_capture.mjs,d94f5d40ce125ed9d703a93035c6674afda1b34bb2d8839bf87e421eed0d9945,6686
accepted_bookmarked_candidate,audit/manuscript_nature_health/order71b_execution_2026_09_03/docx_candidate/ZaunerEtAl2026_NatHealth_phase3_brown_candidate_bookmarks.docx,9dd88539d7fea176423ecc5b201ea1ef8c92b925c561ffd5cb6ee9b5463f0e92,28794774
clipped_s3_capture_preimage,audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/supp_table_s3_part_01.png,d0d0216799239d4a11892b99ee26f06623d93761af7a7559a2cbddc150e8c4c7,406108
original_table_manifest,audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/word_table_png_manifest.json,6c7093de3f83be5e95fc6ddb299c6b05b1bde4935fff871abe6a1b3008e40b39,18198
accepted_figure_manifest,audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture/word_figure_png_manifest.json,923410142cc15e5e655757e76200e78067cdec91bad5e545c31ccba9577118b6,7156
original_capture_manifest,audit/manuscript_nature_health/order71b_execution_2026_09_03/capture_complete_manifest.csv,1845665c21882e98f135b9932ef00bd53969bd8d9fd0afdb5a50b6fb0eec7ebe,14994
original_capture_validation,audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture_validation.json,3229d9ddab1edce40db0d65a72724a1bc56a6273e6587b0ef939b113e6e9dfad,1066
corrected_base_validator,audit/manuscript_nature_health/order71b_execution_2026_09_03/verify_order71b_docx.py,80660a0c5eaea25660a182d049b4672a2ff846f5062d6c0caefb50b7feceefff,28592
bookmark_validator,audit/manuscript_nature_health/order71b_execution_2026_09_03/verify_order71b2b_docx.py,ea80b5f2fcf147fa01a0d43a767ad4a799c7bd7e30be067bca8bd330e1329481,8907
accepted_main_source,manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd,a527b6cb9ba689ab15370a05776280c632073ef27b79320a271feca96b27c69f,81434
accepted_si_source,manuscript/R0_NatHealth/supplementary_information_outline.qmd,fbfdde52cd24a60a5ff19eefb7901d3b7dcb268d97c2c922e0e87e7c944c652e,25590
accepted_s6_svg,manuscript/R0_NatHealth/display_assets/brown_participant_state_raincloud.svg,200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653,108600
accepted_html,manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,438f80545e09eb1844d15c3d4495d7d2d4dbc07bcf039f4c8e4430b18e79ee0c,30877834
protected_canonical_docx,manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.docx,6cd592391f720829ed278a35e81c854ee7fd54eca6a4a4e664faad7b37310f91,28792333
protected_site,_build/nathealth/index.html,c8abe2f9fbfcbe2fc8b4e39e149797a6dc2d74a5735337ed2399fb6e5814eb21,29023063
defect_page_preimage,audit/manuscript_nature_health/order71b_execution_2026_09_03/page_render/page-61.png,e9cfc6a6ea5a6c0e2656aca0453477964b3218490153964e45860734e0bdb6b6,428524
