"href","resolved_path","fragment","file_exists","fragment_resolves","status"
"../../../notebooks/hypotheses/H01.html","_build/nathealth/notebooks/hypotheses/H01.html","",TRUE,TRUE,"PASS"
"../../../audit/hypotheses/H09/H09_analysis_preparation.html","_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html","",TRUE,TRUE,"PASS"
"../../../notebooks/hypotheses/H09.html","_build/nathealth/notebooks/hypotheses/H09.html","",TRUE,TRUE,"PASS"
"../../../notebooks/preregistration_deviations.html#dev-037","_build/nathealth/notebooks/preregistration_deviations.html","dev-037",TRUE,TRUE,"PASS"
"../../../notebooks/preparation/04_metric_derivation.html","_build/nathealth/notebooks/preparation/04_metric_derivation.html","",TRUE,TRUE,"PASS"
"../../../notebooks/preparation/06_model_ready_datasets.html","_build/nathealth/notebooks/preparation/06_model_ready_datasets.html","",TRUE,TRUE,"PASS"
"../../../artifacts/06_model_data/H09/H09_model_frame_index.csv","_build/nathealth/artifacts/06_model_data/H09/H09_model_frame_index.csv","",TRUE,TRUE,"PASS"
"../../../notebooks/preregistration_deviations.html#dev-038","_build/nathealth/notebooks/preregistration_deviations.html","dev-038",TRUE,TRUE,"PASS"
"../../../notebooks/preregistration_deviations.html#dev-039","_build/nathealth/notebooks/preregistration_deviations.html","dev-039",TRUE,TRUE,"PASS"
"../../../notebooks/hypotheses/H09.html#h09-preregistration-deviations","_build/nathealth/notebooks/hypotheses/H09.html","h09-preregistration-deviations",TRUE,TRUE,"PASS"
"../../../artifacts/08_diagnostics/H09/H09_diagnostic_assessment_registry.csv","_build/nathealth/artifacts/08_diagnostics/H09/H09_diagnostic_assessment_registry.csv","",TRUE,TRUE,"PASS"
"../../../artifacts/08_diagnostics/H09/H09_diagnostic_author_adjudication.csv","_build/nathealth/artifacts/08_diagnostics/H09/H09_diagnostic_author_adjudication.csv","",TRUE,TRUE,"PASS"
"../../../artifacts/08_diagnostics/H09/H09_participant_influence_summary.csv","_build/nathealth/artifacts/08_diagnostics/H09/H09_participant_influence_summary.csv","",TRUE,TRUE,"PASS"
"../../../artifacts/08_diagnostics/H09/H09_leave_one_site_out_summary.csv","_build/nathealth/artifacts/08_diagnostics/H09/H09_leave_one_site_out_summary.csv","",TRUE,TRUE,"PASS"
"../../../artifacts/09_tables/H09/H09_gap_timing_unaware_sensitivity.csv","_build/nathealth/artifacts/09_tables/H09/H09_gap_timing_unaware_sensitivity.csv","",TRUE,TRUE,"PASS"
"../../../artifacts/09_tables/H09/H09_paired_placement_effects.csv","_build/nathealth/artifacts/09_tables/H09/H09_paired_placement_effects.csv","",TRUE,TRUE,"PASS"
"../../../artifacts/09_tables/H09/H09_photoperiod_sensitivity.csv","_build/nathealth/artifacts/09_tables/H09/H09_photoperiod_sensitivity.csv","",TRUE,TRUE,"PASS"
"../../../artifacts/09_tables/H09/H09_participant_summary_sensitivity.csv","_build/nathealth/artifacts/09_tables/H09/H09_participant_summary_sensitivity.csv","",TRUE,TRUE,"PASS"
"../../../artifacts/09_tables/H09/H09_ar1_sensitivity.csv","_build/nathealth/artifacts/09_tables/H09/H09_ar1_sensitivity.csv","",TRUE,TRUE,"PASS"
"../../../artifacts/09_tables/H09/H09_l10_cut_sensitivity.csv","_build/nathealth/artifacts/09_tables/H09/H09_l10_cut_sensitivity.csv","",TRUE,TRUE,"PASS"
"../../../artifacts/09_tables/H09/H09_fifth_outcome_sensitivity.csv","_build/nathealth/artifacts/09_tables/H09/H09_fifth_outcome_sensitivity.csv","",TRUE,TRUE,"PASS"
"../../../artifacts/12_manifests/H09/H09_figure_manifest.csv","_build/nathealth/artifacts/12_manifests/H09/H09_figure_manifest.csv","",TRUE,TRUE,"PASS"
"../../../artifacts/12_manifests/H09/H09_stage3_artifacts.csv","_build/nathealth/artifacts/12_manifests/H09/H09_stage3_artifacts.csv","",TRUE,TRUE,"PASS"
"../../../artifacts/12_manifests/H09/H09_package_versions.csv","_build/nathealth/artifacts/12_manifests/H09/H09_package_versions.csv","",TRUE,TRUE,"PASS"
"../../../notebooks/preparation/04_metric_derivation.html","_build/nathealth/notebooks/preparation/04_metric_derivation.html","",TRUE,TRUE,"PASS"
