"scope","path","sha256","bytes"
"h07_companion_acceptance","scripts/report_harmonization/check_h07_order53a_companion_acceptance.R","e5ff284b4073a1b4c1c6cf1114551804791ad4099be08673e80d2fdaff67063e",11943
"h07_companion_acceptance","audit/report_harmonization/report018_h07_companion_independent_verification.csv","a6ad15a814e667b7b9a7bd0519680b84bc583892971eaa6e5a7b83524003f076",4526
"h07_companion_acceptance","audit/report_harmonization/report018_h07_companion_independent_acceptance.md","d721a733c3ccb5867f7cbed4fc442858f9c4561354db5023422e96765e854ca4",4403
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/ORDER53A_COMPLETION.md","aed7f2b3b59768c7244b7ef6b463089776096ecd14e9905aef92b80b6f6ca8f1",2069
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/order53a_evidence_manifest.csv","07d97047e534799483b58302e829892201d970aa253976f0e1413019e7c8c40d",21724
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/static_acceptance_checks.csv","3587052d59d051906569eb165460f28bac1586600bd37b1184c04da401b74aad",4219
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/order53a_completion_reconciliation.csv","df7943f04002c589759e95d58bd53d02289b7d08a9c66049d71a000b2acc61d8",1000
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_screenshot_manifest.csv","b604d0f879d1b190d28ae78f8c1dbfb07fec21519cc7bb0fd0298aff4ae0264f",5526
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_visual_acceptance.json","8a233a5bf4df0ef02a4d6124e1d76b042a3f03a25e336010bc4b811d00b4074f",60758
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_browser_console.json","37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570",3
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/build_inventory_comparison.csv","75a8ae4a38984ee3dbd64f498e553b38631b8a98839b568d81626cff86ab429f",311945
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/protected_inventory_comparison.csv","2e2afa077e0357f16f2d3a53a3e46248e7fbe3ec89e064011fdc370b0c092014",541789
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/canonical_cleanup_postqa.csv","5afefd3d04596ffca18cc0fd691ee6ca639ba75b728ee249d3c7650b162ecce4",3349
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/figure_170mm_contract_replay.csv","21a7ff51af59d765dd05d6fe44e6981b0e1507a973d61d1009a43371602a2697",3196
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/teardown_status.csv","78b16e8da6fa88a956d7b5c26eacda3dbc57dd49daf370ed283d9181719dd64b",632
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/final_endpoint_identities.csv","a3f9a1c399743337413d808d4805e79de19b2548b40a676edaf5b347e7d3a279",1281
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/live_manifest_replay.csv","427102b89b914b4e165baa2f390223d965447b9b8f9199cc957ba6f03702252b",302023
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/semantic_replay.csv","361dc02d45f0407188bf603110243f60eadd4b1f289a0b410a4ca114908f26d3",649
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/semantic_invariance_replay.csv","84ac8741030f67347bfd7cd28cc202e24d5ebb00170a86dd42180157e1974c76",1193
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/reader_link_replay.csv","274844fb81c843dc2e1f2af488d3024e5654e071e69f60a596d92fbe29f1eb9e",87112
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/table_endpoint_replay.csv","1af00618bb7e8b7abb7a7aceb488396422e6c70f501d01a40c6f1053110cabc0",2963
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/png_endpoint_replay.csv","0e548b826d2e6f2c5d9e40e6e0c5c102c2a75971d775433639e3998ba6454377",2275
"h07_companion_acceptance","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/mermaid_replay.csv","a2fb7ae028491c55ca26e27857b04be5f6912c3f6362e2587b99e27d41a4109c",166
"h07_companion_acceptance","notebooks/hypotheses/H07.qmd","c779c57ffc64a15c82e519ef38e865a39108a6563d82e408e4522253c61e8226",45440
"h07_companion_acceptance","_build/nathealth/notebooks/hypotheses/H07.html","7814860467f71311c56e22960e757059524ccc3890b0721708eda7a5c661ab40",265730
"h07_companion_acceptance","audit/hypotheses/H07/H07_analysis_preparation.qmd","a6c05e81333bb612e99ef431f42f47860ac26b6d5c0f0f44ecbce019ee470d1b",49762
"h07_companion_acceptance","_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.qmd","a6c05e81333bb612e99ef431f42f47860ac26b6d5c0f0f44ecbce019ee470d1b",49762
