"role","path","sha256","bytes"
"independent_stopped_acceptance","audit/report_harmonization/report017_h02_order33f_stopped_independent_acceptance.md","835a74d5a42204324a6e34e467b842b8b455c86342d58008a48ad9684aa5cb3c",5838
"complete_reader_contract_audit","audit/report_harmonization/report017_h02_order33f_reader_contract_audit.csv","23285479db1ac83b0c83569ef2ce80906e8bb9232be847ebb21e3f7e34a20db9",3422
"owner_execution_record","audit/hypotheses/H02/report017_order33f_result_render/render_execution_record.md","8fe279da0dc645e8c3a25cf663d57b21c4139b79138772795eaf34b6eed7b828",4908
"owner_defect_record","audit/hypotheses/H02/report017_order33f_result_render/consolidated_defects.csv","203164da9697517e4ffc817638c98824f6eb45963d29ce048ef78468437e2699",666
"owner_evidence_manifest","audit/hypotheses/H02/report017_order33f_result_render/owner_evidence_manifest.csv","2481dba7362f6472cc508e20434567bb3d8b70c7f18607685501606eec7af855",11113
"accepted_result_source","notebooks/hypotheses/H02.qmd","4f431eaba1fd449837186497dc988f95c30a9ece7ae83d57b2f0c377690f0f6d",57148
"held_companion_source","audit/hypotheses/H02/H02_analysis_preparation.qmd","92424e41a7f54d05b816ff79144850a27aabc8181aa705384b22f4c7cdc3b9a1",55146
"current_reader_test","tests/hypotheses/H02/test_h02_reader_report.R","0b044d2995645f6cfa50e28e2bdf330b8801002761a84520b169a1a3eb6771db",16044
"accepted_paired_test","tests/hypotheses/H02/test_h02_paired_placement_display.R","873c43f0d863c78c22e3e0635d054f09bc521a24d618afcda134a831ac7e7d8a",3790
"accepted_preparation_test","tests/hypotheses/H02/test_h02_preparation_report.R","ead7a55246a2625b1382acc302b6004892dbf7f7830285f2bae830cb0859d3f8",14895
"profile","_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480
"fresh_result_html","_build/nathealth/notebooks/hypotheses/H02.html","736dc6311e53f2b70349326ce0845cc35d23e3b68c000a300833952e81190dd9",296427
"held_companion_html","_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","d02a0963d657ab5044ef30b5c081d627f8cb64d5781c7edc1d95d2d58c055dfa",580722
"source_acceptance","audit/report_harmonization/report017_h02_order33_source_independent_acceptance.md","127a25b9d95fbb41d4506cb1ed66df775ec01e40d3d3504a5980054dd7911d24",2618
"controlling_order","audit/report_harmonization/owner_orders/33f_h02_result_target_render.md","6fb5a134413c65139559fef0334b4e539ea1165c5cf31ce55ffebb7e23ed290f",9271
"dispatch_manifest","audit/report_harmonization/report017_h02_order33f_dispatch_manifest.csv","cd992989a469f2c3077841e10e67b7ec58d00438420a236f373f845f03a6bcf0",3113
"external_semantic_summary","/private/tmp/H02-order33f-semantics.Cux4Wg/gt_html_semantic_post_render_summary.csv","8aa9fdd1f5f5308cfbaf7a3b4ede67f40ae3c99677135b772fbdd7b2fdbc46ff",455
"external_semantic_ledger","/private/tmp/H02-order33f-semantics.Cux4Wg/001__build__nathealth__notebooks__hypotheses__H02.html_gt_semantic_ledger.csv","54292ba9f39528897b928ce4ccf700f1522918a17ac9beddc0e4ae09bf0c22a9",87132
