path,sha256,bytes,role
audit/report_harmonization/report018_h07_result_independent_acceptance.md,7752009f6cbda0ac1954c7d6b98238e00aa21172443f18bc2268193581e37813,3456,preceding result acceptance
audit/report_harmonization/report018_h07_result_independent_acceptance_manifest.csv,cd2324cf4b1ab31dd8c9f760bb1b9c468eda7db91358a14803212a42d44d47e1,4106,preceding result acceptance manifest
audit/report_harmonization/coordination_matrix.csv,62f0ee81f6fd343cc4175716d18cc5029b5e615ddb2201a253aec4893cedd24f,33924,dispatch-time coordination evidence
notebooks/hypotheses/H07.qmd,c779c57ffc64a15c82e519ef38e865a39108a6563d82e408e4522253c61e8226,45440,accepted result source
_build/nathealth/notebooks/hypotheses/H07.html,7814860467f71311c56e22960e757059524ccc3890b0721708eda7a5c661ab40,265730,accepted result HTML
audit/hypotheses/H07/H07_analysis_preparation.qmd,a6c05e81333bb612e99ef431f42f47860ac26b6d5c0f0f44ecbce019ee470d1b,49762,released companion source
_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.qmd,e32aff685b713838acd5e416003edae8c9d066abe8dbd52fe9e133159b23e663,45382,stale build companion source
_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,53c261b88b5d10238e18e33323ad705c61c92215c040fc84880385cdc434fd2f,641597,stale companion HTML
audit/hypotheses/H07/H07_analysis_preparation.html,53c261b88b5d10238e18e33323ad705c61c92215c040fc84880385cdc434fd2f,641597,protected source-side historical HTML
scripts/hypotheses/H07/build_h07_preparation_report_manifest.R,9e961ec8746f512f34d1330b227118e407a75260168619a6457413a3ecb74508,10592,dedicated manifest helper
artifacts/12_manifests/H07/H07_preparation_report_manifest.csv,7e3cbf59f5f9bd530f3370848340c12d01447b0dc25c1189c4e347a1fe204ad0,335124,stale preparation manifest
tests/hypotheses/H07/test_h07_preparation_report.R,89fd3eaa2f4f9928234280844e480ff5b863e104366af17675fe36366c456558,12912,held stale-link preparation test
tests/hypotheses/H07/test_h07_stage3_reader_report.R,84e96a523bf1d9051be8abe3cabbef9837dfe98ab978a30bd846d0f2d728cd17,8435,accepted result reader test
_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,normal profile
scripts/report_harmonization/post_render_gt_html_semantics.R,28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205,21453,semantic wrapper
scripts/report_harmonization/repair_gt_html_semantics.R,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,17747,accepted semantic engine
audit/report_harmonization/phase4_corpus_manifest.csv,73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334,11937,shared corpus manifest
audit/handoffs/H07_worker_handoff.md,95351007249f187a5c6650e951a1ad1078923ca35c628d730334866cf3593a3e,27270,H07 handoff
artifacts/10_figures/H07/preparation/H07_preparation_metric_sample_support.png,603afa8def8ff640003daaef806ee390d513df9bb6f6307fa300dba4ad5ba8a7,158151,preparation figure
artifacts/10_figures/H07/preparation/H07_preparation_site_photoperiod_ranges.png,00d687082780c65d07467fdf730ac8bcf0bd97af11a03af156dc38020b815eb4,146588,preparation figure
artifacts/08_figures/H07/H07_revised_smooth_derivative_pairs_near_eye.png,f19763fe3c14c723ac38846bf735c0465ba2ee18765777a4f7304c677be71113,643848,accepted result figure
artifacts/08_figures/H07/H07_revised_smooth_derivative_pairs_chest.png,2a714e192bd5c266d03c6f74bdabae9424f5a3663940f0bc3ae5a9ae4e066cd5,650084,accepted result figure
renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493,lockfile
