"path","sha256","bytes","role","observed_sha256","observed_bytes","status"
"audit/hypotheses/H09/report018_order57a_companion_retry/authorized_postimages_postfailure.csv","ec1ba2a135d3b7bb875298bd6d14d8f083fa1f56c51a8452030b59ef08546ebc",685,"order 57a fail-closed evidence","ec1ba2a135d3b7bb875298bd6d14d8f083fa1f56c51a8452030b59ef08546ebc",685,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/authorized_postimages_prerender.csv","9942a553215153c73172900e5c57382f300d4223e3781cb833a030645b532725",685,"order 57a fail-closed evidence","9942a553215153c73172900e5c57382f300d4223e3781cb833a030645b532725",685,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/build_inventory_postfailure.csv","55bb586c82ee621fd666d82cdccebfccc6698a771612a509305d3300548f5b47",185785,"order 57a fail-closed evidence","55bb586c82ee621fd666d82cdccebfccc6698a771612a509305d3300548f5b47",185785,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/build_inventory_prerender.csv","55bb586c82ee621fd666d82cdccebfccc6698a771612a509305d3300548f5b47",185785,"order 57a fail-closed evidence","55bb586c82ee621fd666d82cdccebfccc6698a771612a509305d3300548f5b47",185785,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/build_reconciliation_postfailure.csv","9822eae215deb2dfe3b3af87752269d80d6a623b6e890e320090ae82cc99a70f",208818,"order 57a fail-closed evidence","9822eae215deb2dfe3b3af87752269d80d6a623b6e890e320090ae82cc99a70f",208818,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/build_symlink_inventory_postfailure.csv","8220e43eb376e5a9592ef6d4339a5f835aa532b63427654479659a7979f0cb75",33,"order 57a fail-closed evidence","8220e43eb376e5a9592ef6d4339a5f835aa532b63427654479659a7979f0cb75",33,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/build_symlink_inventory_prerender.csv","8220e43eb376e5a9592ef6d4339a5f835aa532b63427654479659a7979f0cb75",33,"order 57a fail-closed evidence","8220e43eb376e5a9592ef6d4339a5f835aa532b63427654479659a7979f0cb75",33,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/capture_order57a_failure.R","ce197c6f9c33d030894635ec862f6e52c408c33ad8f1d9a9f5f24fab17f3442c",17125,"order 57a fail-closed evidence","ce197c6f9c33d030894635ec862f6e52c408c33ad8f1d9a9f5f24fab17f3442c",17125,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/controlling_identities_prerender.csv","4bd77179ed05a239c1884179350e0d8acdfb12e2dd66f06931bcc8ee37b16ea5",1265,"order 57a fail-closed evidence","4bd77179ed05a239c1884179350e0d8acdfb12e2dd66f06931bcc8ee37b16ea5",1265,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/coordination_matrix_observation.csv","9d17fa47e21952127ead85ea77bcaad43490daeca97452fa88cd8510143cbb3b",203,"order 57a fail-closed evidence","9d17fa47e21952127ead85ea77bcaad43490daeca97452fa88cd8510143cbb3b",203,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/diagnose_reader_manifest_failure.R","835223f00518d80b0f8e4aa8a9e81d485bc0453d8164bf085297cfb9984b4340",2365,"order 57a fail-closed evidence","835223f00518d80b0f8e4aa8a9e81d485bc0453d8164bf085297cfb9984b4340",2365,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/dispatch_baseline_before_authorized_edits.csv","44b9e7bc51920e70897b9d312fd7337277acfed09ce7a36de21ea60c21c294cc",623,"order 57a fail-closed evidence","44b9e7bc51920e70897b9d312fd7337277acfed09ce7a36de21ea60c21c294cc",623,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/dispatch_reconciliation_after_scope_checker.csv","b2177a6825e403d70060df3d1dbcfdaec6d59ce6ab0c13952669f170313bb87a",17122,"order 57a fail-closed evidence","b2177a6825e403d70060df3d1dbcfdaec6d59ce6ab0c13952669f170313bb87a",17122,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/dispatch_reconciliation_prerender.csv","1ed86bb7e40e6698030dc5d25bb6f2a417795577c0b4c75fe4a8867b488d44ba",13134,"order 57a fail-closed evidence","1ed86bb7e40e6698030dc5d25bb6f2a417795577c0b4c75fe4a8867b488d44ba",13134,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/failure_capture_checks.csv","2e93d4ac064f3758495e756a09619c6dc97d7ad0c0eea9844d2dd3a457a88290",3304,"order 57a fail-closed evidence","2e93d4ac064f3758495e756a09619c6dc97d7ad0c0eea9844d2dd3a457a88290",3304,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/frozen_endpoints_postfailure.csv","11016b27555ea1d368453eb9400d8b2508cad3998a0507166dfe5343b60f0db5",3447,"order 57a fail-closed evidence","11016b27555ea1d368453eb9400d8b2508cad3998a0507166dfe5343b60f0db5",3447,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/H09_analysis_preparation.qmd.preimage","7563a933289b1c4a2275eead58ae8cfaa6492fb0a27b7202f4a9be516eb88a46",47901,"order 57a fail-closed evidence","7563a933289b1c4a2275eead58ae8cfaa6492fb0a27b7202f4a9be516eb88a46",47901,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/h09_contract.R.preimage","458dc3c08f0cd74acecc790d30226d930839b3f8f252a3018085e35611de3cd1",16374,"order 57a fail-closed evidence","458dc3c08f0cd74acecc790d30226d930839b3f8f252a3018085e35611de3cd1",16374,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/H09_input_audit.csv.preimage","be258bf523eadc318cf8926298e83275f64b38f5c5c4d1cc499f7841c0c2cafb",4253,"order 57a fail-closed evidence","be258bf523eadc318cf8926298e83275f64b38f5c5c4d1cc499f7841c0c2cafb",4253,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/input_audit_current_identity_prerender.csv","fef1bd522cef3cbfae438bf5e0bbad47b7fd7443be1231f1e80d99c21c3aee63",6002,"order 57a fail-closed evidence","fef1bd522cef3cbfae438bf5e0bbad47b7fd7443be1231f1e80d99c21c3aee63",6002,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/order57_history_audit_postfailure.csv","8bd71f7188b311ce4b288d7760fec1118cc6f3c82afdd2eb90431ea7e156982f",12435,"order 57a fail-closed evidence","8bd71f7188b311ce4b288d7760fec1118cc6f3c82afdd2eb90431ea7e156982f",12435,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/order57_owner_seal_audit_prerender.csv","8bd71f7188b311ce4b288d7760fec1118cc6f3c82afdd2eb90431ea7e156982f",12435,"order 57a fail-closed evidence","8bd71f7188b311ce4b288d7760fec1118cc6f3c82afdd2eb90431ea7e156982f",12435,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/ORDER57A_FAIL_CLOSED.md","d484752e15aee7eaf55750360e09df3958c4679c4f76dc78f20c84745afc6ada",5661,"consolidated fail-closed record","d484752e15aee7eaf55750360e09df3958c4679c4f76dc78f20c84745afc6ada",5661,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/order57a_failure_verification.csv","1d212cbc0daa7887a73b2706b99198db49f417ef31f8d3296621294baa13947c",1997,"order 57a fail-closed evidence","1d212cbc0daa7887a73b2706b99198db49f417ef31f8d3296621294baa13947c",1997,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/preflight_summary.csv","3ae3133196398c8d673a602282c9f86894a596bde6e08f359c7d83fd0f387637",2099,"order 57a fail-closed evidence","3ae3133196398c8d673a602282c9f86894a596bde6e08f359c7d83fd0f387637",2099,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/preparation_manifest_audit_prerender.csv","81c8d77a847959c27f567e789b4dfd8474b66a67cd77163c9d99a8989015e56c",49044,"order 57a fail-closed evidence","81c8d77a847959c27f567e789b4dfd8474b66a67cd77163c9d99a8989015e56c",49044,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/preparation_manifest_historical_transitions_prerender.csv","534cded8d6e99d6c16586ba8f81da06450b3ad551bbe6331cc496f1fc8c225b1",7079,"order 57a fail-closed evidence","534cded8d6e99d6c16586ba8f81da06450b3ad551bbe6331cc496f1fc8c225b1",7079,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/process_probe_postfailure.csv","41ef7a3823409cb9d5103584f2417d00e5c3a064ed81ebe7d6b85e91341782fb",179,"order 57a fail-closed evidence","41ef7a3823409cb9d5103584f2417d00e5c3a064ed81ebe7d6b85e91341782fb",179,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/process_probe_prerender.csv","e4ce685bc49e0d454718c23e7b11eeb201ef6c4de03850510bacf295836b4537",119,"order 57a fail-closed evidence","e4ce685bc49e0d454718c23e7b11eeb201ef6c4de03850510bacf295836b4537",119,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/prospective_helper_inventory_prerender.csv","e0eb40d146ecf700ac5eaf4b50a340b9256c355d14c06a43c484447eba8d6386",51269,"order 57a fail-closed evidence","e0eb40d146ecf700ac5eaf4b50a340b9256c355d14c06a43c484447eba8d6386",51269,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/protected_inventory_postfailure.csv","7043f9ff6a471e6c8dcf51292d1793efe2885d950bf92479c2878abbf833eeb4",115559,"order 57a fail-closed evidence","7043f9ff6a471e6c8dcf51292d1793efe2885d950bf92479c2878abbf833eeb4",115559,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/protected_inventory_prerender.csv","1d17bae111d9c1da4d5862030c9a6eca67b8213f614005e75f630224cbb3deb6",115824,"order 57a fail-closed evidence","1d17bae111d9c1da4d5862030c9a6eca67b8213f614005e75f630224cbb3deb6",115824,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/protected_missing_prerender.csv","fb776629d07e1bd90d82cc1defaf3d1a0748c771f870eb1215fe4f5068b16fa7",25,"order 57a fail-closed evidence","fb776629d07e1bd90d82cc1defaf3d1a0748c771f870eb1215fe4f5068b16fa7",25,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/protected_reconciliation_postfailure.csv","3f6b4ee2d32bc7718618c7f8fd6f62c8b0b176e8949e252fea350fd49199e866",129404,"order 57a fail-closed evidence","3f6b4ee2d32bc7718618c7f8fd6f62c8b0b176e8949e252fea350fd49199e866",129404,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/reader_manifest_live_audit_postfailure.csv","f4805929e736e02d5219c88c9329c4580a15693307dcfc4dfe9a6f19394a190d",35921,"order 57a fail-closed evidence","f4805929e736e02d5219c88c9329c4580a15693307dcfc4dfe9a6f19394a190d",35921,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/reader_manifest_live_audit_sealed.csv","ce02b3076d920c8417c163238143cb5d6421dd9114d4af49bf9fa72c4384c36b",34794,"order 57a fail-closed evidence","ce02b3076d920c8417c163238143cb5d6421dd9114d4af49bf9fa72c4384c36b",34794,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/reader_manifest_mismatches_postfailure.csv","f06f9b24165702d134d1dac095daed84a270be3488330ec9535fe79d2abc7f5b",6472,"order 57a fail-closed evidence","f06f9b24165702d134d1dac095daed84a270be3488330ec9535fe79d2abc7f5b",6472,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/reader_manifest_mismatches_sealed.csv","7442ab696510b055a71018795cb5fa5366d0d67933b587fe17dafe81b09d191d",6215,"order 57a fail-closed evidence","7442ab696510b055a71018795cb5fa5366d0d67933b587fe17dafe81b09d191d",6215,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/render_console.log","80e737c4e97f1f6cf46f68b569839fff8d7fa1352584fe3c8c9cf76bd24e4171",2093,"order 57a fail-closed evidence","80e737c4e97f1f6cf46f68b569839fff8d7fa1352584fe3c8c9cf76bd24e4171",2093,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/render_execution.csv","728bdd70c1369ad67a8363193a0f5f01a132326f1cf7a3d36cb99af7acbf1d16",333,"order 57a fail-closed evidence","728bdd70c1369ad67a8363193a0f5f01a132326f1cf7a3d36cb99af7acbf1d16",333,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/sass_cache_inventory_after.csv","8b1d7a6256802b9ea03223fc137fc76debfe84eff554db57230b289889420cfa",189,"order 57a fail-closed evidence","8b1d7a6256802b9ea03223fc137fc76debfe84eff554db57230b289889420cfa",189,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/sass_cache_inventory_before.csv","01ab5c02197a5d7c3b05ec139d224e6959cf7a6f2c504ccd62c31757887d6ba2",187,"order 57a fail-closed evidence","01ab5c02197a5d7c3b05ec139d224e6959cf7a6f2c504ccd62c31757887d6ba2",187,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/scientific_scope_checker_console.log","f3befcd422bd5bd5c3cee9d51431fa12f0abc239862d35f33d763e50aa54ef37",182,"order 57a fail-closed evidence","f3befcd422bd5bd5c3cee9d51431fa12f0abc239862d35f33d763e50aa54ef37",182,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/scientific_scope_checker_execution.csv","4089d029e1c3533d963df451e4b4ec319dfef3fab36fb7014626baad65cf2819",263,"order 57a fail-closed evidence","4089d029e1c3533d963df451e4b4ec319dfef3fab36fb7014626baad65cf2819",263,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/semantic_directory_postfailure.csv","bea37fdba769aa3bb17f85ec297b2c758271db6a8321498fcb74458908cce712",85,"order 57a fail-closed evidence","bea37fdba769aa3bb17f85ec297b2c758271db6a8321498fcb74458908cce712",85,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/semantic_directory_prerender.csv","83fce993218b94e428be97fcd8ec37aede3469b5c483c1c35c6bcc7cc2f1b385",118,"order 57a fail-closed evidence","83fce993218b94e428be97fcd8ec37aede3469b5c483c1c35c6bcc7cc2f1b385",118,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/source_chunk_audit_prerender.csv","27635e7b11c6471ebc805ceb679accae723c17bc4b5ac66d90f13accf81c9134",234,"order 57a fail-closed evidence","27635e7b11c6471ebc805ceb679accae723c17bc4b5ac66d90f13accf81c9134",234,"PASS"
