role,path,sha256,bytes
controlling_order,audit/report_harmonization/owner_orders/38_supplementary_information_target_render.md,3e59a5f9f9315e7ef071c30d62ba131ac324fe19b2fc31beb52b80e140fce4c4,5311
coordination_matrix,audit/report_harmonization/coordination_matrix.csv,b110b38d66ad55141c632577128c46bc7a8fa9991e0bd56acca65b0077981dcd,25341
report018_decision,audit/decisions/report_harmonization_render_completion_priority.md,0cb7c62806b40c1702c7fdde994d98090f0fc820abfa32205a8e58e392681ecf,4731
scheduling_override,audit/report_harmonization/report017_render_completion_scheduling_override.md,117dfedc650dc035b74978a7621cac8ef7bf14c8caf4533d0a94f7fecb1b52e0,2477
h02_result_acceptance,audit/report_harmonization/report018_h02_result_independent_acceptance.md,13a5121a00974e7660b7b045319c945e3c84a56a7ea13b2d72e23b16d204ab4d,4454
h02_result_acceptance_manifest,audit/report_harmonization/report018_h02_result_acceptance_manifest.csv,2fb519c24bb78a3b89a8465e56d693e574aec030755dd80ad8736a33c7ea9644,4614
supplementary_source,supplementary_information.qmd,8d013e4d37ca5ff438988e82907a26d65b98a9a47cc2d62ec3ddcd0e2b3862fa,993
nathealth_profile,_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480
base_profile,_quarto.yml,44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c,2517
semantic_wrapper,scripts/report_harmonization/post_render_gt_html_semantics.R,28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205,21453
semantic_engine,scripts/report_harmonization/repair_gt_html_semantics.R,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,17747
bibliography,bibliography.bib,a8f9799d8dd02d097586f7b95d241997e7bee724d0197332e252a6cda263f249,46504
csl,nature.csl,15b1272a3c360168e0b51ab9257534b08ced67190ed57be7a1c32cea8fc87be8,6444
css,styles.css,557cf99b617ba158611d5326a76716c871f7373357e11d0295012600c0e6994b,302
corpus_manifest_pre,audit/report_harmonization/phase4_corpus_manifest.csv,b838a2d10b7cbe7a080bfbaecf5c018295a50d0132c40a00acca8d9e17e9ea84,11872
corpus_manifest_builder,scripts/report_harmonization/build_phase4_corpus_manifest.R,c01f0dc86e25bcf4a37685515cd692e2007774a004a4e902eac5936521749e2e,7282
navigation_test,tests/report_harmonization/test_navigation_contract.R,1ba59346328e8e4fb2aa898c5806313763711867514097969f5e4df1c22d3407,922
reader_link_test,tests/report_harmonization/test_reader_links.R,3b4164069b36493a643886d87065cffd1b5ca644854d4e3be12db0ac9e8aee21,10233
