"role","path","sha256","bytes"
"independent_acceptance","audit/report_harmonization/report018_h02_companion_independent_acceptance.md","d3334682d6f71dc65f0d12dd929feb36932faa8c98c8d8a4b1e081a08089aee5",5484
"independent_visual_qa","audit/report_harmonization/report018_h02_companion_independent_visual_qa.csv","2401572a6a2df43e8f09a2207fa1a35ec5d7ee756833d06fe799d5a78f38fb25",1784
"owner_completion_record","audit/hypotheses/H02/report018_order39_companion_render/completion_record.md","ae695391b57b357f5d98ff05af89063b732cbc19cdfb9c402071e3c2a312d149",5770
"owner_evidence_manifest","audit/hypotheses/H02/report018_order39_companion_render/owner_evidence_manifest.csv","4e4a66bfd64f1245a82f1ed881c1b7cbefe575ad09f3c202967c4f6825f985f8",3953
"controlling_order","audit/report_harmonization/owner_orders/39b_h02_companion_provenance_reconciliation_and_render.md","48bdc8e82180b52e03dc876bb4d4eeccc73310043a1a58bbee718014db40d710",12039
"dispatch_manifest","audit/report_harmonization/report018_h02_companion_order39b_dispatch_manifest.csv","365ef5b98ddd6339853997bc316617717c19b221b60ab1ec506eab9ba6765cc9",6939
"accepted_contract","scripts/hypotheses/H02/h02_contract.R","48fef63abda50e1189b019254d56d588d539c40a984fde66502ec468878c72f0",11946
"contract_test","tests/hypotheses/H02/test_h02_contract.R","0211746b1f1b45968d847f440081885110ae1740ca66641062d250dd211243d5",4418
"reader_test","tests/hypotheses/H02/test_h02_reader_report.R","32be7c91c6ba5ba8316a51bad957f9c0d0dc5e4bbbd5caba8f5a681765e71a87",16627
"preparation_test","tests/hypotheses/H02/test_h02_preparation_report.R","edf1a55abce807b4846aedbb42b37b2b494a878313682d45db2ebeadc9b4b2cc",15089
"paired_placement_test","tests/hypotheses/H02/test_h02_paired_placement_display.R","873c43f0d863c78c22e3e0635d054f09bc521a24d618afcda134a831ac7e7d8a",3790
"preparation_manifest_helper","scripts/hypotheses/H02/build_h02_preparation_report_manifest.R","3e69748ad3b3ef3dde7dcd0dc3c913d21971c1c5ef5098e44452d3f2f37111b1",10401
"accepted_companion_source","audit/hypotheses/H02/H02_analysis_preparation.qmd","92424e41a7f54d05b816ff79144850a27aabc8181aa705384b22f4c7cdc3b9a1",55146
"accepted_build_qmd","_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.qmd","92424e41a7f54d05b816ff79144850a27aabc8181aa705384b22f4c7cdc3b9a1",55146
"accepted_companion_html","_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","966f5556a637aece91ef2e2905dcfea8d0d0587ff8d4d61c47e89e9106bbc253",613001
"accepted_result_source","notebooks/hypotheses/H02.qmd","4f431eaba1fd449837186497dc988f95c30a9ece7ae83d57b2f0c377690f0f6d",57148
"accepted_result_html","_build/nathealth/notebooks/hypotheses/H02.html","736dc6311e53f2b70349326ce0845cc35d23e3b68c000a300833952e81190dd9",296427
"live_preparation_manifest","artifacts/12_manifests/H02/H02_preparation_report_manifest.csv","afc7a2f5458628b6e5950a5539f4d7f1b5d1984ec3afb960b19c1e147c8d721b",12999
"historical_worker_manifest","artifacts/12_manifests/H02/H02_worker_output_hashes.csv","0f3a96ab08f7fed2b59eb4a45f203297483919b3067bee560c9e239693242331",40049
"owner_nonvisual_checks","audit/hypotheses/H02/report018_order39_companion_render/order39b_nonvisual_checks.csv","87960652fa204e872599f1f426944ca76a078ee745b81b5cd9e2c7d20de1c125",2705
"owner_visual_qa","audit/hypotheses/H02/report018_order39_companion_render/order39b_visual_qa.csv","b9176f593ab37a669021b860452701feee4480dc156e39bfd2073da0c66420b2",3944
"owner_loopback_lifecycle","audit/hypotheses/H02/report018_order39_companion_render/order39b_loopback_lifecycle.csv","335c9e46ddf8ad924ecb31e9e9b3b5e6ccac15182c68f7292d018e94530cd7b5",1156
"semantic_summary","/private/tmp/H02-order39b-semantics.JqsD9m/gt_html_semantic_post_render_summary.csv","1197a5304b16269ea54ce719dbda68cd0dfea276a287d0090b18a38d383af19d",497
"semantic_ledger","/private/tmp/H02-order39b-semantics.JqsD9m/001__build__nathealth__audit__hypotheses__H02__H02_analysis_preparation.html_gt_semantic_ledger.csv","dff487e183d6d82bce042ec0f3531e9b775f1873037ce59b9d491553478d78dd",103183
"profile","_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480
