"role","path","sha256","bytes"
"owner_order","audit/report_harmonization/owner_orders/43a_h04_companion_no_rerender_static_and_visual_completion.md","ad9d33da50fa6b56cd4f04b721fc201c450b844e11ee65075b313283405879bb",8318
"stopped_state_acceptance","audit/report_harmonization/report018_h04_order43_static_verifier_stop_independent_acceptance.md","6133e1f628c9f1ce332cffe0abefc21a5a8f70a15c731724d1357421aa2cb964",2620
"stopped_state_acceptance_manifest","audit/report_harmonization/report018_h04_order43_static_verifier_stop_acceptance_manifest.csv","9d8f8f4678c532e6a21e8ca0e1e1ba0827473201cd174a8407180596c94fabf1",2899
"order43_owner_stop","/private/tmp/H04-order43-evidence.n8aqyn/report018_h04_order43_fail_closed.md","00801fe4c9096c7143170258463127ba43243484e47b7b2aacec47f198c98c56",2647
"order43_owner_manifest","/private/tmp/H04-order43-evidence.n8aqyn/evidence_manifest.csv","fa0e3361676614d11d3df820495e9f75be1db3339723a7d802d1c1b0e779a5b0",904
"original_static_verifier","/private/tmp/h04_order43_static.rb","acbc9a68152f8099f8a303ddd0f3ff577ed77c992bf2e0bdfb357340e2934acd",15785
"pre_render_build_inventory","/private/tmp/H04-order43-evidence.n8aqyn/build_inventory_prerender.csv","3451d1905a85a5a7082669c04c1c46576eb58f39d18e9bf602a48e4725da225b",139749
"pre_render_protected_inventory","/private/tmp/H04-order43-evidence.n8aqyn/protected_inventory_prerender.csv","738cb332734abc045289c3dd3a6401c555d037a361a1af9b81d531255ea5963c",55869
"semantic_summary","/private/tmp/H04-order43-semantic.9Pplpd/gt_html_semantic_post_render_summary.csv","e491aee781a8a15abf9798ba4818243f790a53449a86de3676369126fc693b4e",502
"semantic_ledger","/private/tmp/H04-order43-semantic.9Pplpd/001__build__nathealth__audit__hypotheses__H04__H04_analysis_preparation.html_gt_semantic_ledger.csv","aa1e6b1c0981cec58a9308c8198a139e48d8b01e4122eba92196552871a1a7cc",352707
"fresh_companion_html","_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html","e5f0861ef1b1e4accf4e6a924155c6ec5ce77a9c9865d6dc7bf5427e3de860ea",1226014
"accepted_result_html","_build/nathealth/notebooks/hypotheses/H04.html","da5f7f7195da843e46014d4796d35381f74d223ba79c37bb78fb8ce6dfa67c9f",387968
"companion_qmd","audit/hypotheses/H04/H04_analysis_preparation.qmd","efdb5be8dc194695f40c50249fab14905ec337bc63079ae589557de860188474",91202
"result_qmd","notebooks/hypotheses/H04.qmd","f8adb6d78be041ce296dd7e89eb92769b128631c1b4227ce5d8ab3d526daf1d5",83285
"website_qmd","_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.qmd","efdb5be8dc194695f40c50249fab14905ec337bc63079ae589557de860188474",91202
"preparation_manifest","artifacts/12_manifests/H04/H04_preparation_report_manifest.csv","f2d251b50e9fa61caa978d7ce155a6743f09f2667b0f827ffcbfc281b2ac706e",69857
"manifest_helper","scripts/hypotheses/H04/build_h04_preparation_report_manifest.R","108842c73bf066fc33ae9f2ba3330893c332097572b5036a55f324e6947d5de7",8952
"preparation_test","tests/hypotheses/H04/test_h04_preparation_report.R","8a862e0acece4d77392647a55df4f659410fbc94e2fc6ae40b642c47c2184935",14036
"profile","_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480
"renv_lock","renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493
