path,role,sha256,bytes
scripts/report_harmonization/check_h06_daily_order48d_result_acceptance.R,independent checker,2a49d14d2ee64948022cfee0ea13db2adbe5bd980180be749b3d4a4a4dbb269b,15413
audit/report_harmonization/report018_h06_daily_result_independent_acceptance.md,independent acceptance,eef994b2851d8b150719ce34f158ce46a77c7d49c8e12ed7ceeee6f7f1aac8d6,3930
audit/hypotheses/H06_daily/report018_order48a_display_repair/order48a_combined_completion.md,owner completion record,3a5404df72271efc2f02975fd0a92a478f3501b2df57f2518c334f41f1a0d230,764
audit/hypotheses/H06_daily/report018_order48a_display_repair/order48a_acceptance_manifest.csv,owner non-circular manifest,fda3e6905b283c4d57540777e1550e947ffe60d6336fb1046a808726fe8f2f8a,21716
tests/hypotheses/H06_daily/test_h06_daily_order48_display_repair.R,accepted focused verifier,06abb903f7de51792d1dbb57d8ffcfd26ddf02ebd2455f646ae3f12db6ee6109,66973
notebooks/hypotheses/H06_daily.qmd,accepted result source,8f696f3f89fe9ea18c8066b756a01fc5da6b41e86f8ac7d37d1e16f9c10ba639,65349
_build/nathealth/notebooks/hypotheses/H06_daily.html,accepted result HTML,74a63bd09b266709630e92241a17735298dffd5fc6d1746887621eb6288f2e6c,11946551
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,held companion source,ef4fde67d5dd2ebbb14deb76c025b5ac2ac9b6a34f7b34ca62c2fdb382bde709,35409
_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,held companion HTML,7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259,4613650
_quarto-nathealth.yml,normal profile,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480
artifacts/12_manifests/H06_daily/H06_daily_order48a_display_manifest.csv,current display manifest,395c112968c00294cbc085246894feae9cd7746e4e5c5714b96cb9e59fd90fc6,5361
audit/report_harmonization/owner_orders/48d_h06_daily_authorized_verifier_transition.csv,authorized verifier transition,e985c74053d4e9ce7c3793a2453dd7b6b888cfeb806d4db9d1bedf83206f204c,429
audit/hypotheses/H06_daily/report018_order48a_display_repair/gt_html_semantic_post_render_summary.csv,semantic summary,bafde8ff09dda671e725d72adfa458f58bd599cba41a6881ed5a75862c9a917a,471
audit/hypotheses/H06_daily/report018_order48a_display_repair/001__build__nathealth__notebooks__hypotheses__H06_daily.html_gt_semantic_ledger.csv,semantic ledger,09fde59b3495da6e3bac7b6e0d389d09fa7ded61c5a5c72283913945e4ea310e,249113
audit/hypotheses/H06_daily/report018_order48a_display_repair/semantic_reverse_audit.csv,semantic reverse audit,ad34e4bd128448d90354bdb65d527a0681648d71f6c53c578804b4993fc85e2c,690
audit/hypotheses/H06_daily/report018_order48a_display_repair/postrender_nonvisual_summary.csv,post-render summary,ad6a48b13878aedd79459499dfb4e1f4c0c5f8d4d5b5be7b65f4faa632bb1d80,276
audit/hypotheses/H06_daily/report018_order48a_display_repair/table_endpoint_audit.csv,table endpoint audit,30b2842d4c9b214eb5d69a7728d4945930916d7c2878f695d65bcb8bc5f92fe2,2961
audit/hypotheses/H06_daily/report018_order48a_display_repair/placement_table_reconciliation.csv,predictor-specific placement reconciliation,98ec671a7a7d23d697725cb11d5bd79564f1e02be541fb6023569a4913633397,595
audit/hypotheses/H06_daily/report018_order48a_display_repair/figure_endpoint_audit.csv,figure endpoint audit,8ed375a4e0dbffb73477b69c6910a2c81170b976de89154fd192a0163ee594ba,4823
audit/hypotheses/H06_daily/report018_order48a_display_repair/reader_contract_audit.csv,reader contract audit,25e53970c026209b5ebf7525f91900c04f550738918276907f73d6e4b80720ea,453
audit/hypotheses/H06_daily/report018_order48a_display_repair/final_visual_qa.csv,visual QA summary,325456f38428b7d50791ae709060fd1c2defcaf843d10171d4b63b9ff5107318,2113
audit/hypotheses/H06_daily/report018_order48a_display_repair/loopback_lifecycle.csv,loopback lifecycle,f7a1f6536e763da9062f7263deb30808eea6349c01ec43f76dadac9c597de5ef,1034
audit/hypotheses/H06_daily/report018_order48a_display_repair/browser_console_warn_error.json,browser console record,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,3
audit/hypotheses/H06_daily/report018_order48a_display_repair/build_inventory_postrender.csv,post-render build inventory,2902886ce3992d8e9a008ea105b78f7e84af7793408b2fc9e49aab867cf75432,176171
audit/hypotheses/H06_daily/report018_order48a_display_repair/build_inventory_postqa.csv,post-QA build inventory,2902886ce3992d8e9a008ea105b78f7e84af7793408b2fc9e49aab867cf75432,176171
audit/hypotheses/H06_daily/report018_order48a_display_repair/protected_reconciliation_postqa.csv,post-QA protected reconciliation,1800614845b87fb2791438c7dcd6a7d96ae0d06f100184fd11f705dc7472d6dc,1273283
