"path","role","sha256","bytes"
"audit/report_harmonization/report018_h01_metric010_final_independent_acceptance.md","acceptance_record","f15aec679dd53ecd66d6e096ea0486ff2b2015602caac81ca792a7fa65a64cb6",2415
"audit/decisions/mder_mean_of_viable_ratios.md","metric_decision","1664347de976057807fcb5ac6e24bd4b66af1fe32378fabd1f2acafcfc9266de",9617
"audit/hypotheses/H01/mder_METRIC-010/H01_METRIC-010_production_authorization.md","author_production_authorization","f9279a46c73b5feede48adaeee98306a4841183468688446ce91cf09045e33af",2223
"audit/hypotheses/H01/mder_METRIC-010/bootstrap_production/H01_METRIC-010_bootstrap_production_manifest.csv","production_manifest","c1f334c973fd9e970ce4f3678addcbdf70d25ca653792ee6ac170b3e13da540c",17694
"audit/hypotheses/H01/mder_METRIC-010/production_integration/H01_METRIC-010_production_integration_summary.csv","integration_summary","35bfabc0d658f09fd3c7f0e8af12325f205792a9f2ae6f371ac1088b96a105e5",397
"audit/hypotheses/H01/mder_METRIC-010/production_integration/H01_METRIC-010_production_integration_manifest.csv","integration_manifest","78fdc14539d8c1a9cb71fbfe7da93ffa09e0b30b661dfb1810cd2eda616379e8",21510
"artifacts/12_manifests/H01_model_results_artifacts.csv","model_results_manifest","657d96b566163fe753bfcc7ebf92df60a0e05a2915b6c9ab608e18c65c03f813",419412
"artifacts/12_manifests/H01_reporting_artifacts.csv","reporting_manifest","d9be58e5ef59dace1588c2243826e40316660c739fe3e79b45bc0be6f770f2ad",9060
"artifacts/12_manifests/H01_stage3_reporting_artifacts.csv","stage3_reporting_manifest","cc966393265c9d4a0aded4fbd1c59315b7edebd9be6cbf3c2d731ddddaccf979",24891
"artifacts/12_manifests/H01/H01_preparation_report_manifest.csv","preparation_manifest","7020651a6f09964fcc7350ccafcc3550e1d04d6bccc8d1b1d7418832d3c2b4ff",16686
"artifacts/12_manifests/H01_worker_artifacts.csv","worker_manifest","b8417556564027ab976a8e8a1e93f12e1947cb680f306eea61933f8a8f9954da",587384
"notebooks/hypotheses/H01.qmd","accepted_result_qmd","5e0bcf315ea113543dbcb762aaea19e4e2b0cd4bbe4f3520de04ebc19e041208",104210
"_build/nathealth/notebooks/hypotheses/H01.html","accepted_result_html","72458413f3a2b025474abdff556feeb897e4a968a254e2f546565348f8a07e4a",4581216
"audit/hypotheses/H01/H01_analysis_preparation.qmd","accepted_companion_qmd","c6435a5f482df40c20f3d4d6e4f77d07f2a4f0bb3f1f2687efd2ebf92829e044",59212
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html","accepted_companion_html","9bb80c068570b168e500da0ce5905859e36543ec2c91aed423c9557aaa33aa0a",740547
"audit/hypotheses/H01/02_implementation_and_v0_comparison.qmd","accepted_stage2_comparison_qmd","553c9f7d0e877adb5da0133b8e18a0315f56ce1f514c4dd1d46c185e09016763",40451
"_build/nathealth/audit/H01/02_implementation_and_v0_comparison.html","accepted_stage2_comparison_html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e",453033
"audit/handoffs/H01_worker_handoff.md","worker_handoff","79e0eb7dd30ea379a2a6237eccae648b0a63d36e90ce765910ea5ef94f601028",108387
"tests/hypotheses/H01/test_h01_contract.R","independently_replayed_test","e8837bef79e83a125ffcd3aaf3944624118f693f408a6b9776cae167382a59d8",2939
"tests/hypotheses/H01/test_h01_modeling.R","independently_replayed_test","dfb29c86065a8e7b728d0d9a947226915d4976ae3d549fb8d079bcca9298ab53",6573
"tests/hypotheses/H01/test_h01_response_gate_repairs.R","independently_replayed_test","81b5523175541b9c73a9a3d4a862f2499fbcf95855f099f214f4ee11bb82f959",2519
"tests/hypotheses/H01/test_h01_response_family_candidates.R","independently_replayed_test","d7dfd3890abcd4f827f2e07586aa9ef6604b36833e3d9394820e9386741b2d09",3574
"tests/hypotheses/H01/test_h01_fit_outputs.R","independently_replayed_test","ff6e58cd77cfa05ba2a07f748d40445a76851e1866ca4f2f9e3a76b59ecb2203",5326
"tests/hypotheses/H01/test_h01_bootstrap_outputs.R","independently_replayed_test","cddc8d6f11be08782e71250a1f5224a27fd1ea60b38537d0c708f7eae59f7eac",6010
"tests/hypotheses/H01/test_h01_mder_METRIC010_production.R","independently_replayed_test","d43cc012e852067dd44f538d2849a504c643c1057f41bacce4b0e3f45811edf2",15853
"tests/hypotheses/H01/test_h01_reporting_inputs.R","independently_replayed_test","cfceb5605c40e73f1b2f0891521a8c3937d44a18f5dfe1e948f00126906b7b68",32380
"tests/hypotheses/H01/test_h01_preparation_report.R","independently_replayed_test","6658bd86af5ce6c8cd49443c637805139adceb344c34e0d0e2f538f3d74a64ba",11493
