"scope","path","sha256","bytes"
"h08_result_release","audit/report_harmonization/report018_h08_result_release.md","c729a0917cbaa7cd51f41b259b7016a6936abdad4fbb99ad5617589c5ced4ccd",10386
"h08_result_release","scripts/report_harmonization/check_h08_result_report018_release.R","06c523c34776008d76cd8e2a2d4fde217adbe0e7b61de7ea87d2d4987d8a0a26",13426
"h08_result_release","audit/report_harmonization/report018_h08_result_release_pins.csv","49388f62105372f81cc0ef4cbbb7ce28eba2553b76d6b263806856eb15331714",4554
"h08_result_release","audit/report_harmonization/report018_h07_companion_independent_acceptance.md","d721a733c3ccb5867f7cbed4fc442858f9c4561354db5023422e96765e854ca4",4403
"h08_result_release","audit/report_harmonization/report018_h07_companion_independent_acceptance_manifest.csv","fd57630a224c6f998712bcf457f422cab4303e751fd1d15370be9d1595b07fb7",6390
"h08_result_release","audit/report_harmonization/owner_orders/10_h08.md","a667fcb756a46dd6c3b92e0eed7f3d61fe914252b38191952dcf7bd7b6598922",14131
"h08_result_release","notebooks/hypotheses/H08.qmd","1b6b50b21e22d60909a65b125ce74be54829e5efc10de33f888fcd294c7374b1",44031
"h08_result_release","audit/hypotheses/H08/H08_analysis_preparation.qmd","3eeeda47c909be2ca32bf234af18f2d690f1c3e7b26e854f7311c0d8300f6f2d",57777
"h08_result_release","_build/nathealth/notebooks/hypotheses/H08.html","a08a888a40ec58669c61a47b7500159388577eaad49ece5440b9bee9da6a93e1",299712
"h08_result_release","_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html","95f5ba0aede0ee6cf0d1b65fcdc53623d52810f8316c846cb214b4fb34a5f135",675700
"h08_result_release","tests/hypotheses/H08/test_h08_stage3_reader_report.R","3049ecd80bc7f6c83dce7370b2877a92c6693dd9585f1f45ed7ac19fdf64be8f",18954
"h08_result_release","tests/hypotheses/H08/test_h08_preparation_report.R","2e83542b120021e0c337a3769127e6eba2fe61ebc4d56014693b34066a3fc2a4",13024
"h08_result_release","tests/hypotheses/H08/test_h08_stage2.R","7b02ca11f1069aa2f5e04e97cd81fdaf94ec9514314e7c1581c374ca7b4bf273",8848
"h08_result_release","tests/hypotheses/H08/test_h08_metric011_reseal.R","febb7cb96a823b2a828259b0049db17f5f907b7edea06e478021cf6a95ae6f30",5900
"h08_result_release","artifacts/12_manifests/H08/H08_stage3_artifacts.csv","e8dcec4bfdaf129002c875681f22b0f9d226ebbc95f706309c98ae4e21244af2",23368
"h08_result_release","artifacts/12_manifests/H08/H08_preparation_report_manifest.csv","1cf574e0333cab6f62d51c21f8017526cb80132a7b810b928e94ade862947d7b",30322
"h08_result_release","artifacts/12_manifests/H08/H08_figure_manifest.csv","d8596271378cefd4ea1b5137e009c4036c40bd21d8871fce5e881ff676239fa5",2364
"h08_result_release","artifacts/12_manifests/H08/H08_figure_physical_size_qa.csv","f4680525e3252153bf3020caf436fd6eb701dd9fa21d2c34011ce5799636670b",7582
"h08_result_release","audit/handoffs/H08_worker_handoff.md","8a7be6d71075cd4e4bb3884c24ee2465fbb333bc3dc042192b03dd3897005642",6017
"h08_result_release","_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480
"h08_result_release","scripts/report_harmonization/post_render_gt_html_semantics.R","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205",21453
"h08_result_release","scripts/report_harmonization/repair_gt_html_semantics.R","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1",17747
"h08_result_release","renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493
"h08_result_release","artifacts/10_figures/H08/H08_near_eye_effects.png","f1cc8e33829cdf821140e95238d20b1516d5796f741002a1f27568d3f9fd7405",140448
"h08_result_release","artifacts/10_figures/H08/H08_chest_effects.png","201026c03ca870932e5c0f9e0ecdd4733c7949aa33fe53f8cb8a7349e6f38f47",139416
"h08_result_release","artifacts/10_figures/H08/H08_paired_placement_effects.png","be34d61f6b53b06c266767d652942bcebc0a2e70db5f4464413b401c1d3f10f6",130502
"h08_result_release","artifacts/10_figures/H08/H08_near_eye_model_adequacy.png","7779cb6b565369902d80e2473d0fbb77e8982a6b90f4c87a27d1921ff951ad43",659790
"h08_result_release","artifacts/10_figures/H08/H08_gap_common_sample_effects.png","144fc11c696931373ba8b5d987aa2ce2a14413cda00c5371aecb095713729669",136476
"h08_result_release","audit/report_harmonization/phase4_corpus_manifest.csv","73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334",11937
"h08_result_release","notebooks/preregistration_deviations.qmd","b542018a0e127b280fc5a106928d8689307c420f2e62913f4047d5c4c292bc6d",94061
