"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes"
1,"tbl-h01-deviations","id",1,40838,40842,"Topic","tbl-h01-deviations--gt-0001","","",40838,40864,5,27
1,"tbl-h01-deviations","id",2,40965,40989,"Preregistered-or-expected","tbl-h01-deviations--gt-0002","","",40987,41013,25,27
1,"tbl-h01-deviations","id",3,41132,41144,"Analysis-used","tbl-h01-deviations--gt-0003","","",41156,41182,13,27
1,"tbl-h01-deviations","headers",1,41364,41368,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",41402,41428,5,27
1,"tbl-h01-deviations","headers",2,41422,41446,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",41482,41508,25,27
1,"tbl-h01-deviations","headers",3,41569,41581,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",41631,41657,13,27
1,"tbl-h01-deviations","headers",4,41763,41767,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",41839,41865,5,27
1,"tbl-h01-deviations","headers",5,41844,41868,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",41942,41968,25,27
1,"tbl-h01-deviations","headers",6,42007,42019,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",42107,42133,13,27
1,"tbl-h01-deviations","headers",7,42221,42225,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",42335,42361,5,27
1,"tbl-h01-deviations","headers",8,42288,42312,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",42424,42450,25,27
1,"tbl-h01-deviations","headers",9,42449,42461,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",42587,42613,13,27
1,"tbl-h01-deviations","headers",10,42702,42706,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",42854,42880,5,27
1,"tbl-h01-deviations","headers",11,42782,42806,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",42956,42982,25,27
1,"tbl-h01-deviations","headers",12,42905,42917,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",43081,43107,13,27
1,"tbl-h01-deviations","headers",13,43064,43068,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",43254,43280,5,27
1,"tbl-h01-deviations","headers",14,43133,43157,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",43345,43371,25,27
1,"tbl-h01-deviations","headers",15,43247,43259,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",43461,43487,13,27
1,"tbl-h01-deviations","headers",16,43406,43410,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",43634,43660,5,27
1,"tbl-h01-deviations","headers",17,43482,43506,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",43732,43758,25,27
1,"tbl-h01-deviations","headers",18,43633,43645,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",43885,43911,13,27
1,"tbl-h01-deviations","headers",19,43972,43976,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",44238,44264,5,27
1,"tbl-h01-deviations","headers",20,44038,44062,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",44326,44352,25,27
1,"tbl-h01-deviations","headers",21,44149,44161,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",44439,44465,13,27
1,"tbl-h01-deviations","headers",22,44381,44385,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",44685,44711,5,27
1,"tbl-h01-deviations","headers",23,44458,44482,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",44784,44810,25,27
1,"tbl-h01-deviations","headers",24,44596,44608,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",44924,44950,13,27
1,"tbl-h01-deviations","headers",25,44754,44758,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",45096,45122,5,27
1,"tbl-h01-deviations","headers",26,44818,44842,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",45182,45208,25,27
1,"tbl-h01-deviations","headers",27,44934,44946,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",45300,45326,13,27
1,"tbl-h01-deviations","headers",28,45115,45119,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",45495,45521,5,27
1,"tbl-h01-deviations","headers",29,45187,45211,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",45589,45615,25,27
1,"tbl-h01-deviations","headers",30,45360,45372,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",45764,45790,13,27
1,"tbl-h01-deviations","headers",31,45577,45581,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",45995,46021,5,27
1,"tbl-h01-deviations","headers",32,45641,45665,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",46081,46107,25,27
1,"tbl-h01-deviations","headers",33,45786,45798,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",46228,46254,13,27
1,"tbl-h01-deviations","headers",34,46036,46040,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",46492,46518,5,27
1,"tbl-h01-deviations","headers",35,46137,46161,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",46615,46641,25,27
1,"tbl-h01-deviations","headers",36,46365,46377,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",46845,46871,13,27
1,"tbl-h01-deviations","headers",37,46654,46658,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",47148,47174,5,27
1,"tbl-h01-deviations","headers",38,46719,46743,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",47235,47261,25,27
1,"tbl-h01-deviations","headers",39,46858,46870,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",47376,47402,13,27
1,"tbl-h01-deviations","headers",40,47061,47065,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",47593,47619,5,27
1,"tbl-h01-deviations","headers",41,47139,47163,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",47693,47719,25,27
1,"tbl-h01-deviations","headers",42,47319,47331,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",47875,47901,13,27
1,"tbl-h01-deviations","headers",43,47483,47487,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",48053,48079,5,27
1,"tbl-h01-deviations","headers",44,47565,47589,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",48157,48183,25,27
1,"tbl-h01-deviations","headers",45,47800,47812,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",48394,48420,13,27
1,"tbl-h01-deviations","headers",46,48128,48132,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",48736,48762,5,27
1,"tbl-h01-deviations","headers",47,48235,48259,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",48865,48891,25,27
1,"tbl-h01-deviations","headers",48,48380,48392,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",49012,49038,13,27
1,"tbl-h01-deviations","headers",49,48582,48586,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",49228,49254,5,27
1,"tbl-h01-deviations","headers",50,48659,48683,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",49327,49353,25,27
1,"tbl-h01-deviations","headers",51,48796,48808,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",49466,49492,13,27
1,"tbl-h01-deviations","headers",52,48996,49000,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",49680,49706,5,27
1,"tbl-h01-deviations","headers",53,49067,49091,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",49773,49799,25,27
1,"tbl-h01-deviations","headers",54,49213,49225,"Analysis used","tbl-h01-deviations--gt-0003","Analysis-used","tbl-h01-deviations--gt-0003",49921,49947,13,27
1,"tbl-h01-deviations","headers",55,49369,49373,"Topic","tbl-h01-deviations--gt-0001","Topic","tbl-h01-deviations--gt-0001",50091,50117,5,27
1,"tbl-h01-deviations","headers",56,49445,49469,"Preregistered or expected","tbl-h01-deviations--gt-0002","Preregistered-or-expected","tbl-h01-deviations--gt-0002",50189,50215,25,27
