path,sha256,bytes,role
audit/report_harmonization/owner_orders/32g_h01_final_scalar_geometry_continuation.md,6b63571775dc3a66a51815636dd2bb0d9cbd4ff27ce97c45041d390c4ef7ec4f,10927,controlling scalar-safe continuation
audit/report_harmonization/report017_h01_order32f_stopped_state_independent_acceptance.md,1b06370f6ec10b25ba3784df6ab3516660cd47a14f79fb4e008ad1801a33a008,4889,accepted order 32f stopped state
audit/report_harmonization/report017_h01_order32f_stopped_state_independent_manifest.csv,7e27de24284757e6e77a3d0bf2e7a2275d8e390555352212c935ad6b7f84a787,4189,25-row independent stopped-state seal
audit/hypotheses/H01/report017_order32f_continuation/order32f_stopped_state.md,9a050f6603b3d33452813193cd22deb56ca5f991cf3d86a42cc25d3b305dbdcd,4168,owner order 32f stopped-state record
audit/hypotheses/H01/report017_order32f_continuation/order32f_stopped_state_manifest.csv,872a129792bf677c805aaee51b131e49d614fcc9c86e682d0c9c661925efa7a7,2024,owner 11-row stopped-state seal
audit/report_harmonization/owner_orders/32f_h01_final_consolidated_harness_continuation.md,4cc3eb52566d586d7afdedddc301650f3c4f637be6d82702062d02d87681a145,10356,parent continuation order
audit/report_harmonization/report017_h01_order32f_dispatch_manifest.csv,af8cf5540737685bf2d32222c0ee4f278e619e0cf3263e9ef878c7cc6ad73bec,6692,parent dispatch seal
scripts/hypotheses/H01/refresh_h01_order32d_figures.R,10288d5fb28df713c43f52a5f3e984070d8062701a28a3e6eb4fe8d9d8b223aa,28717,current stopped refresh implementation
scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,35443e52e2b554afb5cc2a6a8a88ba1a2b847fdac5f8ae5974005a336debbdc7,68214,accepted builder before display-literal refresh
notebooks/hypotheses/H01.qmd,9448eacc1345a2b0bf73c988be588308d191e42d90c49d68c7f92db36ba83eeb,93260,accepted H01 result source
audit/hypotheses/H01/H01_analysis_preparation.qmd,ed12b6232ef60905b648707240309e6574e627995d0436a19f671fdc033ecc5f,55827,frozen H01 companion source
_build/nathealth/notebooks/hypotheses/H01.html,d1bc9159526c92b9cc9256c58a8232d4779f0014a3aa39ed3680b4e58fb25410,1643915,stopped H01 result HTML
_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html,5857f9e0655e5c1a8530c5794008d20dcb364749a8a7c36bd3e7815c15c36d38,667418,frozen companion HTML
_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,accepted Nature Health profile
scripts/report_harmonization/post_render_gt_html_semantics.R,28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205,21453,accepted post-render semantic wrapper
scripts/report_harmonization/repair_gt_html_semantics.R,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,17747,accepted native-gt semantic repair engine
tests/report_harmonization/test_post_render_gt_html_semantics.R,696e3308275d366dcc4aefb8e60c36d7c4c42d02a88402e3d06717b6383d0fae,16662,accepted pre-integration semantic transition test
tests/hypotheses/H01/test_h01_reporting_inputs.R,48f374cc70b69a6d96a95dc425ffd9676b2e83133a5554ae1c19eda939c0c8af,23014,current complete H01 reporting test
tests/hypotheses/H01/test_h01_preparation_report.R,379414830e5bcd656ac460c2ad93616ecbcab104259c56a8fcf9296da8c0f2c4,10993,current H01 companion test
tests/hypotheses/H01/test_h01_report016_deviation_reconciliation.R,c359489b45703ae243d277817832e305716271dd54a7713620ceb4a7943d6393,14658,current REPORT-016 reconciliation test
tests/hypotheses/H01/test_h01_stage3_model_support_display_refresh.R,121135a4ea1c86cc6e11fc476615ee207fb34fe01270912d3f74ef2c8b5ad9cb,6747,accepted existing display-refresh test
artifacts/12_manifests/H01_reporting_artifacts.csv,dfa9e15f44f0919277264765e84b49b7be78e4822df014abed678b29a9a951b4,11054,current H01 reporting manifest
artifacts/12_manifests/H01_stage3_reporting_artifacts.csv,e9fe8740785e9f4d29e17c4333fdc0615347299c1dabea1d62ffad1cdafd11f9,26497,current H01 Stage 3 manifest
artifacts/12_manifests/H01/H01_preparation_report_manifest.csv,cb89845e92b39f5bab7a0524508a3f7e2ce1d19ebbc99afe12f1ebf8eb9aefb5,13841,current H01 companion manifest
artifacts/12_manifests/H01_worker_artifacts.csv,0d98bcc4ffe312e27ec89e352fdd84eea4ce1b8b8f9b9169307d314ba466b031,394888,current H01 worker manifest
audit/handoffs/H01_worker_handoff.md,0de574566315d44934d3c6dd5fd91be9045e2f6b43887c9e3ad98d97caf1f19b,97406,current H01 owner handoff
artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_model_support_figure_source.csv,cf869aa233aca9230a9d295f7efae69fc51c1258a80daf90258d08122f5effc0,96013,frozen Figure 1 source data
artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_paired_placement_figure_source.csv,8e1672e499e6bee05cde70647165e780dfa5cb9195ed0c3f1bd203da5d838853,21978,frozen Figure 5 source data
artifacts/11_source_data/H01/stage3/H01_stage3_diagnostic_figure_source.csv,d9b424ae246fc688670a77a561717701fec3ddffaf000af72ea6b68f214b9397,21261,frozen Figure 6 source data
artifacts/10_figures/H01/stage3/H01_stage3_model_support.png,2244f043d4fb676200524440098be223e23106578513f4ac61567ba3f636da8b,238682,current durable Figure 1 PNG
artifacts/10_figures/H01/stage3/H01_stage3_model_support.svg,602dd62de063d3e12ac53ca7d22dd2563e64213255b9cdc7e138941450ce1966,54757,current durable Figure 1 SVG
artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.png,866670f47457bf304467e787481589298d9b7cf7c2c5de560ac9500f044c4608,226285,current durable Figure 5 PNG
artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.svg,fe101f32cb0ffd4912b81ddbad4090c9558263aa85cc4f13ecad73369ac074f0,22471,current durable Figure 5 SVG
artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.png,95f46b0909b43c9b281a93a860d577b38a7753cb4d151ad751e2aca8a017b12d,326759,current durable Figure 6 PNG
artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.svg,a15b3bae14b1b76d5a48ae9a21d0eb86dfd264db238179fb2a4486c002876a52,75987,current durable Figure 6 SVG
