"path","role","bytes","sha256"
"audit/report_harmonization/report018_nature_health_display_amendment_independent_acceptance.md","independent_acceptance",2075,"a1a8dfd229224604b223e7066e94f504d3ce838622d4e736781127bad3d1b8bf"
"audit/manuscript_nature_health/display_amendment_2026_09_01/completion_record.md","owner_completion",4682,"e5c272f26db800fa8738128425b2e0d49f117c5b199f88d68d15487c47d60709"
"audit/manuscript_nature_health/display_amendment_2026_09_01/non_circular_manifest.csv","owner_manifest",2533,"8f27737e905814b6211e474e34755aefe9c985116d2806120c4c732c0279e8b3"
"manuscript/R0_NatHealth/manuscript_displays.css","accepted_css",3486,"3e12d0a4d752c0fc69616915835d7e54a0db15c703d07ff9694632f1a377065b"
"manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html","accepted_main_html",30528489,"498bc0ad5e9d08841f48411e290ae7ec8912a7af89c8fa8397c44d3f46864d99"
"manuscript/R0_NatHealth/_output/supplementary_information_standalone.html","accepted_si_html",18525716,"b973fe471fcf0e47cdecd2ff3e71327141b1d6d318b5b671e77c23537981ca08"
"manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd","locked_main_qmd",78609,"bc24cc7393a550d50ea0d4c337ad637c6347bb4762293f6f127183dab1d9a5ff"
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","locked_si_outline",22767,"d7e7ca45a833f573fce99798044599b6387eb04755106116c961a0326c0d130a"
"manuscript/R0_NatHealth/supplementary_information_standalone.qmd","locked_si_wrapper",602,"84b88515af524e78f66ba947017afa195a000fa57663aa715d113fe1dab91f3b"
"manuscript/R0_NatHealth/display_assets/table3_metric_context.html","locked_table3_fragment",1888011,"081d0278badfb1f40d29ffd4cb8ac18b5a285f049323f9c5c2142eede7f727e0"
"manuscript/R0_NatHealth/_quarto.yml","locked_quarto_config",435,"2aa2911f13d4532aa8ce98e38363a5c92b1d2bdc025b3c8bba49950077e76b33"
"audit/manuscript_nature_health/final_serial_render_2026_09_01/verify_rendered_manuscript.R","dom_validator",5905,"ab6ce8da8c6b2324c6e3e9cc8ac6f5f5bb8c51d1876a954e3782932577cab251"
"tests/manuscript_nature_health/validate_phase3_brown.R","phase3_validator",28794,"b10ea3f1014062544f5afb095a8a99d72fcb84f3c3479ce8b6720120ca049c47"
