role,path,sha256,bytes
owner_order,audit/report_harmonization/owner_orders/33d_h02_missing_argument_walker_and_final_verifier.md,eb6214469a241776217e42b875a2b4e4063e7fdea072385d19487c9372915432,5131
independent_acceptance,audit/report_harmonization/report017_h02_order33c_walker_stop_independent_acceptance.md,78b7e5dfa7f734e1304c1c35f64857829cd916f7d63c2ed198d6535e8894e991,2966
controlling_order33c,audit/report_harmonization/owner_orders/33c_h02_recovered_baseline_single_verifier_retry.md,ebab56f14e55d3179dc1821c4507952267cfc2655e2c4730cafb579d7aa71279,6784
order33c_dispatch,audit/report_harmonization/report017_h02_order33c_dispatch_manifest.csv,d4bc4073dbd9aba281c09aa7ada6f383c75558f8c1fcf7e09a3915e45cdd8c84,4063
recovery_verification,audit/report_harmonization/report017_h02_order33b_baseline_recovery_verification.md,dfa414ff95c9eaab475a1b7912be42c8eaccba00b46367f199ed834413551994,4163
recovery_script,scripts/report_harmonization/reconstruct_h02_order33_baseline.R,a06d9d73b5dd0bd74a75e50620803686eeda90a330b79cef6d62c999db3ba4ed,5861
recovered_inventory,audit/report_harmonization/report017_h02_order33_baseline_recovery/H02_order33_reconstructed_baseline_inventory.csv,e6f7869f1d32cecbfb7f421726731f8bfbbaab0c9f62bbc72f6fa6537344df49,1171
result_qmd,notebooks/hypotheses/H02.qmd,4f431eaba1fd449837186497dc988f95c30a9ece7ae83d57b2f0c377690f0f6d,57148
companion_qmd,audit/hypotheses/H02/H02_analysis_preparation.qmd,92424e41a7f54d05b816ff79144850a27aabc8181aa705384b22f4c7cdc3b9a1,55146
reader_test,tests/hypotheses/H02/test_h02_reader_report.R,0b044d2995645f6cfa50e28e2bdf330b8801002761a84520b169a1a3eb6771db,16044
stopped_preparation_test,tests/hypotheses/H02/test_h02_preparation_report.R,d7ff45696f15d7bc02e8e66adabd02ee0c1f952f71fca35280885418c6b1181b,14726
paired_test,tests/hypotheses/H02/test_h02_paired_placement_display.R,873c43f0d863c78c22e3e0635d054f09bc521a24d618afcda134a831ac7e7d8a,3790
order33c_current_identities,audit/hypotheses/H02/report017_order33_source_rewrite/H02_order33_current_identities.csv,f3a80a10311faf8e3471c55293f804a5a1d221aed82d7fc854e5c5f63d403739,4833
order33c_execution,audit/hypotheses/H02/report017_order33_source_rewrite/H02_order33_execution_record.md,850b07056c1f6191d5890f33ec41a79d0189327449ebfb0af3daf2638d6970d6,2420
order33c_historical_mismatches,audit/hypotheses/H02/report017_order33_source_rewrite/H02_order33_historical_manifest_mismatches.csv,e1a2b595f9d87c8cf0bb20b4f8fd3e33834e2dfe92f5d0083dae3fbd760ff15a,966
order33c_packages,audit/hypotheses/H02/report017_order33_source_rewrite/H02_order33_package_versions.csv,91508a52bccf6eb750c0259ef04d02dddcd1e34a8df06b87e6c8c9949f51d6a3,109
order33c_protected_inventory,audit/hypotheses/H02/report017_order33_source_rewrite/H02_order33_protected_inventory.csv,4dd4e1761f69199bc6fd52e1ed45be6791b4f1ff4140a9b6c3cc1c4025401ea8,6210
order33c_reverse_proof,audit/hypotheses/H02/report017_order33_source_rewrite/H02_order33_reverse_proof.csv,d7053d3d4244742710850bed71b2d391a0d26188884f0e8f3529be10d4756070,11638
order33c_status,audit/hypotheses/H02/report017_order33_source_rewrite/H02_order33_scoped_status.txt,7bdc0541d1395e7f8ae4b3176d85afe640a5b7895b7dd9c246a0264ab3c39ef8,346
order33c_source_audit,audit/hypotheses/H02/report017_order33_source_rewrite/H02_order33_source_audit.csv,47f258e8221979a726debdbc2fd72a8ac953c19e63cca046d79566b846053d72,16897
order33c_source_diff,audit/hypotheses/H02/report017_order33_source_rewrite/H02_order33_source_diff.patch,c79b040cc872a8a82926db188f361cc6ba26c65e233a81ae2f50925384b3f06e,75740
order33c_source_manifest,audit/hypotheses/H02/report017_order33_source_rewrite/H02_order33_source_manifest.csv,f1f4e990159518de9bc2d446cacc5f96c3d3f9c2dd764cc86d290e8699152420,14272
order33c_test_results,audit/hypotheses/H02/report017_order33_source_rewrite/H02_order33_test_results.csv,2d8023eea95dd0ac32eec2c7f9586ea29a321a709d761ab871fb5fa0f986f43e,1189
order33c_numeric_delta,audit/hypotheses/H02/report017_order33_source_rewrite/H02_order33a_companion_numeric_token_delta.csv,90f83bd98ef3af0762220aee65d6299342b1bcf867c4b86c7439fcad46f0ddfd,974
order33c_unlabeled_proof,audit/hypotheses/H02/report017_order33_source_rewrite/H02_order33a_unlabeled_chunk_proof.csv,92ecfd3218aed87525b8f1a0ef6b90ede0d737e2159bf104edcd637c74ed2313,130
verifier,audit/hypotheses/H02/report017_order33_source_rewrite/run_h02_order33_source_audit.R,ce7ad12f41e728ec3faf271855b0cdf82545ca934b3b1efbaedd3f265a5a7c2a,43237
owner_handoff,audit/handoffs/H02_worker_handoff.md,fbb74b2ed98756e1e8eb7f4b0be14cc8ec4a1873d766c1828390ebd9f5793441,45489
stale_result_html,_build/nathealth/notebooks/hypotheses/H02.html,df73f2f87d6d3bdc9acd44493a113e18b510884f0ecb8e2214b39dc3d71cb164,270001
stale_companion_html,_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html,d02a0963d657ab5044ef30b5c081d627f8cb64d5781c7edc1d95d2d58c055dfa,580722
shared_profile_context,_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480
lockfile,renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493
