role,path,sha256,bytes
accepted_main_source,manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd,a527b6cb9ba689ab15370a05776280c632073ef27b79320a271feca96b27c69f,81434
accepted_si_source,manuscript/R0_NatHealth/supplementary_information_outline.qmd,fbfdde52cd24a60a5ff19eefb7901d3b7dcb268d97c2c922e0e87e7c944c652e,25590
accepted_table3_fragment,manuscript/R0_NatHealth/display_assets/table3_metric_context.html,d50b25afae95a95d61641349116e504a2bbf06780b43a46b195ac468246e8dc2,1901204
accepted_s6_svg,manuscript/R0_NatHealth/display_assets/brown_participant_state_raincloud.svg,200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653,108600
accepted_s5_svg,audit/manuscript_nature_health/figure_table_selection_assets/brown_supplementary_figure_s5.svg,61e8d4671939659ecf5eca6c6688c03414bb849d15b9d3f59f39c96ca7069cfd,83149
accepted_s12_png,artifacts/10_figures/H06/H06_stage3_site_specific_significance_screen.png,88aeef89cda1208a80ead843ca9551011350ed5f78734c57ceee380bf994f02e,191658
accepted_final_html,manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,438f80545e09eb1844d15c3d4495d7d2d4dbc07bcf039f4c8e4430b18e79ee0c,30877834
protected_canonical_docx,manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.docx,6cd592391f720829ed278a35e81c854ee7fd54eca6a4a4e664faad7b37310f91,28792333
protected_website_html,_build/nathealth/index.html,c8abe2f9fbfcbe2fc8b4e39e149797a6dc2d74a5735337ed2399fb6e5814eb21,29023063
writer_final_manifest,audit/manuscript_nature_health/order71a_execution_2026_09_03/final_evidence_manifest.csv,e68b540fad9d120c2e4467e90eb398bd8f4ca520915ad08cffe8a86aa9aa2917,2181
writer_completion_record,audit/manuscript_nature_health/order71a_execution_2026_09_03/completion_record.md,814b7386e23bb90c9174fcbbf763dd751c00ce2870286a5c9daa6bb2c9aef221,3745
writer_render_lifecycle,audit/manuscript_nature_health/order71a_execution_2026_09_03/render_lifecycle.md,bbda832a011d8141a3a6a59801b7567c716f78267c58dadd8bf167d8ea517e4b,4253
writer_browser_qa,audit/manuscript_nature_health/order71a_execution_2026_09_03/html_browser_qa.json,99178305103e4ceffd029255867bb74c3726fe473b2033b6baecf8a328be0502,1866
retry_authorization,audit/report_harmonization/report018_writer_order71a_environment_retry_authorization.md,f4f7dfb8b041cfb6714243c150c4170e9e2af0808a402afcaca1a67cf45b29ae,2846
retry_authorization_manifest,audit/report_harmonization/report018_writer_order71a_environment_retry_authorization_manifest.csv,33773186f14847c4fa24d7516ad235386d4fea8e690e33a5051df4cdfbf20389,1742
retry_receipt,audit/report_harmonization/report018_writer_order71a_environment_retry_receipt.md,caaee92d9acb45e8af5fd5ed3c35feaaea7c9dc0d4a2493ef267e15277609ab1,1157
