"table_index","table_endpoint","headers_index","token","match_count","matched_th","valid_scope","status"
1,"tbl-h09-prep-input-identities",1,"tbl-h09-prep-input-identities--gt-0001",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",2,"tbl-h09-prep-input-identities--gt-0002",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",3,"tbl-h09-prep-input-identities--gt-0003",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",4,"tbl-h09-prep-input-identities--gt-0004",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",5,"tbl-h09-prep-input-identities--gt-0001",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",6,"tbl-h09-prep-input-identities--gt-0002",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",7,"tbl-h09-prep-input-identities--gt-0003",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",8,"tbl-h09-prep-input-identities--gt-0004",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",9,"tbl-h09-prep-input-identities--gt-0001",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",10,"tbl-h09-prep-input-identities--gt-0002",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",11,"tbl-h09-prep-input-identities--gt-0003",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",12,"tbl-h09-prep-input-identities--gt-0004",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",13,"tbl-h09-prep-input-identities--gt-0001",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",14,"tbl-h09-prep-input-identities--gt-0002",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",15,"tbl-h09-prep-input-identities--gt-0003",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",16,"tbl-h09-prep-input-identities--gt-0004",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",17,"tbl-h09-prep-input-identities--gt-0001",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",18,"tbl-h09-prep-input-identities--gt-0002",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",19,"tbl-h09-prep-input-identities--gt-0003",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",20,"tbl-h09-prep-input-identities--gt-0004",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",21,"tbl-h09-prep-input-identities--gt-0001",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",22,"tbl-h09-prep-input-identities--gt-0002",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",23,"tbl-h09-prep-input-identities--gt-0003",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",24,"tbl-h09-prep-input-identities--gt-0004",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",25,"tbl-h09-prep-input-identities--gt-0001",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",26,"tbl-h09-prep-input-identities--gt-0002",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",27,"tbl-h09-prep-input-identities--gt-0003",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",28,"tbl-h09-prep-input-identities--gt-0004",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",29,"tbl-h09-prep-input-identities--gt-0001",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",30,"tbl-h09-prep-input-identities--gt-0002",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",31,"tbl-h09-prep-input-identities--gt-0003",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",32,"tbl-h09-prep-input-identities--gt-0004",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",33,"tbl-h09-prep-input-identities--gt-0001",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",34,"tbl-h09-prep-input-identities--gt-0002",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",35,"tbl-h09-prep-input-identities--gt-0003",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",36,"tbl-h09-prep-input-identities--gt-0004",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",37,"tbl-h09-prep-input-identities--gt-0001",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",38,"tbl-h09-prep-input-identities--gt-0002",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",39,"tbl-h09-prep-input-identities--gt-0003",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",40,"tbl-h09-prep-input-identities--gt-0004",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",41,"tbl-h09-prep-input-identities--gt-0001",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",42,"tbl-h09-prep-input-identities--gt-0002",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",43,"tbl-h09-prep-input-identities--gt-0003",1,TRUE,TRUE,"PASS"
1,"tbl-h09-prep-input-identities",44,"tbl-h09-prep-input-identities--gt-0004",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",1,"tbl-h09-prep-integrity-checks--gt-0001",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",2,"tbl-h09-prep-integrity-checks--gt-0002",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",3,"tbl-h09-prep-integrity-checks--gt-0003",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",4,"tbl-h09-prep-integrity-checks--gt-0004",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",5,"tbl-h09-prep-integrity-checks--gt-0001",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",6,"tbl-h09-prep-integrity-checks--gt-0002",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",7,"tbl-h09-prep-integrity-checks--gt-0003",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",8,"tbl-h09-prep-integrity-checks--gt-0004",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",9,"tbl-h09-prep-integrity-checks--gt-0001",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",10,"tbl-h09-prep-integrity-checks--gt-0002",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",11,"tbl-h09-prep-integrity-checks--gt-0003",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",12,"tbl-h09-prep-integrity-checks--gt-0004",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",13,"tbl-h09-prep-integrity-checks--gt-0001",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",14,"tbl-h09-prep-integrity-checks--gt-0002",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",15,"tbl-h09-prep-integrity-checks--gt-0003",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",16,"tbl-h09-prep-integrity-checks--gt-0004",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",17,"tbl-h09-prep-integrity-checks--gt-0001",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",18,"tbl-h09-prep-integrity-checks--gt-0002",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",19,"tbl-h09-prep-integrity-checks--gt-0003",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",20,"tbl-h09-prep-integrity-checks--gt-0004",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",21,"tbl-h09-prep-integrity-checks--gt-0001",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",22,"tbl-h09-prep-integrity-checks--gt-0002",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",23,"tbl-h09-prep-integrity-checks--gt-0003",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",24,"tbl-h09-prep-integrity-checks--gt-0004",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",25,"tbl-h09-prep-integrity-checks--gt-0001",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",26,"tbl-h09-prep-integrity-checks--gt-0002",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",27,"tbl-h09-prep-integrity-checks--gt-0003",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",28,"tbl-h09-prep-integrity-checks--gt-0004",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",29,"tbl-h09-prep-integrity-checks--gt-0001",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",30,"tbl-h09-prep-integrity-checks--gt-0002",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",31,"tbl-h09-prep-integrity-checks--gt-0003",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",32,"tbl-h09-prep-integrity-checks--gt-0004",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",33,"tbl-h09-prep-integrity-checks--gt-0001",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",34,"tbl-h09-prep-integrity-checks--gt-0002",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",35,"tbl-h09-prep-integrity-checks--gt-0003",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",36,"tbl-h09-prep-integrity-checks--gt-0004",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",37,"tbl-h09-prep-integrity-checks--gt-0001",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",38,"tbl-h09-prep-integrity-checks--gt-0002",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",39,"tbl-h09-prep-integrity-checks--gt-0003",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",40,"tbl-h09-prep-integrity-checks--gt-0004",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",41,"tbl-h09-prep-integrity-checks--gt-0001",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",42,"tbl-h09-prep-integrity-checks--gt-0002",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",43,"tbl-h09-prep-integrity-checks--gt-0003",1,TRUE,TRUE,"PASS"
2,"tbl-h09-prep-integrity-checks",44,"tbl-h09-prep-integrity-checks--gt-0004",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",1,"tbl-h09-prep-score-audit--gt-0001",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",2,"tbl-h09-prep-score-audit--gt-0002",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",3,"tbl-h09-prep-score-audit--gt-0003",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",4,"tbl-h09-prep-score-audit--gt-0004",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",5,"tbl-h09-prep-score-audit--gt-0005",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",6,"tbl-h09-prep-score-audit--gt-0006",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",7,"tbl-h09-prep-score-audit--gt-0007",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",8,"tbl-h09-prep-score-audit--gt-0008",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",9,"tbl-h09-prep-score-audit--gt-0001",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",10,"tbl-h09-prep-score-audit--gt-0002",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",11,"tbl-h09-prep-score-audit--gt-0003",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",12,"tbl-h09-prep-score-audit--gt-0004",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",13,"tbl-h09-prep-score-audit--gt-0005",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",14,"tbl-h09-prep-score-audit--gt-0006",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",15,"tbl-h09-prep-score-audit--gt-0007",1,TRUE,TRUE,"PASS"
3,"tbl-h09-prep-score-audit",16,"tbl-h09-prep-score-audit--gt-0008",1,TRUE,TRUE,"PASS"
4,"tbl-h09-prep-predictor-contract",1,"tbl-h09-prep-predictor-contract--gt-0001",1,TRUE,TRUE,"PASS"
4,"tbl-h09-prep-predictor-contract",2,"tbl-h09-prep-predictor-contract--gt-0002",1,TRUE,TRUE,"PASS"
4,"tbl-h09-prep-predictor-contract",3,"tbl-h09-prep-predictor-contract--gt-0003",1,TRUE,TRUE,"PASS"
4,"tbl-h09-prep-predictor-contract",4,"tbl-h09-prep-predictor-contract--gt-0004",1,TRUE,TRUE,"PASS"
4,"tbl-h09-prep-predictor-contract",5,"tbl-h09-prep-predictor-contract--gt-0005",1,TRUE,TRUE,"PASS"
4,"tbl-h09-prep-predictor-contract",6,"tbl-h09-prep-predictor-contract--gt-0006",1,TRUE,TRUE,"PASS"
4,"tbl-h09-prep-predictor-contract",7,"tbl-h09-prep-predictor-contract--gt-0001",1,TRUE,TRUE,"PASS"
4,"tbl-h09-prep-predictor-contract",8,"tbl-h09-prep-predictor-contract--gt-0002",1,TRUE,TRUE,"PASS"
