"role","path","sha256","bytes"
"owner_order","audit/report_harmonization/owner_orders/42_h04_result_render.md","94a33cfd83f8bc5e4dff55facd60da4957923f6b70258fd6352c16b92235d3c2",6966
"preceding_h03_acceptance","audit/report_harmonization/report018_h03_companion_independent_acceptance.md","745a2c933b2c41450a957630f650790e04f8d17ca1e484145b7a0c1618eebb7d",4934
"preceding_h03_manifest","audit/report_harmonization/report018_h03_companion_acceptance_manifest.csv","bb5ead573fbe23900f9ec7f435a1764743caef17355c5101f20d2bd545ac6a59",3012
"h04_source_acceptance","audit/report_harmonization/report017_h04_order35b_source_independent_acceptance.md","085d974c4c7d8d905434777612befe12f47e8cfd7910da607a1f42f3c5208101",2788
"h04_source_acceptance_manifest","audit/report_harmonization/report017_h04_order35b_source_acceptance_manifest.csv","417e6a16deb8aab4a05be30f92be3a0b1c303533f6635771c3e3a6e6a9b3b44a",2714
"result_qmd","notebooks/hypotheses/H04.qmd","f8adb6d78be041ce296dd7e89eb92769b128631c1b4227ce5d8ab3d526daf1d5",83285
"held_companion_qmd","audit/hypotheses/H04/H04_analysis_preparation.qmd","efdb5be8dc194695f40c50249fab14905ec337bc63079ae589557de860188474",91202
"stale_result_html","_build/nathealth/notebooks/hypotheses/H04.html","cad724ca28c651db62f2bb11a51d0d53adbf133785a6d9477f600900269e3cbe",380116
"held_companion_html","_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html","73e1c1f097b2053fd55bfea4857d3c72490af490bfa5e7ebf96c8f801bb57a8f",1207573
"source_harmonization_test","tests/hypotheses/H04/test_h04_report017_source_harmonization.R","934ec16dcd2b7e6c4b2771f09f35c0832d059d695c21c5b917ba3303bd16c19b",33144
"participant_random_intercept_test","tests/hypotheses/H04/test_h04_participant_random_intercept_assessment.R","247523ec05b484e161e2717a21d33314375370b84413a3bbcfb150582b86ad90",9022
"stage3_reader_test_context","tests/hypotheses/H04/test_h04_stage3_reader_report.R","53a5d68b3f56856c20824c43a4703f208bd0984cd81a443fab7111b07e783e17",23170
"stage3_artifact_manifest","artifacts/12_manifests/H04/H04_stage3_artifacts.csv","6215a9496f5f542ff92c19536b5601aa49c1ca804523eb7f9ff8bfdff852e115",72523
"reader_asset_manifest","artifacts/12_manifests/H04/H04_stage3_reader_asset_manifest.csv","b7963a6bf11617ea4831ce8e53baaf1e9d6746a0bd147ca866cd1fbbb8901be3",9515
"reader_derivation_manifest","artifacts/12_manifests/H04/H04_stage3_reader_derivation_manifest.csv","fc75b0a25eccff2028194de8ed9a2e9bcc7744254cdc2f5c38ec31b59e880582",15879
"handoff","audit/handoffs/H04_worker_handoff.md","99de6fd036b7e7c52a55406615642024092e3177317255101c4a5db1ff391036",31926
"profile","_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480
"semantic_wrapper","scripts/report_harmonization/post_render_gt_html_semantics.R","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205",21453
"semantic_engine","scripts/report_harmonization/repair_gt_html_semantics.R","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1",17747
"renv_lock","renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493
