role,path,sha256,bytes
owner_order,audit/report_harmonization/owner_orders/45a_h05_companion_provenance_reconciliation_and_render.md,3758c7165d6639f01255061ce930080d420f60a2c4c1328dd367303c2fe4e957,8526
stop_acceptance,audit/report_harmonization/report018_h05_order45_provenance_stop_independent_acceptance.md,880776c10c51f527a06fae589ab6ce82b5729df7cb90a1e52a743b0b5522b1c4,2986
stop_acceptance_manifest,audit/report_harmonization/report018_h05_order45_provenance_stop_acceptance_manifest.csv,deeb2013cdfd431b9f94e5e9c9bef32594dc0b1a6626907f1caa5f5dd089d78d,1842
owner_stopped_record,audit/hypotheses/H05/report018_order45_companion_render/order45_stopped_state.md,fd3b6e7ba094d5f1db162670b7de2ad752adab04a5f421a73727a0e549d5fe12,3958
owner_stopped_manifest,audit/hypotheses/H05/report018_order45_companion_render/owner_evidence_manifest.csv,de55ec8c8d268c4211ce551b196e956b92a82a55365cda32ecd6340b39ff4ec6,2410
coordination_evidence,audit/report_harmonization/coordination_matrix.csv,ad01b7dbc0abe6ed7966331a541c1fc4803d57b3dfb080294e17f12791468ca4,26371
companion_qmd,audit/hypotheses/H05/H05_analysis_preparation.qmd,0a5296442b46c8b9e43773d97eb979ffbbf3512faabe6f4399da2214d38cb81c,75630
h05_input_audit,artifacts/06_model_data/H05/H05_input_audit.csv,cc0ec125ca692c277e2e2b8820afa79a9023ab5177d16ac5bccb492b6386c14e,4445
h05_metric_registry,artifacts/06_model_data/H05/H05_metric_registry.csv,25a3df408dad73b657ea1ee20631195c93fe33340fafa7250ed6e76727c65bb7,5096
current_h01_contract,scripts/hypotheses/H01/h01_contract.R,dfa35f7c8a1ca8a1f2132c6930a8ac219c461ffac769a7423bf85522430da81a,10553
h01_modeling,scripts/hypotheses/H01/h01_modeling.R,a8879209e0d7c42f2e0de0d459e3cfbf7218cec27afd8f39a50c846ed43f9388,54282
h05_contract,scripts/hypotheses/H05/h05_contract.R,4d5ba296ed3724f626f5859d8be76116a11c44049630e4a14c688f3032fdb59e,16836
stale_companion_html,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,c44f4f77f4e2295f6b265ed9505c3c560361a7280562dd9ce1afce73149d5866,839152
stale_build_qmd,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.qmd,f8087740def5e4e75e5bf5eff82d9f58acf1865954a16919719a7280f3447bfc,72797
accepted_result_qmd,notebooks/hypotheses/H05.qmd,7c20e16629729de433d1ab400038e9d32c73aeb25c95ecd44d581b876755d5e0,74309
accepted_result_html,_build/nathealth/notebooks/hypotheses/H05.html,a088e105be1987508280e91b938142773c8fb9275f1e924ac1ec9958a9b199f1,640855
preparation_helper,scripts/hypotheses/H05/build_h05_preparation_report_manifest.R,722659aaf622c6f841c52de1cb08720da1cf8177b9906c0afcddb1d903ea0b96,8729
preparation_test,tests/hypotheses/H05/test_h05_preparation_report.R,ec738f56fb8b3cf94755fd5055d128d1a22bcc31a435554568aaa15acf78890e,15264
preparation_manifest,artifacts/12_manifests/H05/H05_preparation_report_manifest.csv,bd4ae8ac8516e961d1c4a37b1c18d3262376cd27ba0ed9611b7b60d167059c36,34048
profile,_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480
semantic_wrapper,scripts/report_harmonization/post_render_gt_html_semantics.R,28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205,21453
semantic_engine,scripts/report_harmonization/repair_gt_html_semantics.R,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,17747
lockfile,renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493
order45_build_prerender,audit/hypotheses/H05/report018_order45_companion_render/build_inventory_prerender.csv,9fbb5e75e5f0d6d361e6aa402d92721457dd2bfb83d9b0fa13556081e2931cb9,144773
order45_build_postfailure,audit/hypotheses/H05/report018_order45_companion_render/build_inventory_postfailure.csv,9fbb5e75e5f0d6d361e6aa402d92721457dd2bfb83d9b0fa13556081e2931cb9,144773
order45_protected_prerender,audit/hypotheses/H05/report018_order45_companion_render/protected_inventory_prerender.csv,31fe584aeefd13698453a4ecb2e4eb420b2ef184844b8ad634c8787dcd37e8d0,24093
order45_protected_postfailure,audit/hypotheses/H05/report018_order45_companion_render/protected_inventory_postfailure.csv,31fe584aeefd13698453a4ecb2e4eb420b2ef184844b8ad634c8787dcd37e8d0,24093
