path,sha256,bytes,role
audit/report_harmonization/owner_orders/47c_h06_hourly_formula_endpoints_and_result_render.md,510d6ed1d380c71a1d20cb55c3db3197e63954b579e84d305c871b7a06b47861,8317,controlling order47c
audit/report_harmonization/report018_h06_order47b_stopped_acceptance.md,3436599fac32997968063ae8d92e4e8afd8d224556a080f411b3e0eaff44f89c,6466,accepted order47b stop
audit/report_harmonization/report018_h06_order47b_stopped_acceptance_manifest.csv,ebc8ad67bb1f4794250783236e051a0157ab8dc21c8393c7535d92a92ab8b725,3545,order47b stopped acceptance manifest
audit/report_harmonization/report018_h06_order47b_dispatch_manifest.csv,fcaaa9553f7d22034a32c2750fc6c2fd390002b22a05b3b64b9882da3dad1e3a,12303,historical order47b dispatch
audit/hypotheses/H06/report018_order47b_result_render/completion_record.md,b44fbefd93130c02245364d8910e1ab4ccbf8f470e0944b9d7c4015c6ee55269,6398,order47b completion record
audit/hypotheses/H06/report018_order47b_result_render/source_gate.csv,cfd0f6eea6d1f2e2a3cc2f466c073feabc91b1ec9c2173d1c5fb14e2348f3544,929,accepted order47b source gate
audit/hypotheses/H06/report018_order47b_result_render/qmd_reverse_proof.csv,c769fe59b63ade021c5ebc95669c37822fae424aaf78a910d4aee12d5c555567,363,accepted result reverse proof
audit/hypotheses/H06/report018_order47b_result_render/qmd_transition.patch,c1912ef5200470c5d0a6102ef15a66be8eeed6805fd919f817332db5e56efe25,375,accepted result transition patch
audit/hypotheses/H06/report018_order47b_result_render/render_failure.txt,db5fed7d4c229c2acfb3d3330c38818e413c1ee1d52d9c0774a930425533669c,1041,exact semantic render failure
audit/hypotheses/H06/report018_order47b_result_render/semantic_html_diagnostic.csv,31b965b73b4fd04a64454cf1d12e205678cc1426efcb362834de8f78cab56701,1166,13-table endpoint diagnosis
audit/hypotheses/H06/report018_order47b_result_render/semantic_summary.csv,3c15d2ef7c8577f5d711a90793fc409013aa0d7c34319c16d18533a5de1dd29c,677,semantic stopped summary
audit/hypotheses/H06/report018_order47b_result_render/link_diagnostic.csv,f70e48cc7c6f79f1244542c06a378a36460f421333598a726b033aef2f8bda56,1014,link and DEV diagnosis
audit/hypotheses/H06/report018_order47b_result_render/build_reconciliation.csv,0aa6c2c106e14c340b5fc24420626e4669c602966ac9e1bf9d33caf8092bd3ba,3146,order47b build reconciliation
audit/hypotheses/H06/report018_order47b_result_render/protected_reconciliation.csv,45ed491318cd807dc540b60508e6a5d467bc08db6476c8ec4e0ea5c60669fe88,173,order47b protected reconciliation
audit/hypotheses/H06/report018_order47b_result_render/owner_evidence_manifest.csv,a1fdab5dc8202dda9b3a0fe8eedc5e335901cee8da3d45981b758f6d0ab87e75,1740,order47b owner seal
notebooks/hypotheses/H06.qmd,2e88ad6b3a4aaffd2dfbf429a77c5d0865256554bb9b7799648fe63b976f1526,60680,authorized endpoint-metadata mutation preimage
_build/nathealth/notebooks/hypotheses/H06.html,dc62f37001c2d7e9f5a2daa9167023e006aafecc72c2d0137925093e573027c1,4862444,fresh semantically unrepaired target
