"document","manuscript_role","label","caption","source_qmd","source_sha256","render_html","html_exists","html_sha256","anchor_count","rendered_table_count","rendered_gt_table_count","caption_count","figcaption_count","table_caption_count","rendered_caption","caption_matches_source","aria_describedby_count","caption_relation_valid","thead_count","tbody_count","column_header_count","body_row_count","semantic_core_present","unresolved_reference","render_contract_complete","targeted_render_accepted","visual_qa_status","integration_complete"
"Descriptives","supplementary table","tbl-descriptive-sample-flow","Updated descriptive sample after each fixed coverage step.","notebooks/descriptives.qmd","b631936d9e47c4988dd453ea22184090b076705e3716e8f037e1953e3309cd4c","_build/nathealth/notebooks/descriptives.html",TRUE,"51c674b3a416e3d5dda4c0f86c7e46818f8ae94fa052c0f060f5cd56821c4ffd",1,1,1,1,1,0,"Table 1: Updated descriptive sample after each fixed coverage step.",TRUE,1,TRUE,1,1,4,12,TRUE,FALSE,TRUE,TRUE,"accepted targeted HTML; principal role remains provisional",TRUE
"Descriptives","main table","tbl-participant-site","Participant, site, collection, sleep, chronotype, and wear characteristics.","notebooks/descriptives.qmd","b631936d9e47c4988dd453ea22184090b076705e3716e8f037e1953e3309cd4c","_build/nathealth/notebooks/descriptives.html",TRUE,"51c674b3a416e3d5dda4c0f86c7e46818f8ae94fa052c0f060f5cd56821c4ffd",1,1,1,1,1,0,"Table 2: Participant, site, collection, sleep, chronotype, and wear characteristics.",TRUE,1,TRUE,1,1,11,25,TRUE,FALSE,TRUE,TRUE,"accepted targeted HTML; principal role remains provisional",TRUE
"Descriptives","supplementary table","tbl-participant-site-manuscript","Reduced participant and site characteristics.","notebooks/descriptives.qmd","b631936d9e47c4988dd453ea22184090b076705e3716e8f037e1953e3309cd4c","_build/nathealth/notebooks/descriptives.html",TRUE,"51c674b3a416e3d5dda4c0f86c7e46818f8ae94fa052c0f060f5cd56821c4ffd",1,1,1,1,1,0,"Table 3: Reduced participant and site characteristics.",TRUE,1,TRUE,1,1,11,18,TRUE,FALSE,TRUE,TRUE,"accepted targeted HTML; principal role remains provisional",TRUE
"Descriptives","supplementary table","tbl-near-eye-metrics","Primary near eye melEDI metric distributions overall and by site.","notebooks/descriptives.qmd","b631936d9e47c4988dd453ea22184090b076705e3716e8f037e1953e3309cd4c","_build/nathealth/notebooks/descriptives.html",TRUE,"51c674b3a416e3d5dda4c0f86c7e46818f8ae94fa052c0f060f5cd56821c4ffd",1,1,1,1,1,0,"Table 4: Primary near eye melEDI metric distributions overall and by site.",TRUE,1,TRUE,1,1,14,23,TRUE,FALSE,TRUE,TRUE,"accepted targeted HTML; principal role remains provisional",TRUE
"Descriptives","supplementary table","tbl-recommendation-context","Fractions of primary near eye minutes in the Brown et al. light-context ranges, with explicit denominators.","notebooks/descriptives.qmd","b631936d9e47c4988dd453ea22184090b076705e3716e8f037e1953e3309cd4c","_build/nathealth/notebooks/descriptives.html",TRUE,"51c674b3a416e3d5dda4c0f86c7e46818f8ae94fa052c0f060f5cd56821c4ffd",1,1,1,1,1,0,"Table 5: Fractions of primary near eye minutes in the Brown et al. light-context ranges, with explicit denominators.",TRUE,1,TRUE,1,1,11,11,TRUE,FALSE,TRUE,TRUE,"accepted targeted HTML; principal role remains provisional",TRUE
"Descriptives","supplementary table","tbl-descriptive-comparison-summary","Complete cell-level comparison with the earlier manuscript-generating tables.","notebooks/descriptives.qmd","b631936d9e47c4988dd453ea22184090b076705e3716e8f037e1953e3309cd4c","_build/nathealth/notebooks/descriptives.html",TRUE,"51c674b3a416e3d5dda4c0f86c7e46818f8ae94fa052c0f060f5cd56821c4ffd",1,1,1,1,1,0,"Table 6: Complete cell-level comparison with the earlier manuscript-generating tables.",TRUE,1,TRUE,1,1,2,9,TRUE,FALSE,TRUE,TRUE,"accepted targeted HTML; principal role remains provisional",TRUE
"Descriptives","supplementary table","tbl-descriptive-visual-export-comparison","Original and rebuilt visual exports available for side-by-side comparison.","notebooks/descriptives.qmd","b631936d9e47c4988dd453ea22184090b076705e3716e8f037e1953e3309cd4c","_build/nathealth/notebooks/descriptives.html",TRUE,"51c674b3a416e3d5dda4c0f86c7e46818f8ae94fa052c0f060f5cd56821c4ffd",1,1,1,1,1,0,"Table 7: Original and rebuilt visual exports available for side-by-side comparison.",TRUE,1,TRUE,1,1,6,10,TRUE,FALSE,TRUE,TRUE,"accepted targeted HTML; principal role remains provisional",TRUE
"Descriptives","supplementary table","tbl-descriptive-figure-contract","Deterministic dimensions and formats for the replicated descriptive figures.","notebooks/descriptives.qmd","b631936d9e47c4988dd453ea22184090b076705e3716e8f037e1953e3309cd4c","_build/nathealth/notebooks/descriptives.html",TRUE,"51c674b3a416e3d5dda4c0f86c7e46818f8ae94fa052c0f060f5cd56821c4ffd",1,1,1,1,1,0,"Table 8: Deterministic dimensions and formats for the replicated descriptive figures.",TRUE,1,TRUE,1,1,17,6,TRUE,FALSE,TRUE,TRUE,"accepted targeted HTML; principal role remains provisional",TRUE
"H01","supplementary table","tbl-h01-deviations","H01 deviations from the preregistered or otherwise expected specification.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 1: H01 deviations from the preregistered or otherwise expected specification.",TRUE,1,TRUE,1,1,4,23,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-metric-registry","H01 response package and fitted response families.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 2: H01 response package and fitted response families.",TRUE,1,TRUE,1,1,4,23,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","main table","tbl-h01-primary-publication-summary","Primary near-eye site, photoperiod, latitude, and site-versus-latitude results.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 7: Publication summary of the primary near-eye H01 results. Exact fitted samples report italic n with participant and participant-day subscripts. For participant-day models, participant-days equal observations; the two participant-level dynamics models use one observation per participant and report participant-days as contributing-day support. All models include nine sites.",FALSE,1,TRUE,1,1,10,23,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-primary-tests","Primary near-eye model-level tests with raw and FDR-adjusted p-values.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 8: Primary near-eye model-level tests with raw and vector-wide BH-adjusted p-values.",FALSE,1,TRUE,1,1,17,23,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-primary-effects","Primary near-eye photoperiod and latitude effects, 95% CIs, raw and FDR-adjusted p-values, and exact fitted samples.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 9: Primary near-eye photoperiod and latitude effects, 95% confidence intervals, raw and BH-adjusted p-values, and exact fitted samples.",FALSE,1,TRUE,1,1,14,23,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-primary-site-deviation-matrix","Primary near-eye site-specific deviations for metrics with a supported overall site test.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 10: Primary near-eye site-specific deviations for metrics with a supported overall site test.",TRUE,1,TRUE,1,1,11,8,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-primary-site-contrasts","Primary near-eye site contrasts after a supported overall site test.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 11: Primary near-eye site contrasts after a supported overall site test.",TRUE,1,TRUE,1,1,5,80,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-primary-r2","Primary near-eye R² and part-R² summaries with 95% joint-bootstrap intervals.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 12: Primary near-eye R² and part-R² summaries with 95% joint-bootstrap intervals.",TRUE,1,TRUE,1,1,11,25,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-chest-tests","Complementary chest model-level tests with raw and FDR-adjusted p-values.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 13: Complementary chest model-level tests with raw and vector-wide BH-adjusted p-values.",FALSE,1,TRUE,1,1,17,23,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-chest-effects","Complementary chest photoperiod and latitude effects, 95% CIs, raw and FDR-adjusted p-values, and exact fitted samples.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 14: Complementary chest photoperiod and latitude effects, 95% confidence intervals, raw and BH-adjusted p-values, and exact fitted samples.",FALSE,1,TRUE,1,1,14,23,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-chest-site-contrasts","Complementary chest site contrasts after a supported overall site test.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 15: Complementary chest site contrasts after a supported overall site test.",TRUE,1,TRUE,1,1,5,117,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-chest-r2","Complementary chest R² and part-R² summaries with 95% joint-bootstrap intervals.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 16: Complementary chest R² and part-R² summaries with 95% joint-bootstrap intervals.",TRUE,1,TRUE,1,1,11,25,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
