"path","role","sha256","bytes"
"audit/report_harmonization/report017_h04_consolidated_full_document_audit.md","full_source_audit","1464ba303ce047cad1294da1cadb783968f82983ee090300587288eef9cb42d1","16732"
"audit/report_harmonization/report017_h04_consolidated_change_matrix.csv","complete_change_matrix","0e9518e5c2f1aeeabd63759cd3d54eb4372eb491d9cec581eb70ed5d6f579f6a","13906"
"audit/report_harmonization/owner_orders/35_h04_consolidated_reader_and_companion_rewrite.md","owner_order","e34cb4dbf6fce4416792d2a648c8c4b1987e190996154c8bde106c21352ca291","19410"
"audit/report_harmonization/report017_consolidated_document_pass_protocol.md","consolidated_pass_protocol","13b5bb6708e0b044117a48f9577026e57896a935aed58f6b512948a828fe6923","3839"
"audit/report_harmonization/h04_postclosure_random_intercept_harmonization_check.md","accepted_postclosure_sync","901f39f506f2770c014a923a788d5370c5ee61a8bcfab368e6592efa47d1c780","6676"
"notebooks/hypotheses/H04.qmd","preorder_result_source","cd58c2ff5708fd3c74336656056dc1459f59772e55a31abd6f90bd25ad11e6ac","80555"
"audit/hypotheses/H04/H04_analysis_preparation.qmd","preorder_companion_source","28e44e527f1048cdd2b56cf2d7d7ed4b6a1faea5b8cd2c6765068fb2bf994d3d","89045"
"audit/handoffs/H04_worker_handoff.md","current_owner_handoff","0c9727b74e54febc80d7cb89b2d5b44d26ea801d9bc17a21b311ed98f9de447a","26231"
"tests/hypotheses/H04/test_h04_stage3_reader_report.R","current_render_coupled_test","53a5d68b3f56856c20824c43a4703f208bd0984cd81a443fab7111b07e783e17","23170"
"tests/hypotheses/H04/test_h04_preparation_report.R","current_companion_test","8a862e0acece4d77392647a55df4f659410fbc94e2fc6ae40b642c47c2184935","14036"
"tests/hypotheses/H04/test_h04_participant_random_intercept_assessment.R","current_auxiliary_test","247523ec05b484e161e2717a21d33314375370b84413a3bbcfb150582b86ad90","9022"
"tests/hypotheses/H04/test_h04_stage1_support.R","current_stage1_test","6f349ed118af7b008a9afe7618ae65abf151b5b704e9b3249d20f4003b2d9d6f","8094"
"tests/hypotheses/H04/test_h04_stage2.R","current_stage2_test","36ce39863acd7ab2a11d85ec7dd97a0ba0153e97591aa2d9022866da839d6626","21086"
"artifacts/12_manifests/H04/H04_stage3_artifacts.csv","accepted_stage3_manifest","6215a9496f5f542ff92c19536b5601aa49c1ca804523eb7f9ff8bfdff852e115","72523"
