"path","sha256","bytes","role"
"audit/report_harmonization/report018_h10_order58_dispatch.md","d01cac49582854914c679be3c3fc58be9e9a14c145b16aaaa9d306c6406742b9",2063,"dispatch record"
"audit/report_harmonization/owner_orders/58_h10_result_report018_render.md","1f444403bb743971ed3ef1f6cd42119a541e5c5641be43e7c7e2186a0d2132ec",12268,"owner order"
"audit/report_harmonization/report018_h10_order32_source_independent_acceptance.md","a31196756f10b80b88ce9433dd3bffc7d897b688cfe7b78cf2446aa553b88ba4",5185,"source acceptance"
"audit/report_harmonization/report018_h10_order32_source_independent_acceptance_manifest.csv","8f3767d9505d3a13c5c0fbb6320d826f38b1d31a64e2f7f4c2d8302165b81522",4299,"source acceptance seal"
"scripts/report_harmonization/check_report018_h10_order32_source_acceptance_and_result_preflight.R","2d1ee55525da9717b506d6a1d38c32ae66fdd1e53cbb82af698da5c8d7c428ed",28936,"central checker"
"audit/report_harmonization/report018_h10_order32_source_acceptance/source_acceptance_and_result_preflight_checks.csv","d9653541bde75d5c52617451fc1b8fd6efee0590eb1fce0f86f7c60eb27e12c1",3246,"31-check evidence"
"audit/report_harmonization/report018_h10_order32_source_acceptance/scientific_asset_inventory.csv","85397b383643674f38d28a5317a9fd4321be9e0756e68496a454f1b0633ac1b3",8177,"57-member asset inventory"
"audit/report_harmonization/report018_h10_order32_source_acceptance/current_stage3_manifest_mismatches.csv","7c71fb55384c9db35f60e4f4f34fc6bcc739086fcf79036993ef63c9fa709643",926,"five-row mismatch audit"
"audit/report_harmonization/report018_h10_order32_source_acceptance/prospective_test_h10_stage3_reader_report.R","ad792acdb7c9d2fe9290a6837a2a3c994811d7f5c9a64eaea01b0edd9f9b4db1",25796,"exact prospective test"
"audit/report_harmonization/report018_h10_order32_source_acceptance/prospective_result_test_replay.txt","d2deb52ade1051d29192446a138bb3e1f91f5dfebe20b6d50509d314a3733019",43,"prospective full replay"
"audit/report_harmonization/owner_orders/32_h10_sex_gender_construct_wording.md","c37577debae69e731c22d0d12966e5deff03f2c14419349d1abd4276c58c9317",7966,"source-only order"
"audit/report_harmonization/report018_h10_order32_dispatch.md","99cddf6e566c145cbe9b330d98c230ddb27b34e86e11a9cc18912c5d6be0725b",5206,"source-only dispatch"
"audit/report_harmonization/report018_h10_order32_dispatch_manifest.csv","b819e229593aa131f4820f4764cf3faecb730bea5384110f66157621800aee89",3914,"source-only dispatch seal"
"notebooks/hypotheses/H10.qmd","0cf302f74c482168c5f5d4c640bbc6a80ef451333f7d76f3c3be204ac1b5f64d",49224,"accepted result QMD"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","706fe46f293bd09bfd3cb75c14bc3082410a452acfff666d76219f266fded1a6",58446,"held companion QMD"
"tests/hypotheses/H10/test_h10_stage3_reader_report.R","803f4139c6c99b56e49ed160b1ae644244a7ac8acbfa80328e7945eb326242f1",23710,"current result test preimage"
"tests/hypotheses/H10/test_h10_preparation_report.R","15d20f3c3fe4d5387eb64152479d07ea0e94b397b27b0a7b59b3d41c7a1924c4",15201,"held companion test"
"_build/nathealth/notebooks/hypotheses/H10.html","6bd3da932b7f743c2c28b2b5abe7a3772fc2ee6587c75f6fff1dca8910332c84",315514,"stale result HTML"
"_build/nathealth/audit/hypotheses/H10/H10_analysis_preparation.html","efd4c91f970040cf551c5d7a8ad2cb8026f36e8413c6f4846882b4c7111521d8",617113,"held companion build HTML"
"audit/hypotheses/H10/H10_analysis_preparation.html","efd4c91f970040cf551c5d7a8ad2cb8026f36e8413c6f4846882b4c7111521d8",617113,"held companion source HTML"
"artifacts/12_manifests/H10/H10_stage3_artifacts.csv","b556d9fdb19eeda766414bab30420846ee5c46138e9d7861f61e92da7516683e",147622,"historical Stage 3 manifest"
"artifacts/12_manifests/H10/H10_preparation_report_manifest.csv","091c2661020dce63826ea7a21745dd3a1328681f343ba256b04f852b9fef518c",170241,"held preparation manifest"
"audit/handoffs/H10_worker_handoff.md","70f4b211d329f893ce5f75ac3e494e634546e160f96761509259f7ba6518087f",8177,"H10 handoff"
"artifacts/06_model_data/normalized_inputs/demographics.rds","a11d0ff6615b51dbaa0be8c0790c1ea550750d9f1d4d7e8893609803f269dadf",2824,"demographic construct evidence"
"artifacts/06_model_data/H10/H10_model_frames.rds","2d1c9119409c908f6890062c46827698aff19b12c3bcc93ce15cb37b28b8a6e7",381924,"accepted model frames"
"artifacts/07_models/H10/H10_model_manifest.csv","9ce9c4153d38122398c259ed9bec013ac91afd99a8f90b70a919390321c3baae",258608,"accepted model manifest"
"audit/hypotheses/H10/01_audit_and_plan.qmd","cc3faa888ba932a7346e89463435b55608529045ad33111be6a5b57a6480cac4",70297,"accepted Stage 1 source"
"_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"normal profile"
"scripts/report_harmonization/post_render_gt_html_semantics.R","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205",21453,"semantic wrapper"
"scripts/report_harmonization/repair_gt_html_semantics.R","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1",17747,"semantic engine"
"renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,"lockfile"
"audit/report_harmonization/phase4_corpus_manifest.csv","73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334",11937,"phase4 corpus manifest"
"notebooks/hypotheses/H11.qmd","7909ba06782c84223197ab7fcd16493d7ee6e6d8b63c750aa81f17cb97977867",57462,"held H11 source"
"audit/report_harmonization/coordination_matrix.csv","dded1297f6ae303e5df12eac148d44842130d04e2dcd51f8a7a0ec748ca6ccb6",38778,"dispatch-time matrix"
