role,path,sha256,bytes
independent_acceptance,audit/report_harmonization/report017_h03_order34a_source_independent_acceptance.md,611282cd186a9645936e2f5862f657be380a7259b2717b832edbe818fd835852,2795
owner_order,audit/report_harmonization/owner_orders/34a_h03_final_source_test_contract_correction.md,87ed65c8ca3a975d756244a21e09cd26148f3894cb953b9ce9e05d8e3af454fa,8346
stopped_state_acceptance,audit/report_harmonization/report017_h03_order34_stopped_state_independent_acceptance.md,58fedadec5089f0f56d3e09f015e05bd17428113092bbd31955df44bc17b0b28,3575
dispatch_manifest,audit/report_harmonization/report017_h03_order34a_dispatch_manifest.csv,61229c5ad91bd2664061e1009b156a23a5cea0e0a5570393bc3514031b41bbcc,3596
result_qmd,notebooks/hypotheses/H03.qmd,45ea5a009efd3b451c392dfc23bef584c7b16e087bf4093780b051cfde42ae41,68198
companion_qmd,audit/hypotheses/H03/H03_analysis_preparation.qmd,59270288388e48ceef880ffa4a2ba0e87b8deeb9a8046b49510c4e525ff8c131,75638
source_test,tests/hypotheses/H03/test_h03_report017_source_harmonization.R,1783acab381999fb123b8a7d11873b42e8b331f0c684ad65585e69ce41febd51,26503
auxiliary_test,tests/hypotheses/H03/test_h03_participant_random_intercept_assessment.R,30fa488114886eb4e9feeccc55f6f752e229585bfc1f2eb5b5a85bfba582bfc8,7568
owner_handoff,audit/handoffs/H03_worker_handoff.md,49beea589f5709e598975703f2bed4337e203c40a1ec64d4e218be4eda4a6a48,30095
owner_correction_record,audit/hypotheses/H03/report017_order34/H03_order34a_test_contract_correction.md,ccb5b015e6a5bbd0e7fc8d1ecc39457d499210cf554f77737c0a44b3bdb1201e,7628
owner_final_manifest,audit/hypotheses/H03/report017_order34/H03_order34a_source_manifest.csv,81c4fe09be66071130cbffe5bad5058b540f9c60b347124eca8fffb085ab098d,4142
historical_stop_manifest,audit/hypotheses/H03/report017_order34/H03_order34_source_manifest.csv,155084278391e9720e1bbc5d04d158f753d1f9182cb33238751277ee75b722fe,15925
owner_execution_record,audit/hypotheses/H03/report017_order34/H03_order34_execution_record.md,e1ea676182eb08464b5206cefbd439080bfd627f369bfa590ff0c8dbdb4438ad,5734
protected_inventory,audit/hypotheses/H03/report017_order34/H03_order34_protected_inventory.csv,205b581a65d20f851e09274032bcf4b1ea8fa9f59f88da6d29b678650b5f8d82,3446
output_catalog,audit/report_harmonization/phase2_main_supplement_output_catalog.csv,43110e4f20a4e9d6257351fad4905c08587f85a28aa27d2a932b0d33b88b6894,165132
stale_result_html,_build/nathealth/notebooks/hypotheses/H03.html,68aa07eb7470286d0d6da76114ce7bf346ee635974fe7403c1860ad4560c3d25,330938
stale_companion_html,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,813492b5b1941716c1996f8a0c1b88c658e6eefb52e2569be62744fe965308bf,900339
shared_profile_context,_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480
