path,sha256,bytes,role
audit/manuscript_nature_health/manuscript_figure_table_selection.qmd,61b476682f021cd1220a6ac2f8f39b4f57199cc0de69953ccbb1666a61809949,48688,accepted_selection_source
audit/manuscript_nature_health/manuscript_figure_table_selection.html,1d1fac68e29fa2cfef140b1d322c4fa2d6ffe0ead977213af31f7a6c60cdb366,27418080,accepted_selection_html
scripts/report_harmonization/build_manuscript_figure_table_selection.R,52fcf891e153c45587e247c658f906b6e586a9082db4ecde6a8363ebb256e40f,64834,accepted_builder
scripts/report_harmonization/check_manuscript_figure_table_selection.R,54bc8f4a144623f18be2e10b7bd9dcd222a7238cedc1958e94cd1f2819343710,16120,accepted_checker
audit/manuscript_nature_health/figure_table_selection_qa/structural_checks.csv,25326382f9c1b1fb14cd4b69918acd2b5620b79a04473cb05f4b6073a553ec22,2506,accepted_33_check_record
audit/manuscript_nature_health/figure_table_selection_assets/selection_asset_manifest.csv,a6cb974b2393f55827fd98b7c153bedefb592fed9fb179f815540674b71a8647,6472,accepted_asset_manifest
audit/manuscript_nature_health/figure_table_selection_assets/table_preview_semantic_summary.csv,d5d87330b0234ed444a01c30466985a91d23381053338b29eed56c5f149aebef,6569,accepted_semantic_summary
audit/manuscript_nature_health/figure_table_selection_assets/table_preview_semantic_ledger.csv,c2fe2c0678e6cfc7d2fd22ab4a866cb0e678cff3731641536d7d28fc936ce153,454826,accepted_semantic_ledger
audit/descriptives/sample_count_contract.csv,034e449164d617431e149b9ab28867ba4cc52830620e7acd606e756de61f1dd3,492,accepted_sample_count_contract
audit/report_harmonization/report018_manuscript_figure_table_selection_independent_review.md,4a58d5acf303101e1ae8b6dc6448c212a33d35e496e12d3e2d828c0516235496,5941,historical_visual_stop
audit/report_harmonization/report018_manuscript_figure_table_selection_independent_review_manifest.csv,8c76fd08d14325fead564eb97230f32bb857be4f7162886ad600169b22bbebdb,3012,historical_visual_stop_seal
audit/report_harmonization/report018_manuscript_figure_table_selection_historical_records.csv,fae785a7526d70ab811101473392534e543e7b5ae00dda56015dac98fe29fd7e,851,historical_record_classification
audit/report_harmonization/report018_manuscript_figure_table_selection_independent_acceptance.md,572949e7b1f9c6ac042a07872e6ec7ef95148ef891e781d60f439c32ac5c8275,4925,final_independent_acceptance
audit/report_harmonization/report018_manuscript_figure_table_selection_final_visual_qa.csv,f84026c7dac1a44921e1e9002f1c37499da8507045f626a1bd6e1e2438e7bb4b,1501,final_visual_qa
