role,path,sha256,bytes
stopped_reconciliation,audit/report_harmonization/report018_h03_order41_stopped_input_reconciliation.md,5697769cbccd5566d5c21460b9f5a5bc25f731a3fd76e3cac596c0d88b366c69,4093
transition_evidence,audit/report_harmonization/report018_h03_input_transition_evidence.csv,1ffbfcdd52760057110d4d4e3326ea8cae896659e481540e54cf770ece7957e5,2038
transition_checker,scripts/report_harmonization/check_report018_h03_input_transition.R,ca746b915d2b7d7f23f2f28e19518a5590f252da7bb887e523a93d76f7755fa3,6120
owner_stopped_record,/private/tmp/H03-order41-evidence.B7czTa/order41_stopped_record.md,fa767cbb9d174e218c3c6b21359ef1b97d71c3826e4fb23d71cb6c33ee8f9bb8,5392
failed_input_reconciliation,/private/tmp/H03-order41-evidence.B7czTa/failed_input_gate_reconciliation.csv,3fb9a835fff4b386403cc14f55da75720c35c40a55466dc806919e18aae63cf9,2020
current_base_gate,audit/decisions/preparation06_current_base_model_gate.md,63f17f1b9b3a91d437a5964cde063770d0fb4fac3f9c81e588fc374d9cc71f04,6684
current_base_manifest,artifacts/12_manifests/base_model_data_artifacts.csv,8344bdc0339a53079bf9eeb7d86de1ad7c15373641c3a0a5a01d040b418895ce,10273
current_near_eye_input,artifacts/06_model_data/base/metrics_glasses_one_hour_context.rds,7591bcfaae4b49fdde2053160848e170895092b223f96108e538066ce210a951,248236
current_chest_input,artifacts/06_model_data/base/metrics_chest_one_hour_context.rds,18134eec529c36e5fd47c7b3bb1e3b909628b97986cd91eff8e59ee9b5343cbb,268444
frozen_h03_frames,artifacts/06_model_data/H03/H03_model_frames.rds,1356a0cbf0cd0487ef5bd3d756b0b6701b9507e354fdb7c3ce90c9f785fed617,4449656
historical_h03_contract,scripts/hypotheses/H03/h03_contract.R,fa9979d27158e51193188505da79912be30914b704acbb0e9888622422d7ba63,10652
historical_h03_input_audit,artifacts/06_model_data/H03/H03_input_audit.csv,16dccf5d1d68e1d605411da867acee960cf7963d0345e58fefc2adae015fcf1f,3286
