path_class,path,bytes,sha256,role
central,audit/report_harmonization/report018_brown_stage4_order51_environment_stop_independent_acceptance.md,3791,81587974b016c103b8f9c93cd6ba83f3a64cf8f4128a847580488af3c89e0c91,independent_acceptance
central,audit/report_harmonization/report018_brown_stage4_order51_environment_stop_independent_acceptance_verification.md,654,3bbd3dbe69ec213d8c91e0fcf3bb3f0681e38353ea533a2fd57e8fe3e53fc150,independent_verification
central,scripts/report_harmonization/check_brown_stage4_order51_environment_stop.R,11327,3f7437d18e6a7204cb6cd98b8332b423c15f177c37e3d8b20957187632dc46a7,independent_checker
central,audit/decisions/brown_adherence_stage4_language_harmonization_render_release.md,7973,49c7a516100bc52b5b091de02e4245c8fe35fb2c74b31cf17ba5e9253d7387d2,stage4_render_release
central,audit/decisions/brown_adherence_stage4_language_harmonization_render_release_verification.md,690,9bca270750d67b5de6378042f2e91bf557088c50c4c77aa796910f5b016920ad,stage4_render_release_verification
central,audit/decisions/brown_adherence_stage4_language_harmonization_render_release_manifest.csv,4242,5bf548f34753299db4d1dc6b5f99c14653699fba2cf6d72014a9db310263c39b,stage4_render_release_manifest
central,audit/report_harmonization/owner_orders/51_brown_stage4_language_harmonization_provenance_render.md,10667,d7d78aab8b9707f00b74c86508a054d81be6e0980f793e107638d60955f5275b,owner_order51
central,audit/report_harmonization/report018_brown_stage4_order51_dispatch.md,1872,3b5e54c9f496efae5be3e300360950f895cc2256a3f81e1cd8061a1c3ae662b5,dispatch_record
central,audit/report_harmonization/report018_brown_stage4_order51_dispatch_manifest.csv,5143,00d630678101d890cc967beb0229a9bbcbe39dbb34c16f7e5f1cf92e8cbe78f8,dispatch_manifest
central,audit/report_harmonization/report018_brown_stage4_order51_dispatch_receipt.md,1147,ea78c68338192982d99fbbedb2ecfd9a1d346b4ffa34a565ad7a874067a2cd83,dispatch_receipt
central,audit/report_harmonization/report018_brown_stage4_order51_dispatch_receipt_manifest.csv,1079,c875fb8ab5c286c810460b6c71b7150f0328521d04355008097cc23e0b93212c,dispatch_receipt_manifest
brown_worktree,audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd,55426,2b3de9594e748f34753a03e8f0e8925e8aae8918d000cb2680392e98b7b49a43,accepted_stage3_qmd
brown_worktree,audit/analyses/brown_adherence/13_cross_state_association_results_amendment.html,4825090,3ab7bdd7b86d513d66528b57cab1410de3c48902ce1386d17bca876d63a0926d,accepted_stage3_html
brown_worktree,audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd,24416,628b3f4dc54180180477d248cbb329a5fba6c92dc01190452efda47a80ff3475,harmonized_stage4_qmd
brown_worktree,audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.html,4340432,c32f4a20da7533e1ae722b0bbad6b4e822889ac14bbbddf0ef0303a8ea1e9f3f,preserved_historical_stage4_html
brown_worktree,audit/analyses/brown_adherence/language_harmonization/stage4_render/order51_fail_closed_completion_record.md,3178,ab9d1b3c78739740b6d55b369fba171f2876957a472c653ef09b583860618a68,owner_completion
brown_worktree,audit/analyses/brown_adherence/language_harmonization/stage4_render/consolidated_defect_list.md,1544,d0c1d90d06083b6a7c3fa73dbaeaac94b8ad597fd8cb8b39ffb4f2a9d8f2578c,owner_defect_list
brown_worktree,audit/analyses/brown_adherence/language_harmonization/stage4_render/order51_fail_closed_final_manifest.csv,8763,3339f3d9f3485e1c30c7772cc7762ae70dd23243ae29977f35cbca84bf99d5e5,owner_manifest
brown_worktree,audit/analyses/brown_adherence/language_harmonization/stage4_render/failure_finalization_checks.csv,1863,b5064bbdd726286172e17dd57929ab630459575cfa63a95490aa984f49fc825f,owner_final_checks
brown_worktree,audit/analyses/brown_adherence/language_harmonization/stage4_render/final_protected_boundary_verification.csv,424515,f78eb1727937ae58644b59fa7e6ca50e650b986ec610ddbe583bc226d3338d93,owner_protected_boundary
brown_worktree,audit/analyses/brown_adherence/language_harmonization/stage4_render/failed_render_generated_resources_manifest.csv,1109,a79e7330ea910901185b980840a117eb70aad595e5135f415a241b9f7cefe813,owner_resource_manifest
brown_worktree,audit/analyses/brown_adherence/language_harmonization/stage4_render/render_console.md,3298,0781c49f0521ebce128b309234c320815fff5340c2bf4dbaec67040998140531,owner_render_console
brown_worktree,audit/analyses/brown_adherence/language_harmonization/stage4_render/render_failure_record.csv,501,7a1a99e0652152300f5f29acc04382c03e11ff15587db23c3440daaf244cb625,owner_render_failure
brown_worktree,audit/analyses/brown_adherence/language_harmonization/stage4_render/failure_cleanup_record.csv,650,8123bbc62dd7f2bd9d8d0989ed21f89c85c33a3a8f7fbc3c25989524c73a9ba8,owner_cleanup
brown_worktree,audit/analyses/brown_adherence/language_harmonization/stage4_render/final_process_state.csv,170,346eeee380b8e8611abdb59794f222f4dfd863f98d352bcf2e6dcee0180061d4,owner_process_state
brown_worktree,audit/analyses/brown_adherence/language_harmonization/stage4_render/historical_stage4_manifest_verification.csv,34247,2e2988b698e041896d93dbb652d4af43a2631430fc5f9c13e01c9b7c7d47a565,owner_historical_verification
brown_worktree,audit/analyses/brown_adherence/language_harmonization/stage4_render/source_manifest_verification.csv,5188,aa5edc17c140c27674c8850d0647aa475e54d41588d7bf67f09ce265d0cf1b99,owner_source_verification
brown_worktree,audit/analyses/brown_adherence/language_harmonization/stage4_render/stage3_acceptance_manifest_verification.csv,7449,5cb3e8b265761dc6cadad46f13d73d4faefb1d842cb8508383b066587523b9fc,owner_stage3_verification
brown_worktree,renv.lock,603493,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,accepted_lockfile
