"check","pass"
"inventory_has_19_logical_endpoints",TRUE
"candidate_has_20_native_gt_fragments",TRUE
"every_fragment_exists",TRUE
"every_fragment_uses_raw_html_fence",TRUE
"every_fragment_contains_native_gt",TRUE
"every_fragment_is_included_once",TRUE
"every_fragment_renders_as_gt",TRUE
"render_has_exactly_20_gt_tables",TRUE
"only_three_non_manuscript_tables_are_non_gt",TRUE
"old_h02_static_fragments_not_referenced",TRUE
"old_table3_fragment_not_referenced",TRUE
"person_level_markdown_table_removed",TRUE
"candidate_has_no_unresolved_include_shortcode",TRUE
