"sample_id","family","analysis_state","state_display","site","site_display","contrast","estimate","standard_error","conf_low","conf_high","statistic","p_value","p_adjusted"
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","RISE","Borås (SE)","Free day minus Work day",-0.0515773650368174,0.0439862396676015,-0.137788810600663,0.0346340805270286,-1.17257954820828,0.240964454848521,0.382708251818239
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","THUAS","Delft (NL)","Free day minus Work day",-0.0212639154507018,0.0484799399724415,-0.116282851769351,0.0737550208679473,-0.438612660469243,0.660942221818992,0.849782856624418
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","BAUA","Dortmund (DE)","Free day minus Work day",0.09745596901873,0.0441166205216642,0.0109889816766475,0.183922956360812,2.20905336506618,0.027170929295499,0.0815127878864971
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","MPI","Tübingen (DE)","Free day minus Work day",-0.0691602317758963,0.0254850994314121,-0.119110108803886,-0.0192103547479065,-2.71375169486888,0.00665260098571298,0.0390577522382766
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","TUM","Munich (DE)","Free day minus Work day",-0.119469251753092,0.0444797306690976,-0.206647921906565,-0.0322905815996191,-2.68592570044705,0.00723291708116233,0.0390577522382766
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","FUSPCEU","Madrid (ES)","Free day minus Work day",-0.142676871522744,0.0334815419110117,-0.208299487815195,-0.0770542552302921,-4.26135904678328,2.03187489418166e-05,0.000548606221429048
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","IZTECH","Izmir (TR)","Free day minus Work day",-0.0206260852996454,0.0319784802530484,-0.0833027548759455,0.0420505842766547,-0.64499892228866,0.518927884109163,0.70055264354737
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","UCR","San José (CR)","Free day minus Work day",-0.0175800792002425,0.0589205397069089,-0.133062214975446,0.097902056574961,-0.298369283236235,0.765421330388754,0.898538083499841
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","KNUST","Kumasi (GH)","Free day minus Work day",-0.112905337912677,0.0309788641664416,-0.173622795960861,-0.0521878798644931,-3.64459256175647,0.000267815737998694,0.00361551246298237
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","RISE","Borås (SE)","Free day minus Work day",-0.00550622616441732,0.0609409495594894,-0.124948292484689,0.113935840155854,-0.0903534684677376,0.928006332169762,0.928006332169762
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","THUAS","Delft (NL)","Free day minus Work day",0.080387776213724,0.0762907995012605,-0.069139443160513,0.229914995587961,1.05370210745263,0.292019323779801,0.414974828529191
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","BAUA","Dortmund (DE)","Free day minus Work day",0.0842743493917095,0.0619182271062672,-0.0370831457231459,0.205631844506565,1.36105882435997,0.17349510056281,0.334597693942562
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","MPI","Tübingen (DE)","Free day minus Work day",0.00722211152472663,0.0469403379581568,-0.084779260295399,0.0992234833448522,0.153857254525191,0.877722288648274,0.911480838211669
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","TUM","Munich (DE)","Free day minus Work day",0.0136836400628061,0.0791111716400877,-0.141371407126532,0.168738687252144,0.172967228004903,0.862677187581969,0.911480838211669
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","FUSPCEU","Madrid (ES)","Free day minus Work day",0.0713396630121445,0.0586315605648786,-0.0435760840523965,0.186255410076685,1.21674508276483,0.223701220437753,0.377495809488709
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","IZTECH","Izmir (TR)","Free day minus Work day",0.0193519881363754,0.0636004333210671,-0.105302570574057,0.144006546846808,0.304274469934551,0.760918793658445,0.898538083499841
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","UCR","San José (CR)","Free day minus Work day",0.156679239008466,0.10224100173605,-0.0437094421374898,0.357067920154422,1.53245015549589,0.125411388716133,0.260469807333507
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","KNUST","Kumasi (GH)","Free day minus Work day",0.105185822480122,0.06122012626091,-0.0148034201202564,0.2251750650805,1.71815755543916,0.08576788105721,0.192977732378723
"primary_any_valid","BA-M4","Sleep environment","Sleep","RISE","Borås (SE)","Free day minus Work day",-0.0968446910422361,0.0486318622813385,-0.192161389614772,-0.00152799246970077,-1.99138356006158,0.0464387352313697,0.125384585124698
"primary_any_valid","BA-M4","Sleep environment","Sleep","THUAS","Delft (NL)","Free day minus Work day",-0.0886330149610092,0.0366092238532687,-0.160385775215381,-0.0168802547066379,-2.42105692587895,0.0154754536443357,0.0696395413995108
"primary_any_valid","BA-M4","Sleep environment","Sleep","BAUA","Dortmund (DE)","Free day minus Work day",-0.0408982391267082,0.0323128231282081,-0.104230208696809,0.0224337304433926,-1.26569687100491,0.205621629004739,0.37011893220853
"primary_any_valid","BA-M4","Sleep environment","Sleep","MPI","Tübingen (DE)","Free day minus Work day",-0.0703634819536875,0.0237086433968921,-0.116831569133899,-0.0238953947734755,-2.96784091673972,0.00299899502054698,0.0269909551849228
"primary_any_valid","BA-M4","Sleep environment","Sleep","TUM","Munich (DE)","Free day minus Work day",-0.0984311725051145,0.0570711947643034,-0.21028865879782,0.0134263137875911,-1.72470846127582,0.0845800254241047,0.192977732378723
"primary_any_valid","BA-M4","Sleep environment","Sleep","FUSPCEU","Madrid (ES)","Free day minus Work day",-0.0308856487962941,0.013232763079,-0.0568213878470855,-0.0049499097455027,-2.33402869921465,0.0195942192149166,0.0755777026861069
"primary_any_valid","BA-M4","Sleep environment","Sleep","IZTECH","Izmir (TR)","Free day minus Work day",-0.0881877035431524,0.0389611844490978,-0.164550221858406,-0.0118251852278987,-2.26347593868375,0.0236063662145984,0.0796714859742697
"primary_any_valid","BA-M4","Sleep environment","Sleep","UCR","San José (CR)","Free day minus Work day",-0.0681201925602842,0.0641368878007227,-0.193826182730187,0.0575857976096185,-1.06210629945029,0.288187430634428,0.414974828529191
