"analysis_state","state_display","site","site_display","state_order","site_order","member_id","sample_id","family","estimate","standard_error","conf_low","conf_high","from_M4_minus_M1","from_free_M5_minus_work_M5","state_sum","reconciliation_passed"
"Wake outside the three hours before sleep","Daytime","RISE","Borås (SE)",1,1,"BA-M6-01","support_80","BA-M6",-0.000469651651225091,0.0427177438244756,-0.0841948910480056,0.0832555877455555,-0.000469651651225041,-0.000469651651225089,-8.32667268468867e-17,TRUE
"Wake outside the three hours before sleep","Daytime","THUAS","Delft (NL)",1,2,"BA-M6-02","support_80","BA-M6",0.0295640158388975,0.0477697688242445,-0.064063010606426,0.123191042284221,0.0295640158388976,0.0295640158388975,-8.32667268468867e-17,TRUE
"Wake outside the three hours before sleep","Daytime","BAUA","Dortmund (DE)",1,3,"BA-M6-03","support_80","BA-M6",0.143735195714299,0.0425911969439138,0.0602579836457758,0.227212407782823,0.143735195714299,0.143735195714299,-8.32667268468867e-17,TRUE
"Wake outside the three hours before sleep","Daytime","MPI","Tübingen (DE)",1,4,"BA-M6-04","support_80","BA-M6",-0.0172749349218963,0.0275420569329965,-0.0712563745707212,0.0367065047269286,-0.0172749349218963,-0.0172749349218963,-8.32667268468867e-17,TRUE
"Wake outside the three hours before sleep","Daytime","TUM","Munich (DE)",1,5,"BA-M6-05","support_80","BA-M6",-0.0598972897528408,0.0437326758033658,-0.145611759275004,0.0258171797693224,-0.0598972897528408,-0.0598972897528408,-8.32667268468867e-17,TRUE
"Wake outside the three hours before sleep","Daytime","FUSPCEU","Madrid (ES)",1,6,"BA-M6-06","support_80","BA-M6",-0.0915156117681678,0.033059327078582,-0.156310702195318,-0.0267205213410174,-0.0915156117681678,-0.0915156117681678,-8.32667268468867e-17,TRUE
"Wake outside the three hours before sleep","Daytime","IZTECH","Izmir (TR)",1,7,"BA-M6-07","support_80","BA-M6",0.0195122643168152,0.0328199382926196,-0.0448136327115462,0.0838381613451765,0.0195122643168152,0.0195122643168152,-8.32667268468867e-17,TRUE
"Wake outside the three hours before sleep","Daytime","UCR","San José (CR)",1,8,"BA-M6-08","support_80","BA-M6",0.0373017291978686,0.05459336461231,-0.0696992992371224,0.14430275763286,0.0373017291978687,0.0373017291978687,-8.32667268468867e-17,TRUE
"Wake outside the three hours before sleep","Daytime","KNUST","Kumasi (GH)",1,9,"BA-M6-09","support_80","BA-M6",-0.0609557169737507,0.0317523520748411,-0.123189183464875,0.00127774951737351,-0.0609557169737506,-0.0609557169737506,-8.32667268468867e-17,TRUE
"Pre-sleep","Pre-sleep","RISE","Borås (SE)",2,1,"BA-M6-10","support_80","BA-M6",-0.09203738565764,0.0625782734097382,-0.214688547755427,0.0306137764401474,-0.0920373856576398,-0.09203738565764,-1.31838984174237e-16,TRUE
"Pre-sleep","Pre-sleep","THUAS","Delft (NL)",2,2,"BA-M6-11","support_80","BA-M6",-0.0497487178742632,0.0855669013982976,-0.217456762883616,0.11795932713509,-0.0497487178742629,-0.0497487178742629,-1.31838984174237e-16,TRUE
"Pre-sleep","Pre-sleep","BAUA","Dortmund (DE)",2,3,"BA-M6-12","support_80","BA-M6",0.0319769222779227,0.0648038891963137,-0.0950363666049765,0.158990211160822,0.0319769222779229,0.0319769222779226,-1.31838984174237e-16,TRUE
"Pre-sleep","Pre-sleep","MPI","Tübingen (DE)",2,4,"BA-M6-13","support_80","BA-M6",-0.0122800129888437,0.0509076056045985,-0.112057086513026,0.0874970605353387,-0.0122800129888434,-0.0122800129888436,-1.31838984174237e-16,TRUE
"Pre-sleep","Pre-sleep","TUM","Munich (DE)",2,5,"BA-M6-14","support_80","BA-M6",-0.0583250886566161,0.0774393747462994,-0.210103474144664,0.0934532968314313,-0.0583250886566158,-0.058325088656616,-1.31838984174237e-16,TRUE
"Pre-sleep","Pre-sleep","FUSPCEU","Madrid (ES)",2,6,"BA-M6-15","support_80","BA-M6",0.0486452616840241,0.0596030852989858,-0.0681746388694568,0.165465162237505,0.0486452616840245,0.0486452616840243,-1.31838984174237e-16,TRUE
"Pre-sleep","Pre-sleep","IZTECH","Izmir (TR)",2,7,"BA-M6-16","support_80","BA-M6",0.0399516530820332,0.0695494221355329,-0.0963627094491841,0.17626601561325,0.0399516530820335,0.0399516530820334,-1.31838984174237e-16,TRUE
"Pre-sleep","Pre-sleep","UCR","San José (CR)",2,8,"BA-M6-17","support_80","BA-M6",0.0749585421950803,0.0980351553991806,-0.117186831606101,0.267103915996262,0.0749585421950806,0.0749585421950803,-1.31838984174237e-16,TRUE
"Pre-sleep","Pre-sleep","KNUST","Kumasi (GH)",2,9,"BA-M6-18","support_80","BA-M6",0.0168588259383026,0.0627531283739339,-0.106135045591826,0.139852697468432,0.0168588259383029,0.0168588259383028,-1.31838984174237e-16,TRUE
"Sleep environment","Sleep","RISE","Borås (SE)",3,1,"BA-M6-19","support_80","BA-M6",-0.0407468686464697,0.0480909090356233,-0.135003318340083,0.0535095810471437,-0.0407468686464698,-0.0407468686464696,-4.44089209850063e-16,TRUE
"Sleep environment","Sleep","THUAS","Delft (NL)",3,2,"BA-M6-20","support_80","BA-M6",-0.0294803109012963,0.0339542534959682,-0.0960294248753372,0.0370688030727447,-0.0294803109012962,-0.0294803109012962,-4.44089209850063e-16,TRUE
"Sleep environment","Sleep","BAUA","Dortmund (DE)",3,3,"BA-M6-21","support_80","BA-M6",0.0302684372358597,0.0317157476380898,-0.0318932858775576,0.0924301603492769,0.0302684372358598,0.0302684372358598,-4.44089209850063e-16,TRUE
"Sleep environment","Sleep","MPI","Tübingen (DE)",3,4,"BA-M6-22","support_80","BA-M6",-0.00171623779970213,0.0242408244381537,-0.0492273806540418,0.0457949050546375,-0.00171623779970215,-0.00171623779970199,-4.44089209850063e-16,TRUE
"Sleep environment","Sleep","TUM","Munich (DE)",3,5,"BA-M6-23","support_80","BA-M6",-0.0206049027810953,0.0519195123083653,-0.122365277000375,0.0811554714381847,-0.0206049027810953,-0.0206049027810952,-4.44089209850063e-16,TRUE
"Sleep environment","Sleep","FUSPCEU","Madrid (ES)",3,6,"BA-M6-24","support_80","BA-M6",0.0311326563642431,0.0176581758375511,-0.00347673231003243,0.0657420450385187,0.0311326563642431,0.0311326563642431,-4.44089209850063e-16,TRUE
"Sleep environment","Sleep","IZTECH","Izmir (TR)",3,7,"BA-M6-25","support_80","BA-M6",-0.0338141011088597,0.0371259583998682,-0.106579642464134,0.0389514402464143,-0.0338141011088598,-0.0338141011088597,-4.44089209850063e-16,TRUE
"Sleep environment","Sleep","UCR","San José (CR)",3,8,"BA-M6-26","support_80","BA-M6",0.000891092205314851,0.0578681127672656,-0.112528324671828,0.114310509082458,0.000891092205314859,0.000891092205314859,-4.44089209850063e-16,TRUE
"Sleep environment","Sleep","KNUST","Kumasi (GH)",3,9,"BA-M6-27","support_80","BA-M6",0.064070235432005,0.0147259342262482,0.0352079347098528,0.0929325361541573,0.064070235432005,0.0640702354320052,-4.44089209850063e-16,TRUE
