file,bytes,mode,scope
"visual_desktop_1440x1000_full.png","1827921","desktop_1440x1000","full_page"
"visual_desktop_1440x1000_top.png","227030","desktop_1440x1000","top"
"visual_desktop_table_01.png","241473","desktop_1440x1000","table_01"
"visual_desktop_table_02.png","193268","desktop_1440x1000","table_02"
"visual_desktop_table_03.png","199086","desktop_1440x1000","table_03"
"visual_desktop_table_04.png","202375","desktop_1440x1000","table_04"
"visual_desktop_table_05.png","203548","desktop_1440x1000","table_05"
"visual_desktop_table_06.png","214801","desktop_1440x1000","table_06"
"visual_desktop_table_07.png","194311","desktop_1440x1000","table_07"
"visual_desktop_table_08.png","201393","desktop_1440x1000","table_08"
"visual_desktop_table_09.png","192021","desktop_1440x1000","table_09"
"visual_desktop_table_10.png","211024","desktop_1440x1000","table_10"
"visual_desktop_table_11.png","187874","desktop_1440x1000","table_11"
"visual_desktop_table_12.png","222444","desktop_1440x1000","table_12"
"visual_desktop_table_13.png","217312","desktop_1440x1000","table_13"
"visual_desktop_table_14.png","244214","desktop_1440x1000","table_14"
"visual_desktop_table_15.png","227210","desktop_1440x1000","table_15"
"visual_desktop_figure_01.png","130414","desktop_1440x1000","figure_01"
"visual_desktop_figure_02.png","125952","desktop_1440x1000","figure_02"
"visual_desktop_figure_03.png","98245","desktop_1440x1000","figure_03"
"visual_desktop_figure_04.png","124615","desktop_1440x1000","figure_04"
"visual_desktop_figure_05.png","80786","desktop_1440x1000","figure_05"
"visual_desktop_figure_01_full.png","95146","desktop_1440x1000","figure_01_full"
"visual_desktop_figure_02_full.png","90138","desktop_1440x1000","figure_02_full"
"visual_desktop_figure_03_full.png","106928","desktop_1440x1000","figure_03_full"
"visual_desktop_figure_04_full.png","162417","desktop_1440x1000","figure_04_full"
"visual_desktop_figure_05_full.png","104574","desktop_1440x1000","figure_05_full"
"visual_narrow_708x1000_top.png","127594","narrow_708x1000","top"
"visual_narrow_708x1000_full.png","1489947","narrow_708x1000","full_page"
"visual_narrow_table_01.png","130818","narrow_708x1000","table_01"
"visual_narrow_table_02.png","119809","narrow_708x1000","table_02"
"visual_narrow_table_03.png","113411","narrow_708x1000","table_03"
"visual_narrow_table_04.png","120799","narrow_708x1000","table_04"
"visual_narrow_table_05.png","120888","narrow_708x1000","table_05"
"visual_narrow_table_06.png","125259","narrow_708x1000","table_06"
"visual_narrow_table_07.png","122558","narrow_708x1000","table_07"
"visual_narrow_table_08.png","134223","narrow_708x1000","table_08"
"visual_narrow_table_09.png","117306","narrow_708x1000","table_09"
"visual_narrow_table_10.png","125164","narrow_708x1000","table_10"
"visual_narrow_table_11.png","106297","narrow_708x1000","table_11"
"visual_narrow_table_12.png","114481","narrow_708x1000","table_12"
"visual_narrow_table_13.png","140359","narrow_708x1000","table_13"
"visual_narrow_table_14.png","133801","narrow_708x1000","table_14"
"visual_narrow_table_15.png","136359","narrow_708x1000","table_15"
"visual_narrow_figure_01.png","91446","narrow_708x1000","figure_01"
"visual_narrow_figure_02.png","91389","narrow_708x1000","figure_02"
"visual_narrow_figure_03.png","81851","narrow_708x1000","figure_03"
"visual_narrow_figure_04.png","71002","narrow_708x1000","figure_04"
"visual_narrow_figure_05.png","68572","narrow_708x1000","figure_05"
"visual_zoom_equivalent_720x500_top.png","44412","zoom_equivalent_720x500","top"
"visual_zoom_equivalent_720x500_full.png","1491775","zoom_equivalent_720x500","full_page"
"visual_zoom_table_01.png","48660","zoom_equivalent_720x500","table_01"
"visual_zoom_table_02.png","63956","zoom_equivalent_720x500","table_02"
"visual_zoom_table_03.png","48662","zoom_equivalent_720x500","table_03"
"visual_zoom_table_04.png","54408","zoom_equivalent_720x500","table_04"
"visual_zoom_table_05.png","63681","zoom_equivalent_720x500","table_05"
"visual_zoom_table_06.png","63949","zoom_equivalent_720x500","table_06"
"visual_zoom_table_07.png","64122","zoom_equivalent_720x500","table_07"
"visual_zoom_table_08.png","68299","zoom_equivalent_720x500","table_08"
"visual_zoom_table_09.png","61639","zoom_equivalent_720x500","table_09"
"visual_zoom_table_10.png","55712","zoom_equivalent_720x500","table_10"
"visual_zoom_table_11.png","56403","zoom_equivalent_720x500","table_11"
"visual_zoom_table_12.png","62208","zoom_equivalent_720x500","table_12"
"visual_zoom_table_13.png","73487","zoom_equivalent_720x500","table_13"
"visual_zoom_table_14.png","69138","zoom_equivalent_720x500","table_14"
"visual_zoom_table_15.png","59981","zoom_equivalent_720x500","table_15"
"visual_zoom_figure_01.png","30052","zoom_equivalent_720x500","figure_01"
"visual_zoom_figure_02.png","30975","zoom_equivalent_720x500","figure_02"
"visual_zoom_figure_03.png","21612","zoom_equivalent_720x500","figure_03"
"visual_zoom_figure_04.png","34804","zoom_equivalent_720x500","figure_04"
"visual_zoom_figure_05.png","17795","zoom_equivalent_720x500","figure_05"
"visual_zoom_sidebar_open_720x500.png","37806","zoom_equivalent_720x500","navigation_sidebar_open"
"visual_desktop_internal_anchor_1440x1000.png","227599","desktop_1440x1000","internal_anchor_navigation"
"visual_desktop_deep_anchor_1440x1000.png","244303","desktop_1440x1000","deep_internal_anchor_navigation"
