"relative_path","sha256_pre","bytes_pre","sha256_post","bytes_post","exact","expected_transition","status"
"_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html","4c03a3e3cdfa1c6eac13d5785ceee8306e6d0941278b679a1eb88e357b270d93",654955,"4c03a3e3cdfa1c6eac13d5785ceee8306e6d0941278b679a1eb88e357b270d93",654955,TRUE,FALSE,"PASS"
"_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html","95f5ba0aede0ee6cf0d1b65fcdc53623d52810f8316c846cb214b4fb34a5f135",675700,"95f5ba0aede0ee6cf0d1b65fcdc53623d52810f8316c846cb214b4fb34a5f135",675700,TRUE,FALSE,"PASS"
"_build/nathealth/notebooks/hypotheses/H07.html","7814860467f71311c56e22960e757059524ccc3890b0721708eda7a5c661ab40",265730,"7814860467f71311c56e22960e757059524ccc3890b0721708eda7a5c661ab40",265730,TRUE,FALSE,"PASS"
"_build/nathealth/notebooks/hypotheses/H08.html","a08a888a40ec58669c61a47b7500159388577eaad49ece5440b9bee9da6a93e1",299712,"472848d0da3e3996fa1727151048e3cab4a7e363dba3dc8eda8b024eb5a4ca9a",340040,FALSE,TRUE,"PASS"
"_build/nathealth/supplementary_information.html","a0b5d097b12ee4a7cbfbcd5cb4740f1eac81bf1c9dba1e4e00a9d5644bfec4eb",49234,"a0b5d097b12ee4a7cbfbcd5cb4740f1eac81bf1c9dba1e4e00a9d5644bfec4eb",49234,TRUE,FALSE,"PASS"
"_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,TRUE,FALSE,"PASS"
"_quarto.yml","44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c",2517,"44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c",2517,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_author_approvals.csv","e276b3512b01841e684d273ce6629a8d2f66dceca8f71b72ca2936c55ead7a41",1663,"e276b3512b01841e684d273ce6629a8d2f66dceca8f71b72ca2936c55ead7a41",1663,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_family_registry.csv","5360380a1004ba54df279b3a1c6d48ee2623885368f596de426cf2e290dde0d0",954,"5360380a1004ba54df279b3a1c6d48ee2623885368f596de426cf2e290dde0d0",954,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_formula_registry.csv","9eb848cda9c8d19e87919a1012b4819b48cf01f6069b0e7621ccb78b84e79b01",1044,"9eb848cda9c8d19e87919a1012b4819b48cf01f6069b0e7621ccb78b84e79b01",1044,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_input_audit.csv","47b46bc99953dd7a75df9eca28491dc474b048c5f5e802b6e2f6043db5cc24bb",5350,"47b46bc99953dd7a75df9eca28491dc474b048c5f5e802b6e2f6043db5cc24bb",5350,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_main_gap_common_sample_audit.csv","5de5091dde55f0c69845da4c31102b0b5b5d80e794255d1b0eb973320392dbc3",3747,"5de5091dde55f0c69845da4c31102b0b5b5d80e794255d1b0eb973320392dbc3",3747,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_metric_missingness.csv","74b037ad1911f90595f7a31a18e05029d5a7e2a18150cffd6ed329348d245892",3875,"74b037ad1911f90595f7a31a18e05029d5a7e2a18150cffd6ed329348d245892",3875,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_metric_registry.csv","ba60163a1248a03c6c95cfa36fc0b66801f1fdd4af2fa114e024944c2aa3893f",2786,"ba60163a1248a03c6c95cfa36fc0b66801f1fdd4af2fa114e024944c2aa3893f",2786,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_model_frame_by_site.csv","35bd76c2b985da32630566725329008c7740160a63228241e0d5840f7c43198d",93464,"35bd76c2b985da32630566725329008c7740160a63228241e0d5840f7c43198d",93464,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_model_frame_index.csv","3a95b69384db3be721e76de59eb5d84d6f911fbbe902c2b8cdf09afc00f6d7c5",45369,"3a95b69384db3be721e76de59eb5d84d6f911fbbe902c2b8cdf09afc00f6d7c5",45369,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_model_frame_rows.csv","45043ba03e96f127ddda924d1cddc187e635412fedeef5d89d2226087adbb18f",20538107,"45043ba03e96f127ddda924d1cddc187e635412fedeef5d89d2226087adbb18f",20538107,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_model_frames.rds","811f097452de1484d63c7e9dd011056d605d7ab759d62cdf8f28fdcec8f22434",811016,"811f097452de1484d63c7e9dd011056d605d7ab759d62cdf8f28fdcec8f22434",811016,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_paired_sample_audit.csv","abe0a16848d5ebe288c4b78ce96fa2d2388561b9a571a4c960a4d8ed45b032eb",3804,"abe0a16848d5ebe288c4b78ce96fa2d2388561b9a571a4c960a4d8ed45b032eb",3804,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_response_contract_audit.csv","2ad711fab7bd3fe6bcd1f682f2901572657eb19f0b0828c14fcd755f2eb330a9",3341,"2ad711fab7bd3fe6bcd1f682f2901572657eb19f0b0828c14fcd755f2eb330a9",3341,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_run_registry.csv","b7a1e6ea8338e4224b4c934bf0446322c1058a16772196ae3ef393f0eebbc496",1860,"b7a1e6ea8338e4224b4c934bf0446322c1058a16772196ae3ef393f0eebbc496",1860,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_sensitivity_registry.csv","fa6312841b2099702d6af733abc93edc37f442fb67f8b387167224fa944e6cab",1142,"fa6312841b2099702d6af733abc93edc37f442fb67f8b387167224fa944e6cab",1142,TRUE,FALSE,"PASS"
"artifacts/06_model_data/H08/H08_v0_model_rows.csv","59537bbe3362e5bc8ef24db3ab1c4242fa1e313238e266f7282896c12d85e7d8",1417520,"59537bbe3362e5bc8ef24db3ab1c4242fa1e313238e266f7282896c12d85e7d8",1417520,TRUE,FALSE,"PASS"
"artifacts/07_models/H08/H08_model_bundles.rds","a5baac89dc6f20c706fd5a29c49123ca14c245969ea5b237376df759ffa887dc",3799132,"a5baac89dc6f20c706fd5a29c49123ca14c245969ea5b237376df759ffa887dc",3799132,TRUE,FALSE,"PASS"
