"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes"
1,"tbl-h08-metrics","id",1,39213,39218,"Metric","tbl-h08-metrics--gt-0001","","",39213,39236,6,24
1,"tbl-h08-metrics","id",2,39342,39349,"Category","tbl-h08-metrics--gt-0002","","",39360,39383,8,24
1,"tbl-h08-metrics","id",3,39475,39478,"Unit","tbl-h08-metrics--gt-0003","","",39509,39532,4,24
1,"tbl-h08-metrics","id",4,39600,39604,"Model","tbl-h08-metrics--gt-0004","","",39654,39677,5,24
1,"tbl-h08-metrics","id",5,39727,39735,"Transform","tbl-h08-metrics--gt-0005","","",39800,39823,9,24
1,"tbl-h08-metrics","id",6,39862,39876,"Reported-effect","tbl-h08-metrics--gt-0006","","",39950,39973,15,24
1,"tbl-h08-metrics","headers",1,40098,40103,"Metric","tbl-h08-metrics--gt-0001","Metric","tbl-h08-metrics--gt-0001",40195,40218,6,24
1,"tbl-h08-metrics","headers",2,40159,40166,"Category","tbl-h08-metrics--gt-0002","Category","tbl-h08-metrics--gt-0002",40274,40297,8,24
1,"tbl-h08-metrics","headers",3,40222,40225,"Unit","tbl-h08-metrics--gt-0003","Unit","tbl-h08-metrics--gt-0003",40353,40376,4,24
1,"tbl-h08-metrics","headers",4,40272,40276,"Model","tbl-h08-metrics--gt-0004","Model","tbl-h08-metrics--gt-0004",40423,40446,5,24
1,"tbl-h08-metrics","headers",5,40329,40337,"Transform","tbl-h08-metrics--gt-0005","Transform","tbl-h08-metrics--gt-0005",40499,40522,9,24
1,"tbl-h08-metrics","headers",6,40400,40414,"Reported effect","tbl-h08-metrics--gt-0006","Reported-effect","tbl-h08-metrics--gt-0006",40585,40608,15,24
1,"tbl-h08-metrics","headers",7,40499,40504,"Metric","tbl-h08-metrics--gt-0001","Metric","tbl-h08-metrics--gt-0001",40693,40716,6,24
1,"tbl-h08-metrics","headers",8,40579,40586,"Category","tbl-h08-metrics--gt-0002","Category","tbl-h08-metrics--gt-0002",40791,40814,8,24
1,"tbl-h08-metrics","headers",9,40653,40656,"Unit","tbl-h08-metrics--gt-0003","Unit","tbl-h08-metrics--gt-0003",40881,40904,4,24
1,"tbl-h08-metrics","headers",10,40714,40718,"Model","tbl-h08-metrics--gt-0004","Model","tbl-h08-metrics--gt-0004",40962,40985,5,24
1,"tbl-h08-metrics","headers",11,40782,40790,"Transform","tbl-h08-metrics--gt-0005","Transform","tbl-h08-metrics--gt-0005",41049,41072,9,24
1,"tbl-h08-metrics","headers",12,40864,40878,"Reported effect","tbl-h08-metrics--gt-0006","Reported-effect","tbl-h08-metrics--gt-0006",41146,41169,15,24
1,"tbl-h08-metrics","headers",13,40951,40956,"Metric","tbl-h08-metrics--gt-0001","Metric","tbl-h08-metrics--gt-0001",41242,41265,6,24
1,"tbl-h08-metrics","headers",14,41018,41025,"Category","tbl-h08-metrics--gt-0002","Category","tbl-h08-metrics--gt-0002",41327,41350,8,24
1,"tbl-h08-metrics","headers",15,41081,41084,"Unit","tbl-h08-metrics--gt-0003","Unit","tbl-h08-metrics--gt-0003",41406,41429,4,24
1,"tbl-h08-metrics","headers",16,41131,41135,"Model","tbl-h08-metrics--gt-0004","Model","tbl-h08-metrics--gt-0004",41476,41499,5,24
1,"tbl-h08-metrics","headers",17,41188,41196,"Transform","tbl-h08-metrics--gt-0005","Transform","tbl-h08-metrics--gt-0005",41552,41575,9,24
1,"tbl-h08-metrics","headers",18,41259,41273,"Reported effect","tbl-h08-metrics--gt-0006","Reported-effect","tbl-h08-metrics--gt-0006",41638,41661,15,24
1,"tbl-h08-metrics","headers",19,41358,41363,"Metric","tbl-h08-metrics--gt-0001","Metric","tbl-h08-metrics--gt-0001",41746,41769,6,24
1,"tbl-h08-metrics","headers",20,41445,41452,"Category","tbl-h08-metrics--gt-0002","Category","tbl-h08-metrics--gt-0002",41851,41874,8,24
1,"tbl-h08-metrics","headers",21,41522,41525,"Unit","tbl-h08-metrics--gt-0003","Unit","tbl-h08-metrics--gt-0003",41944,41967,4,24
1,"tbl-h08-metrics","headers",22,41582,41586,"Model","tbl-h08-metrics--gt-0004","Model","tbl-h08-metrics--gt-0004",42024,42047,5,24
1,"tbl-h08-metrics","headers",23,41659,41667,"Transform","tbl-h08-metrics--gt-0005","Transform","tbl-h08-metrics--gt-0005",42120,42143,9,24
1,"tbl-h08-metrics","headers",24,41727,41741,"Reported effect","tbl-h08-metrics--gt-0006","Reported-effect","tbl-h08-metrics--gt-0006",42203,42226,15,24
1,"tbl-h08-metrics","headers",25,41814,41819,"Metric","tbl-h08-metrics--gt-0001","Metric","tbl-h08-metrics--gt-0001",42299,42322,6,24
1,"tbl-h08-metrics","headers",26,41900,41907,"Category","tbl-h08-metrics--gt-0002","Category","tbl-h08-metrics--gt-0002",42403,42426,8,24
1,"tbl-h08-metrics","headers",27,41966,41969,"Unit","tbl-h08-metrics--gt-0003","Unit","tbl-h08-metrics--gt-0003",42485,42508,4,24
1,"tbl-h08-metrics","headers",28,42015,42019,"Model","tbl-h08-metrics--gt-0004","Model","tbl-h08-metrics--gt-0004",42554,42577,5,24
1,"tbl-h08-metrics","headers",29,42081,42089,"Transform","tbl-h08-metrics--gt-0005","Transform","tbl-h08-metrics--gt-0005",42639,42662,9,24
1,"tbl-h08-metrics","headers",30,42138,42152,"Reported effect","tbl-h08-metrics--gt-0006","Reported-effect","tbl-h08-metrics--gt-0006",42711,42734,15,24
1,"tbl-h08-metrics","headers",31,42237,42242,"Metric","tbl-h08-metrics--gt-0001","Metric","tbl-h08-metrics--gt-0001",42819,42842,6,24
1,"tbl-h08-metrics","headers",32,42334,42341,"Category","tbl-h08-metrics--gt-0002","Category","tbl-h08-metrics--gt-0002",42934,42957,8,24
1,"tbl-h08-metrics","headers",33,42411,42414,"Unit","tbl-h08-metrics--gt-0003","Unit","tbl-h08-metrics--gt-0003",43027,43050,4,24
1,"tbl-h08-metrics","headers",34,42471,42475,"Model","tbl-h08-metrics--gt-0004","Model","tbl-h08-metrics--gt-0004",43107,43130,5,24
1,"tbl-h08-metrics","headers",35,42539,42547,"Transform","tbl-h08-metrics--gt-0005","Transform","tbl-h08-metrics--gt-0005",43194,43217,9,24
1,"tbl-h08-metrics","headers",36,42607,42621,"Reported effect","tbl-h08-metrics--gt-0006","Reported-effect","tbl-h08-metrics--gt-0006",43277,43300,15,24
1,"tbl-h08-metrics","headers",37,42708,42713,"Metric","tbl-h08-metrics--gt-0001","Metric","tbl-h08-metrics--gt-0001",43387,43410,6,24
1,"tbl-h08-metrics","headers",38,42793,42800,"Category","tbl-h08-metrics--gt-0002","Category","tbl-h08-metrics--gt-0002",43490,43513,8,24
1,"tbl-h08-metrics","headers",39,42859,42862,"Unit","tbl-h08-metrics--gt-0003","Unit","tbl-h08-metrics--gt-0003",43572,43595,4,24
1,"tbl-h08-metrics","headers",40,42908,42912,"Model","tbl-h08-metrics--gt-0004","Model","tbl-h08-metrics--gt-0004",43641,43664,5,24
1,"tbl-h08-metrics","headers",41,42974,42982,"Transform","tbl-h08-metrics--gt-0005","Transform","tbl-h08-metrics--gt-0005",43726,43749,9,24
1,"tbl-h08-metrics","headers",42,43031,43045,"Reported effect","tbl-h08-metrics--gt-0006","Reported-effect","tbl-h08-metrics--gt-0006",43798,43821,15,24
1,"tbl-h08-metrics","headers",43,43130,43135,"Metric","tbl-h08-metrics--gt-0001","Metric","tbl-h08-metrics--gt-0001",43906,43929,6,24
1,"tbl-h08-metrics","headers",44,43236,43243,"Category","tbl-h08-metrics--gt-0002","Category","tbl-h08-metrics--gt-0002",44030,44053,8,24
1,"tbl-h08-metrics","headers",45,43313,43316,"Unit","tbl-h08-metrics--gt-0003","Unit","tbl-h08-metrics--gt-0003",44123,44146,4,24
1,"tbl-h08-metrics","headers",46,43373,43377,"Model","tbl-h08-metrics--gt-0004","Model","tbl-h08-metrics--gt-0004",44203,44226,5,24
1,"tbl-h08-metrics","headers",47,43441,43449,"Transform","tbl-h08-metrics--gt-0005","Transform","tbl-h08-metrics--gt-0005",44290,44313,9,24
1,"tbl-h08-metrics","headers",48,43523,43537,"Reported effect","tbl-h08-metrics--gt-0006","Reported-effect","tbl-h08-metrics--gt-0006",44387,44410,15,24
1,"tbl-h08-metrics","headers",49,43610,43615,"Metric","tbl-h08-metrics--gt-0001","Metric","tbl-h08-metrics--gt-0001",44483,44506,6,24
