run_id,site,clock_bin,time_hour,eta,standard_error,lower_eta,upper_eta,estimate_melEDI_lx,lower_melEDI_lx,upper_melEDI_lx,simultaneous_critical_value,equal_site_deviation_eta,deviation_standard_error,site_to_equal_site_ratio,ratio_lower,ratio_upper,deviation_simultaneous_critical_value
main__glasses__all_available,BAUA,0,0.25,-0.6158191430709073,0.3049232021527965,-1.6670613661926188,0.4354230800508042,0.14220374663233284,0,2.6253549956695483,3.4475638970724694,-0.23335699322149062,0.29529230977524196,0.5843095799598519,0.05665130486326415,6.026651743625638,3.431965736002298
main__glasses__all_available,BAUA,30,0.75,-0.7181952914003328,0.27201138080547893,-1.6559719074581332,0.2195813246574676,0.09133953253689761,0,1.5579877775062572,3.4475638970724694,-0.17477731823709824,0.26208693117272225,0.6686866945778212,0.08428481038538244,5.305130230001212,3.431965736002298
main__glasses__all_available,BAUA,60,1.25,-0.7996165150933394,0.24142810493218814,-1.6319553333961752,0.032722303209496206,0.05862932817101238,0,0.9782570421091147,3.4475638970724694,-0.1285588389566108,0.23219628037849285,0.7437742882729127,0.11872754364035851,4.659409054832253,3.431965736002298
main__glasses__all_available,BAUA,90,1.75,-0.8755596559649794,0.21337652346798752,-1.6111888547560498,-0.13993045717390917,0.03318040892285298,0,0.6245519720435444,3.4475638970724694,-0.1047432013498288,0.2052060773417993,0.7857000823254708,0.1552374758016708,3.976646851401634,3.431965736002298
main__glasses__all_available,BAUA,120,2.25,-0.9519182028505097,0.18729689469273506,-1.5976362150269672,-0.30620019067405213,0.01170736230849366,0,0.39408288398686253,3.4475638970724694,-0.10398882635516794,0.18017864841674033,0.7870660392806159,0.18951527757965034,3.2687230185361766,3.431965736002298
main__glasses__all_available,BAUA,150,2.75,-1.0184532379756086,0.1632905680529735,-1.5814079051274952,-0.455498570823722,0,0,0.25034944122961267,3.4475638970724694,-0.11457320081578566,0.15711288256305167,0.7681159779692052,0.2219324305881642,2.658476519398124,3.431965736002298
main__glasses__all_available,BAUA,180,3.25,-1.0529669418302265,0.14281108632584516,-1.5453172871489103,-0.5606165965115429,0,0,0.1750321117830355,3.4475638970724694,-0.11614666957275667,0.13731936495124777,0.7653380939140727,0.25856990449740286,2.265315443939878,3.431965736002298
main__glasses__all_available,BAUA,210,3.75,-1.0330842746086972,0.12725959189372793,-1.47181984917769,-0.5943487000397045,0,0,0.1544786193961605,3.4475638970724694,-0.08829817195649611,0.12214325852737289,0.8160219258329869,0.31082099751982517,2.1423642184846416,3.431965736002298
main__glasses__all_available,BAUA,240,4.25,-0.9458447421380566,0.11658427291704321,-1.3477764724132983,-0.5439130118628148,0.013280526243784188,0,0.18581629691939747,3.4475638970724694,-0.02003290230238788,0.11180063470068352,0.9549202381884965,0.3947036569194083,2.310271631175091,3.431965736002298
main__glasses__all_available,BAUA,270,4.75,-0.7908594114254414,0.11023304772742332,-1.1708948870347724,-0.4108239358161103,0.061860392270178644,0,0.28830775512318685,3.4475638970724694,0.0841254260838177,0.10601192223600198,1.2137393329066535,0.5251654436076606,2.8051410963461176,3.431965736002298
