"relative_path","role","sha256","bytes","modified_utc","is_symlink","symlink_target","copy_path","copy_sha256","status"
"_build/nathealth/notebooks/hypotheses/H09.html","recoverable_preimage","dbc9122ca0a7be6e051741d8354f9ebdec8e072753d9b2592d6387f9716a7caa",244127,"2026-08-21T22:27:39.135351Z UTC",FALSE,"","audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/_build/nathealth/notebooks/hypotheses/H09.html","dbc9122ca0a7be6e051741d8354f9ebdec8e072753d9b2592d6387f9716a7caa","PASS"
"artifacts/10_figures/H09/H09_diagnostics_chest.pdf","recoverable_preimage","614b46f3cb2026ea1f6c7350959482ce4473c114b0c90ec066a176f73c635596",695820,"2026-08-10T08:05:01.259274Z UTC",FALSE,"","audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/artifacts/10_figures/H09/H09_diagnostics_chest.pdf","614b46f3cb2026ea1f6c7350959482ce4473c114b0c90ec066a176f73c635596","PASS"
"artifacts/10_figures/H09/H09_diagnostics_chest.png","recoverable_preimage","e82b32d5d69a73e45a7d93e8b1bb8357dc3104e67c5f128eba4f3f5538961a75",2626860,"2026-08-10T08:05:00.441356Z UTC",FALSE,"","audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/artifacts/10_figures/H09/H09_diagnostics_chest.png","e82b32d5d69a73e45a7d93e8b1bb8357dc3104e67c5f128eba4f3f5538961a75","PASS"
"artifacts/10_figures/H09/H09_diagnostics_near_eye.pdf","recoverable_preimage","a01d7184d3fc68bf33375f950c9ba422ac7f86f803cd214064ddf86d003ca5ac",627893,"2026-08-10T08:04:59.167418Z UTC",FALSE,"","audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/artifacts/10_figures/H09/H09_diagnostics_near_eye.pdf","a01d7184d3fc68bf33375f950c9ba422ac7f86f803cd214064ddf86d003ca5ac","PASS"
"artifacts/10_figures/H09/H09_diagnostics_near_eye.png","recoverable_preimage","df6a267517ea08635a00fcfa153a1e3a7f6dbbbe764745860c16bd3b53165e96",2557336,"2026-08-10T08:04:58.387849Z UTC",FALSE,"","audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/artifacts/10_figures/H09/H09_diagnostics_near_eye.png","df6a267517ea08635a00fcfa153a1e3a7f6dbbbe764745860c16bd3b53165e96","PASS"
"artifacts/10_figures/H09/H09_paired_placement_effects.pdf","recoverable_preimage","5d8f8e95c4642ca29391941f63852776ee6d4ee3cb0cbdedfe74d24ec645ff7c",16857,"2026-08-10T08:04:54.892811Z UTC",FALSE,"","audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/artifacts/10_figures/H09/H09_paired_placement_effects.pdf","5d8f8e95c4642ca29391941f63852776ee6d4ee3cb0cbdedfe74d24ec645ff7c","PASS"
"artifacts/10_figures/H09/H09_paired_placement_effects.png","recoverable_preimage","4cffc5339801d25e817639064b6f40e0b0a6bbe69a735e5f245d97cee898e185",129869,"2026-08-10T08:04:54.780417Z UTC",FALSE,"","audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/artifacts/10_figures/H09/H09_paired_placement_effects.png","4cffc5339801d25e817639064b6f40e0b0a6bbe69a735e5f245d97cee898e185","PASS"
"artifacts/10_figures/H09/H09_primary_effects.pdf","recoverable_preimage","b354077d2c1225104ecef7af1d879acd2037a7b740940392092b2d09f2f833e0",17970,"2026-08-10T08:04:54.517759Z UTC",FALSE,"","audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/artifacts/10_figures/H09/H09_primary_effects.pdf","b354077d2c1225104ecef7af1d879acd2037a7b740940392092b2d09f2f833e0","PASS"
"artifacts/10_figures/H09/H09_primary_effects.png","recoverable_preimage","f288cfaff6e555715af30c778974e50d9bcc8c9a90c643b5e994ad2d8b95be1f",139103,"2026-08-10T08:04:54.103538Z UTC",FALSE,"","audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/artifacts/10_figures/H09/H09_primary_effects.png","f288cfaff6e555715af30c778974e50d9bcc8c9a90c643b5e994ad2d8b95be1f","PASS"
"artifacts/12_manifests/H09/H09_figure_manifest.csv","recoverable_preimage","0ad64452efd82932b5db6782090f9b3660b31d63d115cd7d806c10597fbdf76b",4284,"2026-08-10T08:05:10.850077Z UTC",FALSE,"","audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/artifacts/12_manifests/H09/H09_figure_manifest.csv","0ad64452efd82932b5db6782090f9b3660b31d63d115cd7d806c10597fbdf76b","PASS"
"scripts/hypotheses/H09/run_h09_stage2.R","recoverable_preimage","a234fcaabf254ee924fe3ceb2de1e6c9fbf3ef3f7be1e5a3c5ff3b2cf39bd9c6",90288,"2026-08-11T23:43:03.766424Z UTC",FALSE,"","audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/scripts/hypotheses/H09/run_h09_stage2.R","a234fcaabf254ee924fe3ceb2de1e6c9fbf3ef3f7be1e5a3c5ff3b2cf39bd9c6","PASS"
