"relative_path","role","sha256","bytes","modified_utc","is_symlink","symlink_target"
"audit/hypotheses/H09/report018_order56a_display_repair/build_inventory_preflight.csv","order56a_stopped_evidence","6720965efa3c95f5a8995436f2bdcb4d75820246d67a9d62bdebc3a633cff578",185785,"2026-08-22T05:36:07.289021Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/build_inventory_prerender.csv","order56a_stopped_evidence","6720965efa3c95f5a8995436f2bdcb4d75820246d67a9d62bdebc3a633cff578",185785,"2026-08-22T06:39:36.703578Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/build_inventory_stopped.csv","order56a_stopped_evidence","6720965efa3c95f5a8995436f2bdcb4d75820246d67a9d62bdebc3a633cff578",185785,"2026-08-22T06:47:07.004583Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/build_reconciliation_prerender.csv","order56a_stopped_evidence","9b45c13e74fdca8fb11677b7206de159588c6cb0f636f1c43ba6446fe4031414",208840,"2026-08-22T06:39:37.663822Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/build_reconciliation_stopped.csv","order56a_stopped_evidence","acfe3fc4e398d3e5bfc1602e45cda599e20c3f5ee68fd07857e2fffd5cedf627",208824,"2026-08-22T06:47:08.239079Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/build_symlink_inventory_preflight.csv","order56a_stopped_evidence","7b08ede9a3c66e6d672a273a702458b2bc8f5c44c89da587c48958696c7cb7c1",25,"2026-08-22T05:36:07.439033Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/build_symlink_inventory_prerender.csv","order56a_stopped_evidence","7b08ede9a3c66e6d672a273a702458b2bc8f5c44c89da587c48958696c7cb7c1",25,"2026-08-22T06:39:36.729688Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/build_symlink_inventory_stopped.csv","order56a_stopped_evidence","7b08ede9a3c66e6d672a273a702458b2bc8f5c44c89da587c48958696c7cb7c1",25,"2026-08-22T06:47:07.037118Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/builder_forward.diff","order56a_stopped_evidence","d0dacf29d00214c1326daaba895f3ad4155c55e8265ab1b133db3951b93ef0b1",5728,"2026-08-22T06:20:01.316448Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/candidate_evidence_prerender_audit.csv","order56a_stopped_evidence","644a62b22bbfe037663aab910424f2cc47dcc4526a65a10ffcf59a3fa98f1f76",504,"2026-08-22T06:39:37.717695Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/candidate_finalsize_diagnostics_chest.png","order56a_stopped_evidence","59ddc4c3811a74cfee7d709bebcf171a4c67c9495c0bd51d5609ce7ab1378e60",42849,"2026-08-22T06:11:14.935995Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/candidate_finalsize_diagnostics_near_eye.png","order56a_stopped_evidence","4efd449fa3cc39860744b991bc959653b3e1dfd60165f0493c49b8e354a4db43",77957,"2026-08-22T06:11:13.816544Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/candidate_finalsize_paired_placement_effects.png","order56a_stopped_evidence","b373f601ac2e9e52ecc31864b9f9fa7cf973916b86122df1ae3f8b1b055e015e",30391,"2026-08-22T06:11:12.758604Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/candidate_finalsize_primary_effects.png","order56a_stopped_evidence","0222f29f5693beefa6b956e3f9dc84b978833d1f668ef6b7e7f1dab891ccc111",15825,"2026-08-22T06:11:11.700167Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/candidate_history.csv","order56a_stopped_evidence","0f1309883ad404f70ff280eedc5254de547e270926bfca335f8ff248a1fa4160",993,"2026-08-22T06:16:19.222224Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/candidate_inventory.csv","order56a_stopped_evidence","bfcd7db98ebfd6343e68a37b9ccb7460d028ab4023f05a04cd7352c16e0d7c70",1480,"2026-08-22T06:05:59.803746Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/candidate_qa_200pct_equivalent_720x500.png","order56a_stopped_evidence","6379809f6cf044e935389a0494e64ff964e9fb7db2d7b4035508542075da6e24",164151,"2026-08-22T06:10:49.856144Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/candidate_qa_desktop_1440x1000.png","order56a_stopped_evidence","a03b8a16fa84535bb5927e30c50b4bf89a890696ac6e099a43f964cde6024757",184234,"2026-08-22T06:09:58.769064Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/candidate_qa_narrow_708x1000.png","order56a_stopped_evidence","890f6106a3dedbe28d93209f1258cca1e97dd2e6c308d7d253014e73b372d5a6",164263,"2026-08-22T06:10:19.172209Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/candidate_server_lifecycle.csv","order56a_stopped_evidence","9e3607e178b9723aaae6ca8b27cc16e44481a98d16fffccb6c378037ef042623",478,"2026-08-22T06:14:55.673571Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/candidate_typography_contract.csv","order56a_stopped_evidence","72c4bec75c1be65fe7ee06f86bb02e955a07da49aa2fd89ffc341560344e56df",810,"2026-08-22T06:05:59.758728Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/candidate_visual_qa.csv","order56a_stopped_evidence","1a5f07b9871ae9ec985628accefa702d80c16573f434df51dfb220f35f90c33e",819,"2026-08-22T06:14:55.392370Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/capture_order56a_preflight.R","order56a_stopped_evidence","31ebfa4f54e88bb0636a16d5043cd4ae51a2775de812de06c1836ffb2cf26ed1",15265,"2026-08-22T05:35:54.780591Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/complete_prerender_status.csv","order56a_stopped_evidence","491f2cc1c7abdc6027e6ec9bb5c4131c4ca65d81a98564fabfa91cb282c6056c",650,"2026-08-22T06:39:38.317552Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/concurrence_manifest_audit.csv","order56a_stopped_evidence","ec4a8cff0e854bfdfeaf156c9597beff98b2287164c78d8fb42367006d566e31",6570,"2026-08-22T05:36:03.990525Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/coordination_matrix_observation.csv","order56a_stopped_evidence","b0a9bd86940889bfae4ec03ca5193fc0cc8df4f4b8a0988ab78901f6b343f3ea",312,"2026-08-22T05:36:04.239456Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/dispatch_reconciliation_preflight.csv","order56a_stopped_evidence","ce3b28cd9c4e45ff7b3608693a32cd3e0e99c0ab3d361c44d257fd1311b6491e",11210,"2026-08-22T05:36:03.925436Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/durable_candidate_identity_prerender.csv","order56a_stopped_evidence","f4058c4cb98235b63b9ef969594de66d17520ae94e177088bde0cbe8fe4e8b83",1489,"2026-08-22T06:39:37.655406Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/durable_promotion_receipt.csv","order56a_stopped_evidence","c977f01124d3e17a0dd9f10f26bccc036ddc0537a261e49c4a210f4521bb53e6",124,"2026-08-22T06:21:25.083006Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/figure_manifest_forward.diff","order56a_stopped_evidence","edaec6c02a6fc9c9d4254cded63fb9d9c70671948008ed98ac854f3216c84d47",5601,"2026-08-22T06:20:01.394963Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/figure_manifest_prerender_audit.csv","order56a_stopped_evidence","e400dbfe95ee09a08c772b45cbd154df8910faac41e940133efe7afc1056e8ec",434,"2026-08-22T06:39:37.703891Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/final_stopped_status.csv","order56a_stopped_evidence","f53a2636e977ffe4808bd423fe935a94906e9ce890bd8689e2eb22fe1bc1ca68",567,"2026-08-22T06:47:16.394751Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/fixed_identity_prerender.csv","order56a_stopped_evidence","e66059a79a24508c98ab0145f29a761716fc3ba231afd19bfa70374d755053a0",1739,"2026-08-22T06:39:37.570746Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/fixed_identity_stopped.csv","order56a_stopped_evidence","e66059a79a24508c98ab0145f29a761716fc3ba231afd19bfa70374d755053a0",1739,"2026-08-22T06:47:08.185342Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/frozen_source_prerender.csv","order56a_stopped_evidence","e9b98752463ccd93366d6de35cb2185abc2026f3437c1c28491e11c04dfc6b54",674,"2026-08-22T06:39:37.609655Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/git_diff_check_prerender.csv","order56a_stopped_evidence","f92d40481115fadfca7e3679afe5b1c3d81d2079ff379b4f601044983464332d",99,"2026-08-22T06:39:37.883749Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/historical_pdf_reproduction.csv","order56a_stopped_evidence","718f26ac739277d300dd19334c3cfa0c6e2ab17a08ce31dd073b7b549c116bbf",842,"2026-08-22T06:05:59.753894Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/historical_png_reproduction.csv","order56a_stopped_evidence","4d66381bda175a6bf177f30ef62cea9c097c65c7b1816704f4f70ad0a9b86900",783,"2026-08-22T06:05:53.870515Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/historical_tests_prerender_audit.csv","order56a_stopped_evidence","7dee929a91f9d7178ddcbf295f43a24903ebd6ac00c6f3073385914fac42599d",304,"2026-08-22T06:39:37.885880Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/independent_acceptance_manifest_audit.csv","order56a_stopped_evidence","684af31cfbdeb773e94ad9e298396894f198fa362cddd425c22a541cdac82bec",10449,"2026-08-22T05:36:04.109392Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/new_r_parse_prerender.csv","order56a_stopped_evidence","59a010e3859c2249ec4234faeef6a98a7a61f6a3c70b090c46ac84e0dc230fd0",164,"2026-08-22T06:39:37.723714Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/no_scientific_call_audit.csv","order56a_stopped_evidence","0b392035ce7571dfc840ef8550fe626f61aaf50b402ac7092317ac4963d61ff9",700,"2026-08-22T06:21:38.110607Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/order56_owner_manifest_audit.csv","order56a_stopped_evidence","16b7ad9934cd341a98a5f6903fe11db966bc950717e84f706d0656097df7713f",26587,"2026-08-22T05:36:04.235880Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/ORDER56A_FAIL_CLOSED_STOP.md","order56a_stopped_evidence","c2b74c53608d342f34954d63181dfee4313e0ff81cf1ec22141b8688fe1079c4",1136,"2026-08-22T06:47:16.400442Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/preflight_summary.csv","order56a_stopped_evidence","93cd504fd788199bc8c7e0a673b9595cf321793e439796d14b8cea97450a8036",470,"2026-08-22T05:36:08.399342Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/preimage_inventory.csv","order56a_stopped_evidence","e9dce237f3637b7166620c24ac5f3cb3089ddfc691c416865867d01f1dc796ba",4486,"2026-08-22T05:36:08.272078Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/preimage_to_postimage_ledger.csv","order56a_stopped_evidence","3681444ba064370898bde4fd256ed066fe8afba025750d669e551b91d2b3a4b0",2544,"2026-08-22T06:21:23.959555Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/process_preflight.csv","order56a_stopped_evidence","4ce7d01f59df94f0de128cf13bd0f2e041570204433813a789852e28b9e92c00",122,"2026-08-22T05:36:17.512544Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/process_probe_prerender.csv","order56a_stopped_evidence","a25a31a11032535d5f283d9d8ca179ca2f3051b9651d7777b1a8647c7458b660",99,"2026-08-22T06:36:50.473767Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/process_probe_stopped.csv","order56a_stopped_evidence","a25a31a11032535d5f283d9d8ca179ca2f3051b9651d7777b1a8647c7458b660",99,"2026-08-22T06:42:40.875040Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/promote_order56a_candidates.R","order56a_stopped_evidence","7059d7e36ec459b817efb79ef7b241662823b8d841b129e2609cfae5f7fff8e2",5814,"2026-08-22T06:20:24.342443Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/protected_inventory_preflight.csv","order56a_stopped_evidence","264c54f0a215ed3ae4cf90f7e3ead1efb260c43ab99e196381aa6515ec2fa828",55924,"2026-08-22T05:36:08.082501Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/protected_inventory_prerender.csv","order56a_stopped_evidence","1464a50aced63f86ca5b1dffd3dd3972101dea360def626702f65f64bf8e1af4",55924,"2026-08-22T06:39:37.278494Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/protected_inventory_stopped.csv","order56a_stopped_evidence","1464a50aced63f86ca5b1dffd3dd3972101dea360def626702f65f64bf8e1af4",55924,"2026-08-22T06:47:07.801410Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/protected_reconciliation_prerender.csv","order56a_stopped_evidence","f9aed5231a0611da2a070d16c5f9bd9d0cf0af24e3142bdaae2d707ee905f095",65609,"2026-08-22T06:39:37.665519Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/protected_reconciliation_stopped.csv","order56a_stopped_evidence","8adfa0e257bb4155fbe80f50315548ccd560f6eb048dfe0b61cfd06682c2c75d",62241,"2026-08-22T06:47:08.244472Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/_build/nathealth/notebooks/hypotheses/H09.html","order56a_stopped_evidence","dbc9122ca0a7be6e051741d8354f9ebdec8e072753d9b2592d6387f9716a7caa",244127,"2026-08-22T05:36:08.229035Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/artifacts/10_figures/H09/H09_diagnostics_chest.pdf","order56a_stopped_evidence","614b46f3cb2026ea1f6c7350959482ce4473c114b0c90ec066a176f73c635596",695820,"2026-08-22T05:36:08.207996Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/artifacts/10_figures/H09/H09_diagnostics_chest.png","order56a_stopped_evidence","e82b32d5d69a73e45a7d93e8b1bb8357dc3104e67c5f128eba4f3f5538961a75",2626860,"2026-08-22T05:36:08.185920Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/artifacts/10_figures/H09/H09_diagnostics_near_eye.pdf","order56a_stopped_evidence","a01d7184d3fc68bf33375f950c9ba422ac7f86f803cd214064ddf86d003ca5ac",627893,"2026-08-22T05:36:08.176089Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/artifacts/10_figures/H09/H09_diagnostics_near_eye.png","order56a_stopped_evidence","df6a267517ea08635a00fcfa153a1e3a7f6dbbbe764745860c16bd3b53165e96",2557336,"2026-08-22T05:36:08.149567Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56a_display_repair/recoverable_preimages/artifacts/10_figures/H09/H09_paired_placement_effects.pdf","order56a_stopped_evidence","5d8f8e95c4642ca29391941f63852776ee6d4ee3cb0cbdedfe74d24ec645ff7c",16857,"2026-08-22T05:36:08.146533Z UTC",FALSE,""
