"path","role","expected_sha256","observed_sha256","expected_bytes","observed_bytes","execution_pin","status"
"audit/report_harmonization/report018_h09_order56_stopped_independent_acceptance.md","independent stopped acceptance","1c470541bcd7a125a7332d256389f4b5776075b5923de6f88019c5d0c5b75c28","1c470541bcd7a125a7332d256389f4b5776075b5923de6f88019c5d0c5b75c28",4643,4643,TRUE,"PASS"
"scripts/report_harmonization/check_h09_order56_stopped_acceptance.R","independent checker","40807ca7788272984227b7afcea33ae509f0ace89d26862bf2e4f3e27ddcbaa2","40807ca7788272984227b7afcea33ae509f0ace89d26862bf2e4f3e27ddcbaa2",13213,13213,TRUE,"PASS"
"audit/report_harmonization/report018_h09_order56_stopped_independent_verification.csv","independent verification","c840236e8c5c84465c1ae3147aaa99b5c8cc36c9124734b872701ca84a2029aa","c840236e8c5c84465c1ae3147aaa99b5c8cc36c9124734b872701ca84a2029aa",2170,2170,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/ORDER56_FAIL_CLOSED_STOP.md","owner stopped record","6f1d5900c51ecc9f7215ecb080d8f1cf0bc10d476e3c0baddb10610f8f8135e5","6f1d5900c51ecc9f7215ecb080d8f1cf0bc10d476e3c0baddb10610f8f8135e5",1241,1241,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/order56_evidence_manifest.csv","owner evidence manifest","a9ed20cdafbc27a826574be3337e5a7769b1fff7f129bb0b12a347b490ba7ace","a9ed20cdafbc27a826574be3337e5a7769b1fff7f129bb0b12a347b490ba7ace",22521,22521,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/verify_order56_h09_result.R","owner verifier","c9e07d201defaebe4823d61b8fee3bcf6fce2cac3c90311c0c1e1c4d62b28ed0","c9e07d201defaebe4823d61b8fee3bcf6fce2cac3c90311c0c1e1c4d62b28ed0",79864,79864,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/render_execution.csv","sole render execution","77e7e8bd03c10705ee137c55aabf1ee5b446f3b27c9a2d74b0f2ba984ca68bd3","77e7e8bd03c10705ee137c55aabf1ee5b446f3b27c9a2d74b0f2ba984ca68bd3",387,387,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/nonvisual_status.csv","nonvisual status","5a9ed002f3cd62550a6b826235c3efe209e04db9a44fbd1b037c7e78fe6ce107","5a9ed002f3cd62550a6b826235c3efe209e04db9a44fbd1b037c7e78fe6ce107",1814,1814,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/visual_qa_status.csv","visual status","b59f1ca55635315e22dc637aa347493a2f9f83c039447f72276790d3abec800a","b59f1ca55635315e22dc637aa347493a2f9f83c039447f72276790d3abec800a",2201,2201,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/figure_final_size_typography_audit.csv","typography finding","56f768072d1b9d977d47ddb4f4ca4b068e8feeb650228da6345973b9fb16bd0a","56f768072d1b9d977d47ddb4f4ca4b068e8feeb650228da6345973b9fb16bd0a",3146,3146,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/figure_endpoint_audit.csv","figure endpoints","b87ef58d69039b718b0ad559b80d0fbd80f474a8e6d8ed2541cb0ae55cb5b9ba","b87ef58d69039b718b0ad559b80d0fbd80f474a8e6d8ed2541cb0ae55cb5b9ba",4140,4140,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/gt_html_semantic_post_render_summary.csv","semantic summary","cda034b5548934e3b986e9a461116b4b6d0f56aa11dbcca18878922ba6414546","cda034b5548934e3b986e9a461116b4b6d0f56aa11dbcca18878922ba6414546",454,454,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/001__build__nathealth__notebooks__hypotheses__H09.html_gt_semantic_ledger.csv","semantic ledger","47ce3ee4425f071ec581c18b55733af8acd7bac86c26eaf080335462bb3d153a","47ce3ee4425f071ec581c18b55733af8acd7bac86c26eaf080335462bb3d153a",98930,98930,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/semantic_reverse_audit.csv","semantic reversal","985228224f85834936ee37ef6557de88a66de89ea56e6a53d04a727d65ffdb19","985228224f85834936ee37ef6557de88a66de89ea56e6a53d04a727d65ffdb19",762,762,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/build_inventory_postrender.csv","post-render build inventory","6720965efa3c95f5a8995436f2bdcb4d75820246d67a9d62bdebc3a633cff578","6720965efa3c95f5a8995436f2bdcb4d75820246d67a9d62bdebc3a633cff578",185785,185785,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/build_inventory_postqa.csv","post-QA build inventory","6720965efa3c95f5a8995436f2bdcb4d75820246d67a9d62bdebc3a633cff578","6720965efa3c95f5a8995436f2bdcb4d75820246d67a9d62bdebc3a633cff578",185785,185785,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/protected_inventory_postrender.csv","post-render protected inventory","88ae07f53e39cfd90050da865005b406ae0e0f8b50986a8da2fad4d1b1d1dbcd","88ae07f53e39cfd90050da865005b406ae0e0f8b50986a8da2fad4d1b1d1dbcd",34270,34270,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/protected_inventory_postqa.csv","post-QA protected inventory","88ae07f53e39cfd90050da865005b406ae0e0f8b50986a8da2fad4d1b1d1dbcd","88ae07f53e39cfd90050da865005b406ae0e0f8b50986a8da2fad4d1b1d1dbcd",34270,34270,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/stage3_manifest_postrender_audit.csv","historical manifest classification","dad3b92eea862fb20a4ee022c36fb13196f4a221148d625024f80a71a2ee6d84","dad3b92eea862fb20a4ee022c36fb13196f4a221148d625024f80a71a2ee6d84",8061,8061,TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/loopback_exit_audit.csv","loopback teardown","6889665c5d712542998d41cde839212b401b19a3cc20cd929db7178bb93c25ca","6889665c5d712542998d41cde839212b401b19a3cc20cd929db7178bb93c25ca",333,333,TRUE,"PASS"
"notebooks/hypotheses/H09.qmd","accepted result source","c738a4365d01497030a260691ceff35fd5c2dab478148fd28676e27981e203c6","c738a4365d01497030a260691ceff35fd5c2dab478148fd28676e27981e203c6",36970,36970,TRUE,"PASS"
"_build/nathealth/notebooks/hypotheses/H09.html","fresh stopped result HTML","dbc9122ca0a7be6e051741d8354f9ebdec8e072753d9b2592d6387f9716a7caa","dbc9122ca0a7be6e051741d8354f9ebdec8e072753d9b2592d6387f9716a7caa",244127,244127,TRUE,"PASS"
"audit/hypotheses/H09/H09_analysis_preparation.qmd","held companion source","7563a933289b1c4a2275eead58ae8cfaa6492fb0a27b7202f4a9be516eb88a46","7563a933289b1c4a2275eead58ae8cfaa6492fb0a27b7202f4a9be516eb88a46",47901,47901,TRUE,"PASS"
"_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html","held companion HTML","4054dfc668365fdcb0d8cdedcb73900cbd3c471a1443fdcf37dfb4a1c9379d05","4054dfc668365fdcb0d8cdedcb73900cbd3c471a1443fdcf37dfb4a1c9379d05",593181,593181,TRUE,"PASS"
"tests/hypotheses/H09/test_h09_stage3_reader_report.R","protected historical result test","a0309e55d305b13be7571e404eb9650154f0ffc494c44b4512c833aa579d2bd1","a0309e55d305b13be7571e404eb9650154f0ffc494c44b4512c833aa579d2bd1",17786,17786,TRUE,"PASS"
"tests/hypotheses/H09/test_h09_preparation_report.R","protected historical companion test","9a243e391de7069179fcd0ccb7cc6813a5e779b1ae1bf7fcb52706349553dfe7","9a243e391de7069179fcd0ccb7cc6813a5e779b1ae1bf7fcb52706349553dfe7",12824,12824,TRUE,"PASS"
"_quarto-nathealth.yml","accepted profile","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,7480,TRUE,"PASS"
"renv.lock","protected lockfile","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,603493,TRUE,"PASS"
"artifacts/11_source_data/H09/H09_primary_effects_data.csv","frozen primary figure source","3972ae75c9aef8551cc85f50d7a438b35b7a55dca58d81f3630133132a25aaf6","3972ae75c9aef8551cc85f50d7a438b35b7a55dca58d81f3630133132a25aaf6",6778,6778,TRUE,"PASS"
"artifacts/11_source_data/H09/H09_paired_placement_effects_data.csv","frozen paired figure source","ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0","ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,8394,TRUE,"PASS"
"artifacts/11_source_data/H09/H09_primary_diagnostic_figure_data.csv","frozen diagnostic figure source","b3119775c6725295b54af0fea735d89b892f4e9dcea94c9ff564248e5345854a","b3119775c6725295b54af0fea735d89b892f4e9dcea94c9ff564248e5345854a",9773267,9773267,TRUE,"PASS"
"artifacts/10_figures/H09/H09_primary_effects.png","primary PNG preimage","f288cfaff6e555715af30c778974e50d9bcc8c9a90c643b5e994ad2d8b95be1f","f288cfaff6e555715af30c778974e50d9bcc8c9a90c643b5e994ad2d8b95be1f",139103,139103,TRUE,"PASS"
"artifacts/10_figures/H09/H09_primary_effects.pdf","primary PDF preimage","b354077d2c1225104ecef7af1d879acd2037a7b740940392092b2d09f2f833e0","b354077d2c1225104ecef7af1d879acd2037a7b740940392092b2d09f2f833e0",17970,17970,TRUE,"PASS"
"artifacts/10_figures/H09/H09_paired_placement_effects.png","paired PNG preimage","4cffc5339801d25e817639064b6f40e0b0a6bbe69a735e5f245d97cee898e185","4cffc5339801d25e817639064b6f40e0b0a6bbe69a735e5f245d97cee898e185",129869,129869,TRUE,"PASS"
"artifacts/10_figures/H09/H09_paired_placement_effects.pdf","paired PDF preimage","5d8f8e95c4642ca29391941f63852776ee6d4ee3cb0cbdedfe74d24ec645ff7c","5d8f8e95c4642ca29391941f63852776ee6d4ee3cb0cbdedfe74d24ec645ff7c",16857,16857,TRUE,"PASS"
"artifacts/10_figures/H09/H09_diagnostics_near_eye.png","near-eye diagnostic PNG preimage","df6a267517ea08635a00fcfa153a1e3a7f6dbbbe764745860c16bd3b53165e96","df6a267517ea08635a00fcfa153a1e3a7f6dbbbe764745860c16bd3b53165e96",2557336,2557336,TRUE,"PASS"
"artifacts/10_figures/H09/H09_diagnostics_near_eye.pdf","near-eye diagnostic PDF preimage","a01d7184d3fc68bf33375f950c9ba422ac7f86f803cd214064ddf86d003ca5ac","a01d7184d3fc68bf33375f950c9ba422ac7f86f803cd214064ddf86d003ca5ac",627893,627893,TRUE,"PASS"
"artifacts/10_figures/H09/H09_diagnostics_chest.png","chest diagnostic PNG preimage","e82b32d5d69a73e45a7d93e8b1bb8357dc3104e67c5f128eba4f3f5538961a75","e82b32d5d69a73e45a7d93e8b1bb8357dc3104e67c5f128eba4f3f5538961a75",2626860,2626860,TRUE,"PASS"
"artifacts/10_figures/H09/H09_diagnostics_chest.pdf","chest diagnostic PDF preimage","614b46f3cb2026ea1f6c7350959482ce4473c114b0c90ec066a176f73c635596","614b46f3cb2026ea1f6c7350959482ce4473c114b0c90ec066a176f73c635596",695820,695820,TRUE,"PASS"
"artifacts/12_manifests/H09/H09_figure_manifest.csv","current figure manifest","0ad64452efd82932b5db6782090f9b3660b31d63d115cd7d806c10597fbdf76b","0ad64452efd82932b5db6782090f9b3660b31d63d115cd7d806c10597fbdf76b",4284,4284,TRUE,"PASS"
"scripts/hypotheses/H09/run_h09_stage2.R","reproducible Stage 2 builder","a234fcaabf254ee924fe3ceb2de1e6c9fbf3ef3f7be1e5a3c5ff3b2cf39bd9c6","a234fcaabf254ee924fe3ceb2de1e6c9fbf3ef3f7be1e5a3c5ff3b2cf39bd9c6",90288,90288,TRUE,"PASS"
