run_id,placement,participant,participant_day,site,light_source,time_hour,fitted_mean_lx,observed_mel_edi_lx,standardized_residual,observed_zero,working_zero_probability,AR_start
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Darkness during sleep,0.5,0.010975930115359632,0,-0.7384481266283829,TRUE,0.973278194701203,TRUE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Darkness during sleep,1.5,0.004258117499607006,0,-0.4845364282394499,TRUE,0.9826324355835401,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Darkness during sleep,2.5,0.0016949606870237607,0,-0.39256677185288313,TRUE,0.9885977407164608,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Darkness during sleep,3.5,0.0012455007473585996,0,-0.3772105399606404,TRUE,0.9900973044983838,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Darkness during sleep,4.5,0.0038339285320872158,0,-0.5161767181846839,TRUE,0.983444200410243,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Darkness during sleep,5.5,0.043367653257502414,0,-0.9338779990095966,TRUE,0.9503115248920019,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Daylight indoors,6.5,3.880992569805297,0.0813396570405936,-2.26105292628242,FALSE,0.6683455332285974,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Electric light source indoors,7.5,16.611917883856595,8.332938959343156,-0.7546355341669149,FALSE,0.45536761085286726,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Daylight outdoors (including shade),8.5,132.57799261817954,130.77522313804167,0.1343741347796963,FALSE,0.1293161052115838,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Daylight indoors,9.5,76.51940517537395,232.04457809195358,4.048951168008107,FALSE,0.2042391774214866,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Electric light source indoors,10.5,127.08609129324071,285.05956181620627,2.424026520508041,FALSE,0.13451679981357254,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Electric light source indoors,11.5,165.86703216852868,135.4437423530582,-1.1102300387933572,FALSE,0.10356436325103935,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Daylight outdoors (including shade),12.5,773.3630672311311,865.5767112212898,0.6402331568449926,FALSE,0.010006959471910248,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Daylight outdoors (including shade),13.5,929.5491263763771,278.4858916538952,-4.535273847623028,FALSE,0.006663386771421674,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Electric light source indoors,14.5,268.93580892517,129.16086541870627,-1.5672186643269719,FALSE,0.058882788528359556,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Electric light source indoors,15.5,234.24069071292132,149.9305454438287,-1.0714430750734016,FALSE,0.07010053701947415,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Electric light source indoors,16.5,148.675519643431,101.98295830086977,-0.8794620118842996,FALSE,0.11576028307111241,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Electric light source indoors,17.5,73.79673609775166,107.55284855679706,1.297978171401446,FALSE,0.2096731465330062,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Electric light source outdoors,18.5,29.334875607251767,5.196200900106424,-2.755893696097106,FALSE,0.35991304422895737,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Electric light source indoors,19.5,13.037621259369175,5.980903559338291,-0.7827709810954565,FALSE,0.4947643517084033,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Electric light source indoors,20.5,5.200253518803681,9.824332673889383,1.2885043738123627,FALSE,0.630640570844973,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Electric light source indoors,21.5,2.247208129262541,0.5947180043382664,-1.3671984506699884,FALSE,0.7309705829078885,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Electric light source indoors,22.5,1.1551439443544405,0.5358738907406639,-0.48430796140504856,FALSE,0.7939523913626935,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-04,RISE,Darkness during sleep,23.5,0.13656434351888064,0,-1.2304438781688376,TRUE,0.9172343609381244,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-05,RISE,Darkness during sleep,0.5,0.005408552290022342,0,-0.6275013664765221,TRUE,0.9806320633728922,TRUE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-05,RISE,Darkness during sleep,1.5,0.002098250527438702,0,-0.41173815717582163,TRUE,0.9874286206013632,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-05,RISE,Darkness during sleep,2.5,8.352170074836372e-4,0,-0.33358631011183765,TRUE,0.9917534708788388,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-05,RISE,Darkness during sleep,3.5,6.137389586622904e-4,0,-0.32053724661118377,TRUE,0.99283951366095,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-05,RISE,Darkness during sleep,4.5,0.0018892251248014513,0,-0.43862471082854587,TRUE,0.9880175786635342,FALSE
reader_temporal_raw_mean__near_eye,Near-eye,RISE.RISE_S001,RISE.RISE_S001.2025-03-05,RISE,Darkness during sleep,5.5,0.02137005409778652,0,-0.7935692425363631,TRUE,0.9638674837409085,FALSE
