run_id,placement,family_id,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,estimate_model_per_point,conf_low_model_per_point,conf_high_model_per_point,estimate_model_per_sd,conf_low_model_per_sd,conf_high_model_per_sd,effect_type,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,interval_method,p_raw,p_adjusted,family_rank,family_observed_tests,model_adequacy,specified_limitations,reader_inference_status,observations,participants,participant_days,represented_days,sites,leba_participant_mean,leba_participant_sd,model_frame_hash
main__glasses__all_available,glasses,H05-F1-primary,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,1,leba_f2,Spending time outdoors,0.0070509467030775,-0.01170775094163679,0.02580964434779181,0.02741120608262995,-0.04551496236459118,0.1003373745298511,odds_ratio,1.0070758631548813,0.988360518089082,1.0261455972665006,1.0277903495240288,0.9555053058462436,1.1055438374977586,wald_normal,0.4451561848536253,0.6580569689140547,46,68,acceptable,,retained_for_inference,141,141,,816,9,16.148936170212767,3.88759229603393,18507430b56194955a4b150f7f15d679e57feb96a2a352155afcb04d1527f737
main__glasses__all_available,glasses,H05-F1-primary,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.02272091602268352,-0.04527767730960381,-1.641547357632278e-4,-0.07104972769751748,-0.14158613325324318,-5.133221417917886e-4,odds_ratio,0.9775352601361164,0.9557320598768893,0.9998358587368882,0.9314155738240322,0.8679804103885551,0.9994868095854784,wald_normal,0.04203231947018561,0.2598361567247838,11,68,acceptable,,retained_for_inference,141,141,,816,9,14.00709219858156,3.1270626424825787,e23f5989b838ed8b8c98d976c2f7fd90204402343dedf806fb1d40e1f820c257
main__glasses__all_available,glasses,H05-F1-primary,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.00589783828377822,-0.02322812234096084,0.01143244577340439,-0.02509034427153414,-0.0988161353828562,0.04863544683978792,odds_ratio,0.9941195198225656,0.9770395737940852,1.0114980459333278,0.9752218023449728,0.9059092573705868,1.049837559370388,wald_normal,0.4893026205939236,0.6790322081711593,49,68,acceptable,,retained_for_inference,141,141,,816,9,12.872340425531917,4.254159416432996,d6efefb3da50393586bd2d8a1b0785227d1813ea00615dcd221ce4e353c3a736
main__glasses__all_available,glasses,H05-F1-primary,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,0.0224070863143947,0.00288849210360397,0.04192568052518542,0.08564171303586564,0.01104005261426148,0.1602433734574698,odds_ratio,1.0226600106393116,1.002892667816457,1.0428169742608977,1.0894159348448855,1.0111012188808193,1.1737965071465812,wald_normal,0.0207656045869101,0.20172301598712664,7,68,acceptable,,retained_for_inference,141,141,,816,9,12.141843971631207,3.822081632311467,a3c871e0f553f801ad823cbc7432d60384370a594450f74fc54eab3f24b35ef2
main__glasses__all_available,glasses,H05-F1-primary,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,-0.01479049727401025,-0.03202411020793551,0.002443115659915,-0.05749942325695309,-0.12449668413171162,0.00949783761780543,difference,-0.01479049727401025,-0.03202411020793551,0.002443115659915,-0.05749942325695309,-0.12449668413171162,0.00949783761780543,wald_normal,0.08259603097397696,0.3510331316394021,16,68,acceptable,,retained_for_inference,141,141,,816,9,16.148936170212767,3.88759229603393,4534743e1b20d976aac74529e6cadda5a357c67b2516f3974dde9b1dd35cbc82
main__glasses__all_available,glasses,H05-F1-primary,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,-3.788739588596072e-4,-0.02158968507310933,0.02083193715539012,-0.00118476260295935,-0.06751229765508396,0.06514277244916523,difference,-3.788739588596072e-4,-0.02158968507310933,0.02083193715539012,-0.00118476260295935,-0.06751229765508396,0.06514277244916523,wald_normal,0.9710263609977764,0.9784410087327864,67,68,acceptable,,retained_for_inference,141,141,,816,9,14.00709219858156,3.1270626424825787,0bbdfcf65a05ea009d32170e54f4b393b47a501242683ff65363a6cfa99689f9
main__glasses__all_available,glasses,H05-F1-primary,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,2.1378475352448208e-4,-0.01587254383033476,0.01630011333738372,9.094744222959826e-4,-0.0675243317985641,0.06934328064315605,difference,2.1378475352448208e-4,-0.01587254383033476,0.01630011333738372,9.094744222959826e-4,-0.0675243317985641,0.06934328064315605,wald_normal,0.9784410087327864,0.9784410087327864,68,68,acceptable,,retained_for_inference,141,141,,816,9,12.872340425531917,4.254159416432996,1fd6f97db52e04515a347a9a5e565022491725822c9b1f18bf8542e4576d56fe
main__glasses__all_available,glasses,H05-F1-primary,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,0.01486582006307108,-0.0033906502375999,0.03312229036374208,0.0568183778123113,-0.0129593419947231,0.1265960976193457,difference,0.01486582006307108,-0.0033906502375999,0.03312229036374208,0.0568183778123113,-0.0129593419947231,0.1265960976193457,wald_normal,0.09939727188494832,0.3622686226212153,18,68,acceptable,,retained_for_inference,141,141,,816,9,12.141843971631207,3.822081632311467,45c13261e3eb5091e038c4c69385572962ac9221d0021228d5dcdf3ba2ca4c46
main__glasses__all_available,glasses,H05-F1-primary,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,0.00979673042476386,-0.00395874753357878,0.0235522083831065,0.03808569372563319,-0.0153899964134842,0.0915613838647506,ratio,1.0228141566740474,0.9909260658281436,1.055728409181111,1.0916557175340216,0.9651837547670424,1.2346998172512262,wald_normal,0.14968824646923518,0.3789681491010109,26,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,16.148936170212767,3.88759229603393,5bd07e8cb55d8d6f1029ec40f306c522c611d19af212270a0b77a2b5f2ee7a46
main__glasses__all_available,glasses,H05-F1-primary,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.01203569263342984,-0.02877897118743267,0.00470758592057298,-0.03763636481040124,-0.08999364568930322,0.01472091606850073,ratio,0.9726672815146744,0.9358818584759452,1.0108985786622808,0.9169879636825734,0.8128424090516311,1.0344771830000583,wald_normal,0.14586144162320647,0.3789681491010109,25,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,14.00709219858156,3.1270626424825787,4860db7c7d03c877cac0b3cc134c480efdb50352b037626a8a7cd9baa512aac8
main__glasses__all_available,glasses,H05-F1-primary,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.0117679589039111,-0.02440314514141445,8.672273335922406e-4,-0.05006277318326996,-0.10381486969392945,0.0036893233273895,ratio,0.9732670960109472,0.945359199683696,1.001998859792678,0.8911221255014805,0.787381361741444,1.0085311656374183,wald_normal,0.05978507192023467,0.312721914659689,13,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,12.872340425531917,4.254159416432996,c14ee1d87b309b0ad8fcf16e9e85006bd0e70949e151255929d8adf0405a3752
main__glasses__all_available,glasses,H05-F1-primary,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.00691513083161716,-0.02152684666833525,0.00769658500510092,-0.02643019453655469,-0.08227736525262948,0.0294169761795201,ratio,0.9842034185077868,0.95164101895082,1.0178800090714386,0.9409570607520096,0.8274135613901652,1.0700817964494935,wald_normal,0.33550808417780265,0.584988454463861,39,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,12.141843971631207,3.822081632311467,73544514e26698f9fd3b113108178477418c6d308ea56a519c5904a948eb3166
