sample_id,quadrature_nodes,decomposition,player,shapley_variance,absolute_r2_contribution,relative_weight_percent,relative_weight_denominator,absolute_r2_denominator,relative_weight_defined
primary_any_valid,30,global,analysis_state,0.07009206093022212,0.5461301422664417,94.22887007457923,0.07438491077601421,0.1283431466341335,TRUE
primary_any_valid,30,global,site,0.0035381953751819533,0.027568245504126926,4.756603642150045,0.07438491077601421,0.1283431466341335,TRUE
primary_any_valid,30,global,day_type,7.546544706101394e-4,0.005879974820637874,1.0145262832707216,0.07438491077601421,0.1283431466341335,TRUE
primary_any_valid,30,Wake outside the three hours before sleep,site,0.004551139448060317,0.10983216160101443,78.68007008450445,0.005784361202490383,0.0414372200430068,TRUE
primary_any_valid,30,Wake outside the three hours before sleep,day_type,0.001233221754430067,0.029761208718879613,21.31992991549558,0.005784361202490383,0.0414372200430068,TRUE
primary_any_valid,30,Pre-sleep,site,0.003999364444775584,0.04105496181040373,76.91396371281917,0.005199789806319673,0.09741488649399024,TRUE
primary_any_valid,30,Pre-sleep,day_type,0.0012004253615440898,0.012322812300542453,23.086036287180836,0.005199789806319673,0.09741488649399024,TRUE
primary_any_valid,30,Sleep environment,site,0.005770483432603182,0.14089613349972588,83.04249491790564,0.006948831966462208,0.04095558401263303,TRUE
primary_any_valid,30,Sleep environment,day_type,0.0011783485338590265,0.028771376657589765,16.95750508209436,0.006948831966462208,0.04095558401263303,TRUE
support_80,30,global,analysis_state,0.0693805556898214,0.5475165018960916,93.94022428689775,0.07385606774572948,0.12671865678851912,TRUE
support_80,30,global,site,0.0037415744144266164,0.0295266262226164,5.066035233974344,0.07385606774572948,0.12671865678851912,TRUE
support_80,30,global,day_type,7.339376414814495e-4,0.005791867275758128,0.993740479127915,0.07385606774572948,0.12671865678851912,TRUE
support_80,30,Wake outside the three hours before sleep,site,0.004641250967228007,0.11055222777407997,77.46822140488032,0.005991167582086271,0.041982428221280885,TRUE
support_80,30,Wake outside the three hours before sleep,day_type,0.0013499166148582668,0.03215432436978465,22.53177859511973,0.005991167582086271,0.041982428221280885,TRUE
support_80,30,Pre-sleep,site,0.004477542783346924,0.04762302259152998,85.2249266817862,0.005253794819988786,0.09402055013919423,TRUE
support_80,30,Pre-sleep,day_type,7.762520366418658e-4,0.008256195432728814,14.775073318213876,0.005253794819988786,0.09402055013919423,TRUE
support_80,30,Sleep environment,site,0.006166193960874639,0.14996265353388505,84.60231349937604,0.007288446031585313,0.041118197201554234,TRUE
support_80,30,Sleep environment,day_type,0.0011222520707106754,0.02729331894610047,15.397686500623973,0.007288446031585313,0.041118197201554234,TRUE
