scenario,state_display,estimate,conf_low,conf_high,shift_percentage_points,direction_retained
LOSO-RISE,Daytime,-0.051118632895428714,-0.07970264749351831,-0.022534618297339114,-0.025161412508583475,TRUE
LOSO-RISE,Pre-sleep,0.06872798225712322,0.020248318870043365,0.11720764564420308,0.9548164072050267,TRUE
LOSO-RISE,Sleep,-0.06507947891789113,-0.09399659324022912,-0.03616236459555315,-0.01698568729512212,TRUE
LOSO-THUAS,Daytime,-0.05480959528860879,-0.08270428639228025,-0.026914904184937326,-0.3942576518265912,TRUE
LOSO-THUAS,Pre-sleep,0.05536692082077152,0.008321332212062812,0.10241250942948023,-0.3812897364301432,TRUE
LOSO-THUAS,Sleep,-0.06054987220943539,-0.08880578295473145,-0.032293961464139334,0.4359749835504523,TRUE
LOSO-BAUA,Daytime,-0.06986019346413737,-0.09743470063317546,-0.04228568629509928,-1.8993174693794488,TRUE
LOSO-BAUA,Pre-sleep,0.05704313060496703,0.00849870357060975,0.10558755763932431,-0.21366875801059199,TRUE
LOSO-BAUA,Sleep,-0.06703693462547082,-0.09585221988773579,-0.03822164936320585,-0.21273125805309073,TRUE
LOSO-MPI,Daytime,-0.04822543195735831,-0.07713153716097707,-0.019319326753739555,0.264158681298457,TRUE
LOSO-MPI,Pre-sleep,0.06741287771347815,0.017071856712277046,0.11775389871467926,0.8233059528405196,TRUE
LOSO-MPI,Sleep,-0.06299821584719968,-0.09273013905150673,-0.033266292642892624,0.19114061977402313,TRUE
LOSO-TUM,Daytime,-0.04288700474348994,-0.0714408443331798,-0.014333165153800082,0.7980014026852937,TRUE
LOSO-TUM,Pre-sleep,0.06324697933678207,0.015892149725155673,0.11060180894840846,0.4067161151709117,TRUE
LOSO-TUM,Sleep,-0.061877562817302154,-0.08824563480501851,-0.0355094908295858,0.30320592276377595,TRUE
LOSO-FUSPCEU,Daytime,-0.039046681684076386,-0.0691157587416444,-0.008977604626508373,1.1820337086266495,TRUE
LOSO-FUSPCEU,Pre-sleep,0.054208227947810605,0.0052067445852982674,0.10320971131032294,-0.49715902372623466,TRUE
LOSO-FUSPCEU,Sleep,-0.0699360476668477,-0.0994390150551304,-0.040433080278565,-0.5026425621907791,TRUE
LOSO-IZTECH,Daytime,-0.054156464205527534,-0.08431447303276557,-0.023998455378289502,-0.3289445435184654,TRUE
LOSO-IZTECH,Pre-sleep,0.06605308889995304,0.017151675051351838,0.11495450274855423,0.6873270714880086,TRUE
LOSO-IZTECH,Sleep,-0.05944327087695052,-0.08769388210972023,-0.031192659644180807,0.5466351167989394,TRUE
LOSO-UCR,Daytime,-0.05504253043800683,-0.08219771242082402,-0.02788734845518964,-0.41755116676639514,TRUE
LOSO-UCR,Pre-sleep,0.04791983186916765,0.0034277320285754503,0.09241193170975985,-1.1259986315905302,TRUE
LOSO-UCR,Sleep,-0.06479457988302215,-0.08986202041157818,-0.03972713935446612,0.011504216191776662,TRUE
LOSO-KNUST,Daytime,-0.04239577337860531,-0.07261802763665633,-0.0121735191205543,0.8471245391737569,TRUE
LOSO-KNUST,Pre-sleep,0.05489132136357232,0.006136732868723724,0.10364590985842091,-0.4288496821500634,TRUE
LOSO-KNUST,Sleep,-0.07237416790834972,-0.10098039548156153,-0.04376794033513791,-0.7464545863409805,TRUE
INFLUENCE-1,Daytime,-0.05687285347122839,-0.08363471121358997,-0.03011099572886682,-0.6005834700885511,TRUE
INFLUENCE-1,Pre-sleep,0.058703632414616444,0.013176563480934649,0.10423070134829823,-0.04761857704565081,TRUE
INFLUENCE-1,Sleep,-0.06300525197011102,-0.08923239024007266,-0.03677811370014937,0.19043700748288955,TRUE
INFLUENCE-2,Daytime,-0.0505016164149414,-0.07773529333824022,-0.023267939491642572,0.036540235540147986,TRUE
INFLUENCE-2,Pre-sleep,0.05802002494777672,0.012256720342368826,0.10378332955318462,-0.11597932372962305,TRUE
INFLUENCE-2,Sleep,-0.06500757136110781,-0.09172101507796468,-0.038294127644250935,-0.009794931616789737,TRUE
INFLUENCE-3,Daytime,-0.052281045387389334,-0.07960491980690489,-0.024957170967873782,-0.14140266170464544,TRUE
INFLUENCE-3,Pre-sleep,0.06166648802173719,0.0159030390694703,0.10742993697400408,0.24866698366642348,TRUE
INFLUENCE-3,Sleep,-0.06439559146795187,-0.08985605426195634,-0.038935128673947404,0.05140305769880393,TRUE
INFLUENCE-5,Daytime,-0.05301478973919137,-0.08016639621970245,-0.025863183258680287,-0.21477709688484878,TRUE
INFLUENCE-5,Pre-sleep,0.05802989542614215,0.012209950091454369,0.10384984076082993,-0.11499227589308048,TRUE
INFLUENCE-5,Sleep,-0.06664870609680337,-0.09344851011725834,-0.039848902076348405,-0.17390840518634598,TRUE
