scenario_id,run_id,model_role,predictor_id,effect_id,site,log_estimate,log_standard_error,estimate_ratio,conf_low_ratio,conf_high_ratio,denominator_df,status,inferential_role
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,work_free_day,free_vs_work,RISE,0.7160500284594391,0.3157225008002096,2.0463342637648654,1.0957409699623295,3.821600208306581,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,activity_status,active_vs_sedentary,RISE,0.7177401622301984,0.4853957524923546,2.0497957667878977,0.7846188006682805,5.3550369707722005,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,previous_sleep_duration_centered_h,per_hour_previous_sleep,RISE,0.024770469308132988,0.19111149902771346,1.0250798062423911,0.702351859882376,1.4960999880343673,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,work_free_day,free_vs_work,THUAS,0.942582552732013,0.29023538512121705,2.56660124968757,1.445400656174294,4.5575197069119415,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,activity_status,active_vs_sedentary,THUAS,0.7242482538201928,0.5853600358553751,2.0631795295164057,0.6480311121224123,6.568681181176762,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,previous_sleep_duration_centered_h,per_hour_previous_sleep,THUAS,-0.12086656346077924,0.20761193690236937,0.8861521967864813,0.5876628079936239,1.3362521929038371,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,work_free_day,free_vs_work,BAUA,0.92969561415878,0.2890338104750347,2.5337378263099097,1.4302893793819231,4.488481467469116,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,activity_status,active_vs_sedentary,BAUA,0.8121964597712872,0.3811326125363815,2.252850852554578,1.0598963997392896,4.788521750903491,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,previous_sleep_duration_centered_h,per_hour_previous_sleep,BAUA,-0.0828076883486691,0.2735120536188065,0.9205281584891701,0.5358405862385134,1.5813884060553045,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,work_free_day,free_vs_work,MPI,0.02388272455181517,0.2485357467132917,1.0241702008280484,0.6263690613062362,1.6746111279454436,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,activity_status,active_vs_sedentary,MPI,1.0501718743313213,0.32810394635882645,2.8581423171492784,1.4934030708602486,5.470041989651094,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
