scenario_id,log_estimate_difference,detailed_stability_classification,predictor_id,site,primary_log_estimate,primary_log_standard_error,primary_ratio,primary_conf_low,primary_conf_high,sensitivity_log_estimate,sensitivity_log_standard_error,sensitivity_ratio,sensitivity_conf_low,sensitivity_conf_high
H06-S-EMP-NE,0.048137972454548095,stable within model uncertainty,work_free_day,RISE,0.667912056004891,0.2192655536591313,1.950161239352829,1.2640250296136155,3.008744898537882,0.7160500284594391,0.3157225008002096,2.0463342637648654,1.0957409699623295,3.821600208306581
H06-S-EMP-NE,-0.40610242669168106,stable within model uncertainty,activity_status,RISE,1.1238425889218795,0.5761025306896499,3.0766538341482152,0.984683332795796,9.61303852712,0.7177401622301984,0.4853957524923546,2.0497957667878977,0.7846188006682805,5.3550369707722005
H06-S-EMP-NE,-0.16097427918894014,stable within model uncertainty,previous_sleep_duration_centered_h,RISE,0.18574474849707312,0.20681532866133856,1.204114869018232,0.7999187384150142,1.8125498855842028,0.024770469308132988,0.19111149902771346,1.0250798062423911,0.702351859882376,1.4960999880343673
H06-S-EMP-NE,0.1925176018989041,stable within model uncertainty,work_free_day,THUAS,0.7500649508331089,0.3366591465879746,2.117137521992942,1.08795634926811,4.119899929850793,0.942582552732013,0.29023538512121705,2.56660124968757,1.445400656174294,4.5575197069119415
H06-S-EMP-NE,-0.09263357310793852,stable within model uncertainty,activity_status,THUAS,0.8168818269281313,0.6325521071623839,2.263431052654143,0.6478938489963909,7.907344911600759,0.7242482538201928,0.5853600358553751,2.0631795295164057,0.6480311121224123,6.568681181176762
H06-S-EMP-NE,-0.09245042094510453,stable within model uncertainty,previous_sleep_duration_centered_h,THUAS,-0.02841614251567472,0.22724097445661737,0.9719837988448754,0.6201468461066307,1.5234335402142325,-0.12086656346077924,0.20761193690236937,0.8861521967864813,0.5876628079936239,1.3362521929038371
H06-S-EMP-NE,0.036144758419694334,stable within model uncertainty,work_free_day,BAUA,0.8935508557390857,0.27584455058155355,2.4437918153335674,1.4163051763639785,4.216688985083923,0.92969561415878,0.2890338104750347,2.5337378263099097,1.4302893793819231,4.488481467469116
H06-S-EMP-NE,0.0363369125867562,stable within model uncertainty,activity_status,BAUA,0.775859547184531,0.3657053702281261,2.1724586556048333,1.0540658782447327,4.477496812790832,0.8121964597712872,0.3811326125363815,2.252850852554578,1.0598963997392896,4.788521750903491
H06-S-EMP-NE,-0.0011904527050805996,stable within model uncertainty,previous_sleep_duration_centered_h,BAUA,-0.0816172356435885,0.2803785526549445,0.921624656260421,0.529361950862454,1.6045581017738084,-0.0828076883486691,0.2735120536188065,0.9205281584891701,0.5358405862385134,1.5813884060553045
H06-S-EMP-NE,-2.525757381022231e-14,stable within model uncertainty,work_free_day,MPI,0.02388272455184043,0.24853574671333803,1.0241702008280742,0.6264966701142197,1.674270032549388,0.02388272455181517,0.2485357467132917,1.0241702008280484,0.6263690613062362,1.6746111279454436
H06-S-EMP-NE,-9.325873406851315e-15,stable within model uncertainty,activity_status,MPI,1.0501718743313306,0.3281039463588739,2.858142317149305,1.4938047360062965,5.4685711647423565,1.0501718743313213,0.32810394635882645,2.8581423171492784,1.4934030708602486,5.470041989651094
