"check","pass"
"primary_pin",TRUE
"exact_three_family_jobs",TRUE
"BA-LB-DIAG-BINOMIAL_manifest.csv_shape",TRUE
"BA-LB-DIAG-BINOMIAL_manifest.csv_exact",TRUE
"DIAG-BINOMIAL_exact_primary_frame",TRUE
"DIAG-BINOMIAL_registered_scope",TRUE
"DIAG-BINOMIAL_gate_export",TRUE
"DIAG-BINOMIAL_one_finished_execution",TRUE
"BA-LB-FRACTIONAL-EQUAL_manifest.csv_shape",TRUE
"BA-LB-FRACTIONAL-EQUAL_manifest.csv_exact",TRUE
"FRACTIONAL-EQUAL_exact_primary_frame",TRUE
"FRACTIONAL-EQUAL_registered_scope",TRUE
"FRACTIONAL-EQUAL_gate_export",TRUE
"FRACTIONAL-EQUAL_one_finished_execution",TRUE
"BA-LB-FRACTIONAL-MINUTE_manifest.csv_shape",TRUE
"BA-LB-FRACTIONAL-MINUTE_manifest.csv_exact",TRUE
"FRACTIONAL-MINUTE_exact_primary_frame",TRUE
"FRACTIONAL-MINUTE_registered_scope",TRUE
"FRACTIONAL-MINUTE_gate_export",TRUE
"FRACTIONAL-MINUTE_one_finished_execution",TRUE
"manifest.csv_shape",TRUE
"manifest.csv_exact",TRUE
"output_scope_and_owner_checks",TRUE
"family_status_exact_export",TRUE
"family_primary_comparison_exact_export",TRUE
"quadrature_exact_export",TRUE
"observed_support_weights_exact_export",TRUE
"observed_support_means_exact_export",TRUE
"observed_support_contrasts_exact_export",TRUE
"grouping_C_B_comparison_exact_export",TRUE
"checks_exact_export",TRUE
"failed_family_fits_withheld",TRUE
"FRACTIONAL-EQUAL_saved_cell_grid",TRUE
"FRACTIONAL-EQUAL_Wake outside the three hours before sleep_contrast",TRUE
"FRACTIONAL-EQUAL_Pre-sleep_contrast",TRUE
"FRACTIONAL-EQUAL_Sleep environment_contrast",TRUE
"FRACTIONAL-MINUTE_saved_cell_grid",TRUE
"FRACTIONAL-MINUTE_Wake outside the three hours before sleep_contrast",TRUE
"FRACTIONAL-MINUTE_Pre-sleep_contrast",TRUE
"FRACTIONAL-MINUTE_Sleep environment_contrast",TRUE
"STORED-B-BETA-BINOMIAL_saved_cell_grid",TRUE
"STORED-B-BETA-BINOMIAL_Wake outside the three hours before sleep_contrast",TRUE
"STORED-B-BETA-BINOMIAL_Pre-sleep_contrast",TRUE
"STORED-B-BETA-BINOMIAL_Sleep environment_contrast",TRUE
"family_primary_qualifications",TRUE
"observed_support_exact_denominator_weights",TRUE
"Wake outside the three hours before sleep_Work day_weighted_mean",TRUE
"Wake outside the three hours before sleep_Free day_weighted_mean",TRUE
"Wake outside the three hours before sleep_weighted_contrast",TRUE
"Pre-sleep_Work day_weighted_mean",TRUE
"Pre-sleep_Free day_weighted_mean",TRUE
"Pre-sleep_weighted_contrast",TRUE
"Sleep environment_Work day_weighted_mean",TRUE
"Sleep environment_Free day_weighted_mean",TRUE
"Sleep environment_weighted_contrast",TRUE
"six_exact_historical_current_comparisons",TRUE
"no_new_family_or_primary_transition",TRUE
