path,bytes,sha256,resolved_path,observed_sha256,observed_bytes,passed,authority_set
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd,35551,ee890d1a0d63dceab217ac2e8b9e32d7f4553ce821d4253154485cb353ea1086,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd,ee890d1a0d63dceab217ac2e8b9e32d7f4553ce821d4253154485cb353ea1086,35551,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd,17182,4009da02e9239835a0b3a74381472034bc5d478f5b7491e73e80ce88548c4272,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd,4009da02e9239835a0b3a74381472034bc5d478f5b7491e73e80ce88548c4272,17182,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.html,2707662,702d07f2db41338920e8d58d9807d66fabe05e0aa7d632e18ed1a67f34d21f15,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage3/evidence/report_finishing_003/history/implementation_and_reconciliation.html,702d07f2db41338920e8d58d9807d66fabe05e0aa7d632e18ed1a67f34d21f15,2707662,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd,15689,d8477c9c0080a4bc97ec1a88834514ace40fa40f657d68a3be3a4e2f3c9c4041,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage3/evidence/report_finishing_003/history/implementation_and_reconciliation.qmd,d8477c9c0080a4bc97ec1a88834514ace40fa40f657d68a3be3a4e2f3c9c4041,15689,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/cache_preflight.json,259,a7667cdf6d4a45333742702bf7c0c350ea82584ea6b88c79c86ca198db271216,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/cache_preflight.json,a7667cdf6d4a45333742702bf7c0c350ea82584ea6b88c79c86ca198db271216,259,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/execution.log,3714,fecec4ede3aa61d0864565722b3d3287991dac11eadec3844b8bdaf2a42c7cac,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/execution.log,fecec4ede3aa61d0864565722b3d3287991dac11eadec3844b8bdaf2a42c7cac,3714,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/finish.json,1672,4b0bc442fda98ae15ce35319330772db797a2a832260ce583e109ce94875ab55,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/finish.json,4b0bc442fda98ae15ce35319330772db797a2a832260ce583e109ce94875ab55,1672,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/process_preflight.json,30,70a6a3f7461d7356aa911407fc95b4550116791a7c3ce3f71c61281db8ccac1f,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/process_preflight.json,70a6a3f7461d7356aa911407fc95b4550116791a7c3ce3f71c61281db8ccac1f,30,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/process_samples.json,3767,f228c1b2ae4b8f7900620a5930dfad7aebdb531b9ec1f05b2465d548311d45c5,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/process_samples.json,f228c1b2ae4b8f7900620a5930dfad7aebdb531b9ec1f05b2465d548311d45c5,3767,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/raw_internal_render.html,2628079,e9e2b1a1ac049c6da9a34bb4d7c3598e0d125687653d007975e674e169ad230a,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/raw_internal_render.html,e9e2b1a1ac049c6da9a34bb4d7c3598e0d125687653d007975e674e169ad230a,2628079,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/start.json,2269,1413ceda98cb67fc0803fa309481753e47ccdcef59b3a7e0c42e1a0459801b45,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/start.json,1413ceda98cb67fc0803fa309481753e47ccdcef59b3a7e0c42e1a0459801b45,2269,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/versions.txt,156,c966b535643f65b67bf93b74b6737e63881de8130f489789c154a06ce384df8c,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_002/versions.txt,c966b535643f65b67bf93b74b6737e63881de8130f489789c154a06ce384df8c,156,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_checks_002/checks.csv,1216,9c47570a726f8be1f711583f20cf1828f1eccf14e071b2fbb9b02025950d5512,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_checks_002/checks.csv,9c47570a726f8be1f711583f20cf1828f1eccf14e071b2fbb9b02025950d5512,1216,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_checks_002/input_manifest.csv,485,0bbbbe927f877d21becf2b5dd6865dcad8f48fd9136214f7cf35838ed90e3348,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_checks_002/input_manifest.csv,0bbbbe927f877d21becf2b5dd6865dcad8f48fd9136214f7cf35838ed90e3348,485,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_checks_002/linked_aggregate_privacy.csv,31054,8d714cdcbd2bdd8612c2121564b631bd15bc0dbf27c7a29da3a7a587ace1e766,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_checks_002/linked_aggregate_privacy.csv,8d714cdcbd2bdd8612c2121564b631bd15bc0dbf27c7a29da3a7a587ace1e766,31054,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_checks_002/links.csv,42055,12050754b1de053e6cb55c640c140a3a1b37d3c140c06b17702df633af25f836,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_checks_002/links.csv,12050754b1de053e6cb55c640c140a3a1b37d3c140c06b17702df633af25f836,42055,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_checks_002/session_and_command.txt,1260,8bf8dbcd8df04267b38f1512430806ff97c84d216f07d7567820d0a0ba2de469,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_checks_002/session_and_command.txt,8bf8dbcd8df04267b38f1512430806ff97c84d216f07d7567820d0a0ba2de469,1260,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_checks_002/table_semantics_and_responsive.csv,1416,8de75b11ce98f0cc76ee6defb089ca9cb6ce17ce42ae4626be9b6d64bcdaa0e8,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_render_checks_002/table_semantics_and_responsive.csv,8de75b11ce98f0cc76ee6defb089ca9cb6ce17ce42ae4626be9b6d64bcdaa0e8,1416,TRUE,finishing003_dispatch
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_semantic_002/candidate_checks.csv,698,9c7bab1a9cc2ed83b515ede21264a6703026fde606f3bc717f45e9d3fef1e107,/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/reporting/internal_semantic_002/candidate_checks.csv,9c7bab1a9cc2ed83b515ede21264a6703026fde606f3bc717f45e9d3fef1e107,698,TRUE,finishing003_dispatch
