"check","pass","detail"
"continued_final_package_002_manifest_pin",TRUE,""
"continued_final_package_002_shape",TRUE,""
"continued_final_package_002_exact",TRUE,""
"brown_main_linkage_b_stage2_m1_coverage_gate_stop_001_manifest_pin",TRUE,""
"brown_main_linkage_b_stage2_m1_coverage_gate_stop_001_shape",TRUE,""
"brown_main_linkage_b_stage2_m1_coverage_gate_stop_001_exact",TRUE,""
"estimands_manifest_pin",TRUE,""
"estimands_shape",TRUE,""
"estimands_exact",TRUE,""
"protected_group_rows",TRUE,""
"protected_unique_exact",TRUE,""
"real_gate_remains_failed",TRUE,""
"seven_consumed_jobs",TRUE,""
"exact_two_stopped_jobs",TRUE,""
"runtime_not_reset",TRUE,""
"no_computation_lock",TRUE,""
"exact_remaining_nominal_model_slots",TRUE,""
"old_supervisor_pin",TRUE,""
"exact_two_block_reverse",TRUE,""
"reverse_file_hash",TRUE,""
