"path","sha256","bytes","observed_sha256","observed_bytes","exact"
"audit/decisions/brown_main_linkage_b_stage2_m1_coverage_gate_stop_001/disposition.md","de8f2b17b965a3d229cac5f108ad482afa59d7c545750ed01e5c121314a82d95",5767,"de8f2b17b965a3d229cac5f108ad482afa59d7c545750ed01e5c121314a82d95",5767,TRUE
"audit/decisions/brown_main_linkage_b_stage2_m1_coverage_gate_stop_001/independent_audit/claim_gate_reconciliation_percentage_points.csv","c7566db312b5226b99a753a8d380fd2860bca6bda082ab7eb1f58750949095cb",676,"c7566db312b5226b99a753a8d380fd2860bca6bda082ab7eb1f58750949095cb",676,TRUE
"audit/decisions/brown_main_linkage_b_stage2_m1_coverage_gate_stop_001/independent_audit/estimand_manifest_verification.csv","b38744814cdfcea95be6888459be7684f710641c5551b96c00ec36b67b7f1c52",7096,"b38744814cdfcea95be6888459be7684f710641c5551b96c00ec36b67b7f1c52",7096,TRUE
"audit/decisions/brown_main_linkage_b_stage2_m1_coverage_gate_stop_001/independent_audit/independent_checks.csv","68f5b8b7f00df83588f87018c27edb833fe6f533a1cb3974121e6806cb698431",668,"68f5b8b7f00df83588f87018c27edb833fe6f533a1cb3974121e6806cb698431",668,TRUE
"audit/decisions/brown_main_linkage_b_stage2_m1_coverage_gate_stop_001/independent_audit/input_pins.csv","c8e0bcac1fe6fd13e41aa573ffd4b2f2b7f158f9235722d60cd4dca37514c75f",1178,"c8e0bcac1fe6fd13e41aa573ffd4b2f2b7f158f9235722d60cd4dca37514c75f",1178,TRUE
"audit/decisions/brown_main_linkage_b_stage2_m1_coverage_gate_stop_001/independent_audit/review_stored_coverage.R","5a3d1e4580ee5fa350408ea15394f14390dbda8ac15e61bab9adb743e8b6fdee",7980,"5a3d1e4580ee5fa350408ea15394f14390dbda8ac15e61bab9adb743e8b6fdee",7980,TRUE
"audit/decisions/brown_main_linkage_b_stage2_m1_coverage_gate_stop_001/independent_audit/scope_and_session.txt","c378780968149e0e5684cadcceca5bb76f8929849dbebb54ab9fc178ca3d8074",848,"c378780968149e0e5684cadcceca5bb76f8929849dbebb54ab9fc178ca3d8074",848,TRUE
"audit/decisions/brown_main_linkage_b_stage2_m1_coverage_gate_stop_001/process_and_session.txt","b7e134922ca9632dbfcb837830c9aab8b99f68484d016b6a8db4605add624421",823,"b7e134922ca9632dbfcb837830c9aab8b99f68484d016b6a8db4605add624421",823,TRUE
"audit/decisions/brown_main_linkage_b_stage2_m1_coverage_gate_stop_001/protected_independent_verification.csv","ae5a39cded0191f4863adda82c210297c7af8516d39092141098dd76c939afe1",734794,"ae5a39cded0191f4863adda82c210297c7af8516d39092141098dd76c939afe1",734794,TRUE
"audit/decisions/brown_main_linkage_b_stage2_m1_coverage_gate_stop_001/seal_disposition.R","7f49eb20b59a5e92dbe9a6434093be45d1caee9685a7dd0ba2fc5872f80dc590",3446,"7f49eb20b59a5e92dbe9a6434093be45d1caee9685a7dd0ba2fc5872f80dc590",3446,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/author_gate.md","2610b7c1187940f844d599648c9c4b764212495e2232704cadc322538539494a",658,"2610b7c1187940f844d599648c9c4b764212495e2232704cadc322538539494a",658,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/00_preflight.R","77bc728b82112fc39e80bc7e0743362fced65d7debe0105ed49d74584949ee4e",8363,"77bc728b82112fc39e80bc7e0743362fced65d7debe0105ed49d74584949ee4e",8363,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/01_validate_and_prepare.R","4b5b013d19d4b9a929a86759af07981a9ee51003fa2d8c4019470c369a0d4262",14015,"4b5b013d19d4b9a929a86759af07981a9ee51003fa2d8c4019470c369a0d4262",14015,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/02_fit_primary_gate_v2.R","f0b1cd0dababf36701a0254d3a32f5918f42026525cd7778749fc39d158bff1e",5099,"f0b1cd0dababf36701a0254d3a32f5918f42026525cd7778749fc39d158bff1e",5099,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/02_fit_primary.R","ee428f805cc6d7adaf70c68530a1a2aa82bedd88e271919bf4d78ae862fc2374",5019,"ee428f805cc6d7adaf70c68530a1a2aa82bedd88e271919bf4d78ae862fc2374",5019,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/03_audit_derivative_gate_stop.R","c2cd477385ffadf0452a0f160ce332fe2921d9d3b989c219c5525fa275592b0d",2754,"c2cd477385ffadf0452a0f160ce332fe2921d9d3b989c219c5525fa275592b0d",2754,TRUE
