check,pass
syntax_and_exact_v2_reverse,True
unchanged_v2_still_blocks_scientific_stop,True
qualified_v3_continues,True
all_seven_job_runtime_including_both_failures,True
ordinary_cap_and_new_runtime,True
reaped_and_lock_removed,True
consumed_job_blocks,True
allowed_registered_sensitivity_slot,True
accumulator_continues_not_reset,True
tampered_DERIVE-PRIMARY-ESTIMANDS_start.json,True
tampered_DERIVE-PRIMARY-ESTIMANDS_finish.json,True
tampered_DERIVE-PRIMARY-ESTIMANDS_execution.log,True
tampered_DERIVE-PRIMARY-ESTIMANDS-V2_start.json,True
tampered_DERIVE-PRIMARY-ESTIMANDS-V2_finish.json,True
tampered_DERIVE-PRIMARY-ESTIMANDS-V2_execution.log,True
forbidden_PRIMARY-ANY-RETRY,True
forbidden_DERIVE-PRIMARY-ESTIMANDS-V3,True
forbidden_R2-PRIMARY,True
forbidden_SHAPLEY-PRIMARY,True
forbidden_RENDER-REPORT,True
forbidden_ARBITRARY-NEW-JOB,True
primary_driver_under_new_job_name_blocks,True
nonenumerated_failure_blocks,True
missing_required_history_blocks,True
new_failure_records_nonzero,True
new_failure_blocks_next_job,True
timeout_stops,True
timeout_recorded_reaped_and_no_real_signal,True
timeout_blocks_next_job,True
ordinary_limit_above_120_rejected,True
temporal_at_180_allowed,True
original_1200_ceiling_blocks,True
critical_gate_tamper_blocks_without_author_edit,True
