"path","sha256","model_id","sample_id","rows"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-80-F3-R3-Q2-Q1-D0.rds","de8ad028e279465a0769cfef0a76293654cc00ae0320d81ae10de32c0a1b712a","BA-EIBB-80-F3-R3-Q2-Q1-D0","support_80",2004
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-ANY-F3-R0-Q0-Q0-D0.rds","0561a3f94af2007e7a69f09bf7750910ddd14756bc20245ae6d147a5f9215080","BA-EIBB-ANY-F3-R0-Q0-Q0-D0","primary_any_valid",2216
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-ANY-F3-R0-Q0-Q1-D0.rds","d7fcd0dc2d0cadd0e38711537fec08bcf2ecee75afa9ce5f8b4f4878f131079c","BA-EIBB-ANY-F3-R0-Q0-Q1-D0","primary_any_valid",2216
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-ANY-F3-R0-Q1-Q0-D0.rds","c758563ca153092e4e15ba51d9d4d9f5ae969edc2f58d35bcc8a4f21dbe4077a","BA-EIBB-ANY-F3-R0-Q1-Q0-D0","primary_any_valid",2216
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-ANY-F3-R0-Q1-Q1-D0.rds","c07a3671799d5bc7b4b2f7e8d08add750673dfe891913e3f086fd38e966b58ec","BA-EIBB-ANY-F3-R0-Q1-Q1-D0","primary_any_valid",2216
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-ANY-F3-R1-Q1-Q1-D0.rds","a03e5acb334a29702a7dc2a7b7d67e5c39b0549203428623f5087cacf45a14eb","BA-EIBB-ANY-F3-R1-Q1-Q1-D0","primary_any_valid",2216
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-ANY-F3-R2-Q1-Q1-D0.rds","9f1c8ebb801bddee2199117ca5331b68840c02ed3958178587a61b1b2468607c","BA-EIBB-ANY-F3-R2-Q1-Q1-D0","primary_any_valid",2216
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-ANY-F3-R3-Q1-Q1-D0.rds","c0bc766a8d4638c8e5329186184ece4b611ed57183d3d20011c1d6cbd37eaf5e","BA-EIBB-ANY-F3-R3-Q1-Q1-D0","primary_any_valid",2216
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-ANY-F3-R3-Q2-Q1-D0-OPTREC.rds","535c272f70b3b0dbd7739ce23d8306c39ffcb10241d2ea0411fc628d46ededdd","BA-EIBB-ANY-F3-R3-Q2-Q1-D0-OPTREC","primary_any_valid",2216
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-ANY-F3-R3-Q2-Q1-D0.rds","6f9f30863fe218045ef16258abe6dbe485f0537ca7212df6cbd397ccb1e8ed5e","BA-EIBB-ANY-F3-R3-Q2-Q1-D0","primary_any_valid",2216
