path,expected_sha256,observed_sha256,status
audit/report_harmonization/owner_orders/49c_h06_daily_companion_reader_safe_figure_and_rerender.md,7bc16889a7c99563139faeec75619b4339621f0698e6f04e917beec33f701944,7bc16889a7c99563139faeec75619b4339621f0698e6f04e917beec33f701944,PASS_EXACT
audit/report_harmonization/report018_h06_daily_order49b_stopped_independent_acceptance.md,05ee1560ea9b65bb949e23fc1663be2425bd4072217f69277a85d4638f8090ad,05ee1560ea9b65bb949e23fc1663be2425bd4072217f69277a85d4638f8090ad,PASS_EXACT
audit/report_harmonization/report018_h06_daily_order49b_stopped_independent_acceptance_manifest.csv,456b9f64b94dbf2939f8d162d46f413e4a513895a990ae46bb614516d62a03dd,456b9f64b94dbf2939f8d162d46f413e4a513895a990ae46bb614516d62a03dd,PASS_EXACT
scripts/report_harmonization/check_h06_daily_order49b_stop_and_reader_safe_path.R,8ad0008364bfd4e12a0a7552162d8b95a0f5bc5783ef2ba598abdd021f018603,8ad0008364bfd4e12a0a7552162d8b95a0f5bc5783ef2ba598abdd021f018603,PASS_EXACT
audit/hypotheses/H06_daily/report018_order49b_companion_render/order49b_fail_closed.md,a7d66b5f3c8ba2a9316b46a134db75e265062dbf7b4773087c6c99aa56407cb7,a7d66b5f3c8ba2a9316b46a134db75e265062dbf7b4773087c6c99aa56407cb7,PASS_EXACT
audit/hypotheses/H06_daily/report018_order49b_companion_render/order49b_fail_closed_manifest.csv,b19a5d64967665ee9e0e2e8c128ce224c35478f81fb95590f2049d3046b909ed,b19a5d64967665ee9e0e2e8c128ce224c35478f81fb95590f2049d3046b909ed,PASS_EXACT
audit/hypotheses/H06_daily/report018_order49b_companion_render/fail_closed_summary.csv,43b0faf99ecb18cf6acc203985ba4beb48450a621d94fe01741b4c16ff57761a,43b0faf99ecb18cf6acc203985ba4beb48450a621d94fe01741b4c16ff57761a,PASS_EXACT
notebooks/hypotheses/H06_daily.qmd,8f696f3f89fe9ea18c8066b756a01fc5da6b41e86f8ac7d37d1e16f9c10ba639,8f696f3f89fe9ea18c8066b756a01fc5da6b41e86f8ac7d37d1e16f9c10ba639,PASS_EXACT
_build/nathealth/notebooks/hypotheses/H06_daily.html,74a63bd09b266709630e92241a17735298dffd5fc6d1746887621eb6288f2e6c,74a63bd09b266709630e92241a17735298dffd5fc6d1746887621eb6288f2e6c,PASS_EXACT
artifacts/10_figures/H06_daily/H06_daily_preparation_primary_sample_support.png,f9be57236f5fa9b658c7adac0940ba7befa856cbc19df770602e32270dccf8ff,f9be57236f5fa9b658c7adac0940ba7befa856cbc19df770602e32270dccf8ff,PASS_EXACT
_build/nathealth/artifacts/10_figures/H06_daily/H06_daily_preparation_primary_sample_support.png,f9be57236f5fa9b658c7adac0940ba7befa856cbc19df770602e32270dccf8ff,f9be57236f5fa9b658c7adac0940ba7befa856cbc19df770602e32270dccf8ff,PASS_EXACT
_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,PASS_EXACT
_quarto.yml,44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c,44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c,PASS_EXACT
scripts/report_harmonization/post_render_gt_html_semantics.R,28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205,28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205,PASS_EXACT
scripts/report_harmonization/repair_gt_html_semantics.R,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,PASS_EXACT
tests/hypotheses/H06_daily/test_h06_daily_preparation_report.R,4fbf8ba28dc957295ec5c90e42247f644c0010b3097195652d1e260fb6bdc2a0,4fbf8ba28dc957295ec5c90e42247f644c0010b3097195652d1e260fb6bdc2a0,PASS_EXACT
audit/hypotheses/H06_daily/H06_daily_analysis_preparation_report_manifest.csv,1579815ec9d3110f4e5b37fe7f5843947f1e0543dbe1b219c834be0ba388e28d,1579815ec9d3110f4e5b37fe7f5843947f1e0543dbe1b219c834be0ba388e28d,PASS_EXACT
artifacts/12_manifests/H06_daily/H06_daily_preparation_source_data_manifest.csv,19f441e87912962c7d60268899511c1f3a8e4c318502a6ed1c79e7e8e125f8ba,19f441e87912962c7d60268899511c1f3a8e4c318502a6ed1c79e7e8e125f8ba,PASS_EXACT
artifacts/12_manifests/H06_daily/H06_daily_preparation_output_manifest.csv,50461464c788a882635809881638856dde8b6f16a8593eb0fa76194be9feb190,50461464c788a882635809881638856dde8b6f16a8593eb0fa76194be9feb190,PASS_EXACT
artifacts/12_manifests/H06_daily/H06_daily_preparation_render_qa.csv,840fdaef6c31a51e2aabd6727a60b66a8a9df54cb0199b4a6c018c3080ea22de,840fdaef6c31a51e2aabd6727a60b66a8a9df54cb0199b4a6c018c3080ea22de,PASS_EXACT
artifacts/12_manifests/H06_daily/H06_daily_preparation_figure_readability_qa.csv,ae5dbb7a2a9f7f0dc47a60297e6bc9a244d103859186748756797332942dba45,ae5dbb7a2a9f7f0dc47a60297e6bc9a244d103859186748756797332942dba45,PASS_EXACT
artifacts/12_manifests/H06_daily/H06_daily_preparation_software_manifest.csv,25f547ccf47c8c3afc75d9b43dc457fe41d4bac7e2e9cf16baf710f7384d95e9,25f547ccf47c8c3afc75d9b43dc457fe41d4bac7e2e9cf16baf710f7384d95e9,PASS_EXACT
audit/handoffs/H06_daily_worker_handoff.md,70482aaaa6c7de7554d54e2c193c3f4de1b6a2fb959ff64993e91cfb89550095,70482aaaa6c7de7554d54e2c193c3f4de1b6a2fb959ff64993e91cfb89550095,PASS_EXACT
audit/report_harmonization/phase4_corpus_manifest.csv,73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334,73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334,PASS_EXACT
renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,PASS_EXACT
audit/report_harmonization/owner_orders/49b_h06_daily_companion_relpath_false_and_rerender.md,854b8236ffe6da4cdddfd1caca89e1351e0c9780ce31e066e8f84322150ce247,854b8236ffe6da4cdddfd1caca89e1351e0c9780ce31e066e8f84322150ce247,PASS_EXACT
audit/report_harmonization/report018_h06_daily_order49b_dispatch_manifest.csv,400d2bc009ca6630be49638d9ab2a589826172fa8639df8750ba918ffd29b317,400d2bc009ca6630be49638d9ab2a589826172fa8639df8750ba918ffd29b317,PASS_EXACT
audit/hypotheses/H06_daily/report018_order49b_companion_render/gt_html_semantic_post_render_summary.csv,1b127cb5a5252f2e8c81718c6b0cc0efb051ca6ce4562579d2f50807d4b6320a,1b127cb5a5252f2e8c81718c6b0cc0efb051ca6ce4562579d2f50807d4b6320a,PASS_EXACT
audit/hypotheses/H06_daily/report018_order49b_companion_render/001__build__nathealth__audit__hypotheses__H06_daily__H06_daily_analysis_preparation.html_gt_semantic_ledger.csv,dab9c5f9c9e5eb73750546435ea993b51226fceab3349329009d43a40dd945fc,dab9c5f9c9e5eb73750546435ea993b51226fceab3349329009d43a40dd945fc,PASS_EXACT
audit/hypotheses/H06_daily/report018_order49b_companion_render/semantic_reverse_audit.csv,45f0e3a2efdf168ac2a29a5534d8066f4982c0dd57e4d9aaa04d4ae345cc1d2a,45f0e3a2efdf168ac2a29a5534d8066f4982c0dd57e4d9aaa04d4ae345cc1d2a,PASS_EXACT
audit/hypotheses/H06_daily/report018_order49b_companion_render/build_inventory_postrender.csv,0e8bad4d6f91f107d64f116b7cfd703a05aab0bf97e4ce0ca9554c5209c1e210,0e8bad4d6f91f107d64f116b7cfd703a05aab0bf97e4ce0ca9554c5209c1e210,PASS_EXACT
audit/hypotheses/H06_daily/report018_order49b_companion_render/protected_inventory_postrender.csv,d01792262dbe16ad50c9b26b178261faa98b5e207a710edced56e5ec54cee68d,d01792262dbe16ad50c9b26b178261faa98b5e207a710edced56e5ec54cee68d,PASS_EXACT
