"target_state","rows","participants","cycles","valid_minutes","observed_adherence","predicted_adherence","observed_all_zero","predicted_all_zero","observed_all_one","predicted_all_one","observed_mixed","predicted_mixed","mean_pearson_residual","mean_quantile_residual","sd_quantile_residual","grouping","adherence_observed_minus_predicted","all_zero_observed_minus_predicted","all_one_observed_minus_predicted","mixed_observed_minus_predicted","site","day_type","denominator_band","sample_id"
"Sleep",758,140,758,364575,0.87564424329699,0.884468825116108,0.0079155672823219,0.00791424373835818,0.393139841688654,0.370947388533876,0.598944591029024,0.621138367727766,-0.0193180778263748,0.0231073494598178,0.941924396123716,"target",-0.00882458181911883,1.32354396372401e-06,0.0221924531547786,-0.0221937766987423,,,,"primary_any_valid"
"Pre-sleep",618,139,618,103322,0.632701651148836,0.627594695282513,0.0177993527508091,0.0109908043060081,0.106796116504854,0.104531188792564,0.875404530744337,0.884478006901428,0.0263177791351625,0.0118768094459735,0.977909110053643,"target",0.00510695586632282,0.00680854844480099,0.00226492771228992,-0.00907347615709098,,,,"primary_any_valid"
,160,18,90,55841,0.807829372683154,0.816346394583037,0.00625,0.00839583000641205,0.2,0.188627676182528,0.79375,0.80297649381106,0.00917533694900437,2.85403563037578e-06,0.982668192003067,"site",-0.00851702189988324,-0.00214583000641205,0.0113723238174723,-0.00922649381106033,"BAUA",,,"primary_any_valid"
,202,23,112,71486,0.888775424558655,0.885783908954471,0,0.0124903301704605,0.455445544554456,0.403190403666685,0.544554455445545,0.584319266162855,0.0602977007407903,0.12880898717867,0.998638009291793,"site",0.0029915156041842,-0.0124903301704605,0.0522551408877708,-0.0397648107173101,"FUSPCEU",,,"primary_any_valid"
,182,17,101,63653,0.740405008404946,0.756870965761024,0.021978021978022,0.0101343180382258,0.142857142857143,0.123598617895758,0.835164835164835,0.866267064066017,-0.0515428168181873,-0.0232186238380805,0.933209102702235,"site",-0.0164659573560781,0.0118437039397962,0.0192585249613853,-0.0311022289011815,"IZTECH",,,"primary_any_valid"
,149,15,81,47963,0.911285782790901,0.931274182348727,0.0268456375838926,0.00681949778272758,0.557046979865772,0.537626275060847,0.416107382550336,0.455554227156426,-0.139392891253247,0.000529760025429597,1.04854114595009,"site",-0.0199883995578254,0.020026139801165,0.0194207048049251,-0.0394468446060902,"KNUST",,,"primary_any_valid"
,270,26,149,89396,0.814421226900532,0.81790677949631,0.0111111111111111,0.00813144037669465,0.162962962962963,0.18674631120295,0.825925925925926,0.805122248420355,0.0233480478143421,-0.00701948775707556,0.824159279260751,"site",-0.0034855525957771,0.00297967073441646,-0.0237833482399871,0.0208036775055707,"MPI",,,"primary_any_valid"
,138,13,75,44806,0.878141320358881,0.849702007304903,0.0072463768115942,0.00865159830550577,0.318840579710145,0.276375774566501,0.673913043478261,0.714972627127993,0.135500182937038,0.0799954766035457,1.01120922056591,"site",0.0284393130539773,-0.00140522149391156,0.0424648051436435,-0.0410595836497321,"RISE",,,"primary_any_valid"
,113,12,64,39637,0.828291747609557,0.835933803035263,0.00884955752212389,0.00911700637884936,0.168141592920354,0.176020078929464,0.823008849557522,0.814862914691687,-0.0300247230560884,-0.0141500921534754,1.01768341564226,"site",-0.00764205542570651,-0.000267448856725467,-0.00787848600910995,0.00814593486583537,"THUAS",,,"primary_any_valid"
,110,10,60,38327,0.689226915751298,0.719262472127018,0.00909090909090909,0.00935174160168943,0.163636363636364,0.136090357383438,0.827272727272727,0.854557901014873,-0.0502273273845552,-0.0157041209989751,0.988613738224391,"site",-0.0300355563757202,-0.000260832510780335,0.0275460062529259,-0.0272851737421456,"TUM",,,"primary_any_valid"
