"target_state","predictor_bin","rows","predictor_mean_10pp","predictor_minimum_10pp","predictor_maximum_10pp","mean_pearson_residual","mean_quantile_residual","predictor","sample_id"
"Sleep","more than 10 pp",144,1.91080016724063,1.00204911101236,4.37098277613475,-0.0799578990702074,-0.00184146444097998,"wake_within_10pp","primary_any_valid"
"Sleep","-10 to -5 pp",106,-0.727039859436115,-0.99600071799283,-0.513339020208539,-0.149644904211566,-0.0931042110556976,"wake_within_10pp","primary_any_valid"
"Sleep","-5 to 0 pp",127,-0.266571847357962,-0.493287853129757,-0.00317901854219566,0.0618550179040982,0.0324825120528465,"wake_within_10pp","primary_any_valid"
"Sleep","less than -10 pp",155,-1.70392416498974,-3.91364863478906,-1.00725872403722,-0.0310214082387356,-0.00466900630569214,"wake_within_10pp","primary_any_valid"
"Sleep","5 to 10 pp",99,0.744441364344755,0.509405749258743,0.986700180077584,0.0571993766631164,0.17724415781867,"wake_within_10pp","primary_any_valid"
"Sleep","0 to 5 pp",127,0.227616267962112,0.00250905489239062,0.49786130186299,0.0316786380604628,0.0527624682249555,"wake_within_10pp","primary_any_valid"
"Pre-sleep","more than 10 pp",123,1.9141819678501,1.00204911101236,4.37098277613475,0.011735581608115,-0.0094937300317441,"wake_within_10pp","primary_any_valid"
"Pre-sleep","-10 to -5 pp",87,-0.74010546649921,-0.99600071799283,-0.513339020208539,-0.089056509538474,-0.113885901324124,"wake_within_10pp","primary_any_valid"
"Pre-sleep","less than -10 pp",105,-1.68661103305755,-3.82924400151915,-1.00725872403722,0.126124038740292,0.124937231282386,"wake_within_10pp","primary_any_valid"
"Pre-sleep","-5 to 0 pp",110,-0.265592019402031,-0.493287853129757,-0.00317901854219566,-0.0382783004139356,0.0262714060851477,"wake_within_10pp","primary_any_valid"
"Pre-sleep","5 to 10 pp",87,0.745772713269986,0.509405749258743,0.986700180077584,0.113053962089704,0.0505422676308179,"wake_within_10pp","primary_any_valid"
"Pre-sleep","0 to 5 pp",106,0.23123311097673,0.00250905489239062,0.495647451431583,0.0349124676752596,-0.0187714225583303,"wake_within_10pp","primary_any_valid"
"Sleep","more than 10 pp",191,2.05983451883651,1.08431588197205,4.99707151858194,-0.0111777264497201,0.00149492992862726,"wake_between_centered_10pp","primary_any_valid"
"Sleep","less than -10 pp",252,-1.59724506601286,-2.46319299976641,-1.0038818001809,-0.0940248312595838,-0.0352946572874588,"wake_between_centered_10pp","primary_any_valid"
