"path","bytes","sha256","actual_sha256","actual_bytes","exact"
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/editable_tables/Table_1.docx",60255,"5d09fe9d798c78295d5e8f783e0d73aaee81e1331f0527aa8e860f3bc2d70049","5d09fe9d798c78295d5e8f783e0d73aaee81e1331f0527aa8e860f3bc2d70049",60255,TRUE
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/editable_tables/Table_2.docx",57761,"75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f","75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f",57761,TRUE
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/editable_tables/Table_3.docx",1382422,"54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3","54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3",1382422,TRUE
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/editable_tables/Table_S1.docx",56935,"9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f","9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f",56935,TRUE
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/editable_tables/Table_S10.docx",57964,"fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726","fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726",57964,TRUE
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/editable_tables/Table_S11a.docx",57471,"241ed7f67b4d6ae4c093ca6f3ac86f7e8977a2181fbcb24ae7304ccb6b2bd165","241ed7f67b4d6ae4c093ca6f3ac86f7e8977a2181fbcb24ae7304ccb6b2bd165",57471,TRUE
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/editable_tables/Table_S11b.docx",57155,"c73e527237637cf3014a509a924a66ecf76eab3f80054f679b051edf013590c5","c73e527237637cf3014a509a924a66ecf76eab3f80054f679b051edf013590c5",57155,TRUE
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/editable_tables/Table_S12.docx",57088,"c45851bcf66a334c058725ce91e04b3b24562436c0207ba290e3bcb566e176a3","c45851bcf66a334c058725ce91e04b3b24562436c0207ba290e3bcb566e176a3",57088,TRUE
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/editable_tables/Table_S13.docx",57086,"504735337df61c5538c0017401eea9a6676c477d4b728a6fb329f56783794a5f","504735337df61c5538c0017401eea9a6676c477d4b728a6fb329f56783794a5f",57086,TRUE
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/editable_tables/Table_S14.docx",57219,"65b3e8ab6a75a4bae9e43c22361631466a4fc9bb16761d0b7d529c59fd7f1a8c","65b3e8ab6a75a4bae9e43c22361631466a4fc9bb16761d0b7d529c59fd7f1a8c",57219,TRUE
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/editable_tables/Table_S15.docx",56739,"9666c69401331ffdddc8b1c1e2b97324151a23f568d83a0a6f6e46c2aaf8e12b","9666c69401331ffdddc8b1c1e2b97324151a23f568d83a0a6f6e46c2aaf8e12b",56739,TRUE
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/editable_tables/Table_S2.docx",1386939,"0c834387ff6462b737381d028f0482636c5e55ad0443234f1cb8c165dda75334","0c834387ff6462b737381d028f0482636c5e55ad0443234f1cb8c165dda75334",1386939,TRUE
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/editable_tables/Table_S3.docx",59127,"29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d","29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d",59127,TRUE
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/editable_tables/Table_S4.docx",57084,"3900fad5fe5bfc306d99f242b8b30f2d9297a9f2351b48d469ef1d3909896c4a","3900fad5fe5bfc306d99f242b8b30f2d9297a9f2351b48d469ef1d3909896c4a",57084,TRUE
