"path","bytes","sha256","actual_sha256","actual_bytes","exact"
"browser_console.json",2,"4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945",2,TRUE
"browser_teardown.json",224,"9a5392dd4484ffee0f00624fd5ac8d9f020bbf560b0d9cec7b48bb25a292d851","9a5392dd4484ffee0f00624fd5ac8d9f020bbf560b0d9cec7b48bb25a292d851",224,TRUE
"desktop_s15_heading_figure_caption.png",114833,"8bb35be8f1c0b487774e3d7a4368b17aaa1c3f06ee0747b57b6a42318c7ec7d2","8bb35be8f1c0b487774e3d7a4368b17aaa1c3f06ee0747b57b6a42318c7ec7d2",114833,TRUE
"desktop_s16_heading_figure_caption.png",153898,"69ee5140cc068bb983469cb243bb7b5d5c67e08e8355f0152b9ebd6e047f0598","69ee5140cc068bb983469cb243bb7b5d5c67e08e8355f0152b9ebd6e047f0598",153898,TRUE
"desktop_s17_bottom_caption.png",146843,"366e6fa100dc97925cce11ce7be90a2fb2667765aa214dd6ed7a0c1485a1d002","366e6fa100dc97925cce11ce7be90a2fb2667765aa214dd6ed7a0c1485a1d002",146843,TRUE
"desktop_s17_top.png",111116,"43c17058bb4db8589bcb66228b82a7d79e3fe8584f4b627f094dfde3fa3935dd","43c17058bb4db8589bcb66228b82a7d79e3fe8584f4b627f094dfde3fa3935dd",111116,TRUE
"desktop_s18_caption.png",134574,"c495ef71cdb999d460d2bc6661661b573a099cf06bb612bf29d03d6d8911c41c","c495ef71cdb999d460d2bc6661661b573a099cf06bb612bf29d03d6d8911c41c",134574,TRUE
"desktop_s18_top.png",107910,"1c0237598a5557e8df7ff09e09a313328d83829aba7ed7951632495ce49b9089","1c0237598a5557e8df7ff09e09a313328d83829aba7ed7951632495ce49b9089",107910,TRUE
"desktop_s4_heading_complete.png",185186,"5a0294582ee128117e965c6f1bfcf3c75cebda7bdcdb5758aecfeda0d09d4c63","5a0294582ee128117e965c6f1bfcf3c75cebda7bdcdb5758aecfeda0d09d4c63",185186,TRUE
"desktop_s4_top.png",166844,"a9c54ddf4140d6adfd64a6d536969c5801f14dcbc5bab05f5225c19a5a18695f","a9c54ddf4140d6adfd64a6d536969c5801f14dcbc5bab05f5225c19a5a18695f",166844,TRUE
"desktop_s7_bottom_notes.png",167846,"db1cd66b62825f1564eb10a987d7c8ae6bfd11bc3ab1f784c452a97415532289","db1cd66b62825f1564eb10a987d7c8ae6bfd11bc3ab1f784c452a97415532289",167846,TRUE
"desktop_s7_heading_top.png",151449,"64b575e44f9eca38acb8bb8957f6895e00211dbb1555178ab2b6ae6cb4dc6f42","64b575e44f9eca38acb8bb8957f6895e00211dbb1555178ab2b6ae6cb4dc6f42",151449,TRUE
"desktop_s7_top_left.png",146333,"98c9ca3d5440a66698bdca9384bd964a7b4144ac359f0b7fff4263eab1a5eaa1","98c9ca3d5440a66698bdca9384bd964a7b4144ac359f0b7fff4263eab1a5eaa1",146333,TRUE
"desktop_s8_bottom_caption.png",131953,"eec97174c6d8236b00c97510e0caf004c48185dc25d2812b05fddab7e4affc20","eec97174c6d8236b00c97510e0caf004c48185dc25d2812b05fddab7e4affc20",131953,TRUE
"desktop_s8_unchanged_top.png",165019,"240f9eaf363e5559b3f089d36f8a027273d309c75c1f08cb64b318a26f46b5a2","240f9eaf363e5559b3f089d36f8a027273d309c75c1f08cb64b318a26f46b5a2",165019,TRUE
"desktop_two_changed_results_references.png",193804,"e7b8b0672a8d920e75597739c9f092c4ce04e1f8b9d44db151d32590cd355144","e7b8b0672a8d920e75597739c9f092c4ce04e1f8b9d44db151d32590cd355144",193804,TRUE
"final_browser_integrity.json",123,"ce65c6caca30e141218b81f38e47ce3daadacdc8176033b8d30d99c4b29d6ab1","ce65c6caca30e141218b81f38e47ce3daadacdc8176033b8d30d99c4b29d6ab1",123,TRUE
"final_rendered_dom.json",3001,"f58e4134513409ad2258127ab177ca3b1b359b4f3e4b4fd380af2c730cacaec5","f58e4134513409ad2258127ab177ca3b1b359b4f3e4b4fd380af2c730cacaec5",3001,TRUE
"finalize_qa.py",5587,"22b4ce72e96fff1320583eb681d5a4e8e27c8c2acbf6f0230b69aa9ad1dd2695","22b4ce72e96fff1320583eb681d5a4e8e27c8c2acbf6f0230b69aa9ad1dd2695",5587,TRUE
"first_launch_failure.md",581,"a2767eb02c4393069d4d054a2e9c16259ebd8c08e164e3d3bf2ee9952fb959fb","a2767eb02c4393069d4d054a2e9c16259ebd8c08e164e3d3bf2ee9952fb959fb",581,TRUE
"http_access.jsonl",2440,"7ee83ee6ee0672c00e36cb10fa7080b6bd5c994947599f09acc84e4c0802eaef","7ee83ee6ee0672c00e36cb10fa7080b6bd5c994947599f09acc84e4c0802eaef",2440,TRUE
