"name","height","pageWidth","scrollX","scrollY","url","viewportWidth","width","at","path","sha256","bytes","png_width","png_height","visually_inspected","page_horizontal_overflow","actual_sha256"
"desktop_s4_top",1000,1425,0,46383,"http://127.0.0.1:55675/manuscript.html#supp-table-s4",1425,1440,"2026-09-14T13:59:41.273Z","desktop_s4_top.png","a9c54ddf4140d6adfd64a6d536969c5801f14dcbc5bab05f5225c19a5a18695f",166844,1425,990,"True","False","a9c54ddf4140d6adfd64a6d536969c5801f14dcbc5bab05f5225c19a5a18695f"
"desktop_s4_heading_complete",1000,1425,0,46083,"http://127.0.0.1:55675/manuscript.html#supp-table-s4",1425,1440,"2026-09-14T13:59:55.622Z","desktop_s4_heading_complete.png","5a0294582ee128117e965c6f1bfcf3c75cebda7bdcdb5758aecfeda0d09d4c63",185186,1425,990,"True","False","5a0294582ee128117e965c6f1bfcf3c75cebda7bdcdb5758aecfeda0d09d4c63"
"desktop_s7_top_left",1000,1425,0,51796,"http://127.0.0.1:55675/manuscript.html#supp-table-s7",1425,1440,"2026-09-14T13:59:57.095Z","desktop_s7_top_left.png","98c9ca3d5440a66698bdca9384bd964a7b4144ac359f0b7fff4263eab1a5eaa1",146333,1425,990,"True","False","98c9ca3d5440a66698bdca9384bd964a7b4144ac359f0b7fff4263eab1a5eaa1"
"desktop_s7_heading_top",1000,1425,0,51576,"http://127.0.0.1:55675/manuscript.html#supp-table-s7",1425,1440,"2026-09-14T14:00:18.187Z","desktop_s7_heading_top.png","64b575e44f9eca38acb8bb8957f6895e00211dbb1555178ab2b6ae6cb4dc6f42",151449,1425,990,"True","False","64b575e44f9eca38acb8bb8957f6895e00211dbb1555178ab2b6ae6cb4dc6f42"
"desktop_s7_bottom_notes",1000,1425,0,52496,"http://127.0.0.1:55675/manuscript.html#supp-table-s7",1425,1440,"2026-09-14T14:00:19.771Z","desktop_s7_bottom_notes.png","db1cd66b62825f1564eb10a987d7c8ae6bfd11bc3ab1f784c452a97415532289",167846,1425,990,"True","False","db1cd66b62825f1564eb10a987d7c8ae6bfd11bc3ab1f784c452a97415532289"
"desktop_s15_heading_figure_caption",1000,1425,0,63890.5,"http://127.0.0.1:55675/manuscript.html#fig-s15",1425,1440,"2026-09-14T14:00:38.331Z","desktop_s15_heading_figure_caption.png","8bb35be8f1c0b487774e3d7a4368b17aaa1c3f06ee0747b57b6a42318c7ec7d2",114833,1425,990,"True","False","8bb35be8f1c0b487774e3d7a4368b17aaa1c3f06ee0747b57b6a42318c7ec7d2"
"desktop_s16_heading_figure_caption",1000,1425,0,64595.5,"http://127.0.0.1:55675/manuscript.html#fig-s16",1425,1440,"2026-09-14T14:00:39.971Z","desktop_s16_heading_figure_caption.png","69ee5140cc068bb983469cb243bb7b5d5c67e08e8355f0152b9ebd6e047f0598",153898,1425,990,"True","False","69ee5140cc068bb983469cb243bb7b5d5c67e08e8355f0152b9ebd6e047f0598"
"desktop_s17_top",1000,1425,0,65872,"http://127.0.0.1:55675/manuscript.html#fig-s17",1425,1440,"2026-09-14T14:00:54.446Z","desktop_s17_top.png","43c17058bb4db8589bcb66228b82a7d79e3fe8584f4b627f094dfde3fa3935dd",111116,1425,990,"True","False","43c17058bb4db8589bcb66228b82a7d79e3fe8584f4b627f094dfde3fa3935dd"
"desktop_s17_bottom_caption",1000,1425,0,66622,"http://127.0.0.1:55675/manuscript.html#fig-s17",1425,1440,"2026-09-14T14:00:56.009Z","desktop_s17_bottom_caption.png","366e6fa100dc97925cce11ce7be90a2fb2667765aa214dd6ed7a0c1485a1d002",146843,1425,990,"True","False","366e6fa100dc97925cce11ce7be90a2fb2667765aa214dd6ed7a0c1485a1d002"
"desktop_s18_top",1000,1425,0,67753.5,"http://127.0.0.1:55675/manuscript.html#fig-s18",1425,1440,"2026-09-14T14:00:57.641Z","desktop_s18_top.png","1c0237598a5557e8df7ff09e09a313328d83829aba7ed7951632495ce49b9089",107910,1425,990,"True","False","1c0237598a5557e8df7ff09e09a313328d83829aba7ed7951632495ce49b9089"
"desktop_s18_caption",1000,1425,0,68183.5,"http://127.0.0.1:55675/manuscript.html#fig-s18",1425,1440,"2026-09-14T14:01:27.420Z","desktop_s18_caption.png","c495ef71cdb999d460d2bc6661661b573a099cf06bb612bf29d03d6d8911c41c",134574,1425,990,"True","False","c495ef71cdb999d460d2bc6661661b573a099cf06bb612bf29d03d6d8911c41c"
"desktop_two_changed_results_references",1000,1425,0,15778,"http://127.0.0.1:55675/manuscript.html#fig-s18",1425,1440,"2026-09-14T14:01:29.190Z","desktop_two_changed_results_references.png","e7b8b0672a8d920e75597739c9f092c4ce04e1f8b9d44db151d32590cd355144",193804,1425,990,"True","False","e7b8b0672a8d920e75597739c9f092c4ce04e1f8b9d44db151d32590cd355144"
"medium_s4_heading_left",1000,693,0,50147.5,"http://127.0.0.1:55675/manuscript.html#supp-table-s4",693,708,"2026-09-14T14:02:03.224Z","medium_s4_heading_left.png","4253c3c3bf7de6b74546bc747cf80c76048d7fa01b4c4b2ef978ca0198136147",117688,693,979,"True","False","4253c3c3bf7de6b74546bc747cf80c76048d7fa01b4c4b2ef978ca0198136147"
"medium_s4_right_edge",1000,693,0,50147.5,"http://127.0.0.1:55675/manuscript.html#supp-table-s4",693,708,"2026-09-14T14:02:28.078Z","medium_s4_right_edge.png","a6de5b58f431dc9aa8c60657daafa2f2167d95dc09ecdbeddd7935684b61afc8",116195,693,979,"True","False","a6de5b58f431dc9aa8c60657daafa2f2167d95dc09ecdbeddd7935684b61afc8"
"medium_s7_top_left",1000,693,0,55363,"http://127.0.0.1:55675/manuscript.html#supp-table-s7",693,708,"2026-09-14T14:02:29.741Z","medium_s7_top_left.png","38c468d5072b2f6a1469b6c4a0824f4a1db7fb198ec5739c9bd9624d405237f2",86594,693,979,"True","False","38c468d5072b2f6a1469b6c4a0824f4a1db7fb198ec5739c9bd9624d405237f2"
"medium_s7_top_right",1000,693,0,55363,"http://127.0.0.1:55675/manuscript.html#supp-table-s7",693,708,"2026-09-14T14:02:31.357Z","medium_s7_top_right.png","de351c31845aafb1d3a65218f5d69cd803b80b93a25037367b094475cbc6f2f7",89020,693,979,"True","False","de351c31845aafb1d3a65218f5d69cd803b80b93a25037367b094475cbc6f2f7"
"medium_s7_bottom_right_notes",1000,693,0,56243,"http://127.0.0.1:55675/manuscript.html#supp-table-s7",693,708,"2026-09-14T14:02:55.526Z","medium_s7_bottom_right_notes.png","3ed90b17d11f339e9fcd295512032ffff3de8e6e0a76404b1922b7dad33aa81d",94302,693,979,"True","False","3ed90b17d11f339e9fcd295512032ffff3de8e6e0a76404b1922b7dad33aa81d"
"medium_s7_bottom_left_notes",1000,693,0,56243,"http://127.0.0.1:55675/manuscript.html#supp-table-s7",693,708,"2026-09-14T14:02:57.128Z","medium_s7_bottom_left_notes.png","4f309585872b6ecaad35f43a605f52fec6366726b9adec0fb4e61d876ea1ef66",104152,693,979,"True","False","4f309585872b6ecaad35f43a605f52fec6366726b9adec0fb4e61d876ea1ef66"
"phone_s4_top_left",844,375,0,78631.5,"http://127.0.0.1:55675/manuscript.html#supp-table-s4",375,390,"2026-09-14T14:02:58.999Z","phone_s4_top_left.png","22a14a67c8633111db12e4101c3d80a67401527db718e8dea900ad2177c70ecd",55822,375,812,"True","False","22a14a67c8633111db12e4101c3d80a67401527db718e8dea900ad2177c70ecd"
"phone_s4_middle_columns",844,375,0,78631.5,"http://127.0.0.1:55675/manuscript.html#supp-table-s4",375,390,"2026-09-14T14:03:26.960Z","phone_s4_middle_columns.png","f974bab7a26a26953ebc712a36a79d41e99f2bf4e2554356bda14081f41a788c",62120,375,812,"True","False","f974bab7a26a26953ebc712a36a79d41e99f2bf4e2554356bda14081f41a788c"
"phone_s4_right_edge",844,375,0,78631.5,"http://127.0.0.1:55675/manuscript.html#supp-table-s4",375,390,"2026-09-14T14:03:28.578Z","phone_s4_right_edge.png","f954d29ff46310dcc8c0d33b38d1d4ac80e8f104c8ec267e753b1540b967a841",56398,375,812,"True","False","f954d29ff46310dcc8c0d33b38d1d4ac80e8f104c8ec267e753b1540b967a841"
"phone_s4_caption_complete",844,375,0,79070.5,"http://127.0.0.1:55675/manuscript.html#supp-table-s4",375,390,"2026-09-14T14:03:30.209Z","phone_s4_caption_complete.png","c601baf758e361952cb8ee83e4c8320721a6292dfa4f1feae29b3725079364d4",56823,375,812,"True","False","c601baf758e361952cb8ee83e4c8320721a6292dfa4f1feae29b3725079364d4"
"phone_s7_top_left",844,375,0,83750.5,"http://127.0.0.1:55675/manuscript.html#supp-table-s7",375,390,"2026-09-14T14:04:07.711Z","phone_s7_top_left.png","860ff1a6b676287ba91ea738b69bf58eeedbcac0d811ebb9edbc98b09fbb57ee",39869,375,812,"True","False","860ff1a6b676287ba91ea738b69bf58eeedbcac0d811ebb9edbc98b09fbb57ee"
"phone_s7_top_middle",844,375,0,83750.5,"http://127.0.0.1:55675/manuscript.html#supp-table-s7",375,390,"2026-09-14T14:04:09.323Z","phone_s7_top_middle.png","c9494f31e22af17eb5c8ec3142897eb2e3f2d69df8527d91544a0dc8d013d79f",41795,375,812,"True","False","c9494f31e22af17eb5c8ec3142897eb2e3f2d69df8527d91544a0dc8d013d79f"
"phone_s7_top_right_samples",844,375,0,83750.5,"http://127.0.0.1:55675/manuscript.html#supp-table-s7",375,390,"2026-09-14T14:04:10.932Z","phone_s7_top_right_samples.png","e49338a02e01dff3783ef46bbabc5998730c62d8c0afddcea493dde481b122d3",39259,375,812,"True","False","e49338a02e01dff3783ef46bbabc5998730c62d8c0afddcea493dde481b122d3"
"phone_s7_bottom_right",844,375,0,84400,"http://127.0.0.1:55675/manuscript.html#supp-table-s7",375,390,"2026-09-14T14:04:30.867Z","phone_s7_bottom_right.png","1407d6cd2880c7d046e3ebbd0e1085c183349c9871cf008016727d23e7fa9afe",33919,375,812,"True","False","1407d6cd2880c7d046e3ebbd0e1085c183349c9871cf008016727d23e7fa9afe"
"phone_s7_bottom_middle",844,375,0,84400,"http://127.0.0.1:55675/manuscript.html#supp-table-s7",375,390,"2026-09-14T14:04:32.488Z","phone_s7_bottom_middle.png","0f098323401923ce1ba97b90a73b5a16b0aa57d6283656ad62275a02d4d9f8df",38105,375,812,"True","False","0f098323401923ce1ba97b90a73b5a16b0aa57d6283656ad62275a02d4d9f8df"
"phone_s7_bottom_left",844,375,0,84400,"http://127.0.0.1:55675/manuscript.html#supp-table-s7",375,390,"2026-09-14T14:04:34.089Z","phone_s7_bottom_left.png","8ea067f8a91e90600a9721668b304a59d403bad126e9b8589085f882471d22cc",57938,375,812,"True","False","8ea067f8a91e90600a9721668b304a59d403bad126e9b8589085f882471d22cc"
"phone_s15_complete",844,375,0,95416.5,"http://127.0.0.1:55675/manuscript.html#fig-s15",375,390,"2026-09-14T14:05:02.040Z","phone_s15_complete.png","8b7740d4f2ef682521b444c793d4a9c5f4273b0dc60ccd47222154082b919691",45902,375,812,"True","False","8b7740d4f2ef682521b444c793d4a9c5f4273b0dc60ccd47222154082b919691"
"phone_s16_complete",844,375,0,95984.5,"http://127.0.0.1:55675/manuscript.html#fig-s16",375,390,"2026-09-14T14:05:03.703Z","phone_s16_complete.png","61051d2a8c820408c9a75f4681d8675f24a1eba60044ad40f0dea4d543cff9e3",52154,375,812,"True","False","61051d2a8c820408c9a75f4681d8675f24a1eba60044ad40f0dea4d543cff9e3"
"phone_s17_complete",844,375,0,97259,"http://127.0.0.1:55675/manuscript.html#fig-s17",375,390,"2026-09-14T14:05:05.343Z","phone_s17_complete.png","098fc49a7ae63e7156a89332203a4c626dc7e37178399b52c0150291021ca36e",43359,375,812,"True","False","098fc49a7ae63e7156a89332203a4c626dc7e37178399b52c0150291021ca36e"
"phone_s18_complete",844,375,0,98787,"http://127.0.0.1:55675/manuscript.html#fig-s18",375,390,"2026-09-14T14:05:06.984Z","phone_s18_complete.png","290234fc879f6fcf1d996eef3b0966534367dc9e4c1afe4314e7bf65e3287705",41642,375,812,"True","False","290234fc879f6fcf1d996eef3b0966534367dc9e4c1afe4314e7bf65e3287705"
"desktop_s8_unchanged_top",1000,1425,0,53942,"http://127.0.0.1:55675/manuscript.html#fig-s8",1425,1440,"2026-09-14T14:06:00.457Z","desktop_s8_unchanged_top.png","240f9eaf363e5559b3f089d36f8a027273d309c75c1f08cb64b318a26f46b5a2",165019,1425,990,"True","False","240f9eaf363e5559b3f089d36f8a027273d309c75c1f08cb64b318a26f46b5a2"
"desktop_s8_bottom_caption",1000,1425,0,54742,"http://127.0.0.1:55675/manuscript.html#fig-s8",1425,1440,"2026-09-14T14:06:22.323Z","desktop_s8_bottom_caption.png","eec97174c6d8236b00c97510e0caf004c48185dc25d2812b05fddab7e4affc20",131953,1425,990,"True","False","eec97174c6d8236b00c97510e0caf004c48185dc25d2812b05fddab7e4affc20"
