run_order,run_id,data_scenario_id,data_scenario_label,placement_id,placement_label,sample_scenario,analytical_role,multiplicity_role,estimand_order,estimand_id,estimand_label,time_hour,link_estimate,link_standard_error,link_lower_95,link_upper_95,shifted_response_ratio,shifted_response_ratio_lower_95,shifted_response_ratio_upper_95,interval_type,covariance_type,response_scale,panel
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,0.25,0.26396888559419396,0.05663405213073178,0.1529681831193958,0.3749695880689921,1.8364067719037016,1.422224589603751,2.3712076535207167,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,0.75,0.25270801069722854,0.04572301450755642,0.16309254899781558,0.3423234723966415,1.7894023802261398,1.4557692747899391,2.1994974985448863,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,1.25,0.23580212098127792,0.04310448422914449,0.15131888431997997,0.3202853576425759,1.7210842130659176,1.416833720010594,2.0906693754031913,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,1.75,0.2092346171283112,0.04460040432762365,0.12181943095024451,0.2966498033063779,1.61895440254727,1.3237910207484884,1.979929850291048,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,2.25,0.1739515943515242,0.04488489733487114,0.08597881212539892,0.26192437657764944,1.4926280347857788,1.2189301296711237,1.827781917926313,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,2.75,0.13647254813596188,0.04349489074976007,0.05122412875492781,0.2217209675169959,1.3692178370500026,1.125185504860926,1.666176356873358,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,3.25,0.1056812451770892,0.04290294481201643,0.02159301851482747,0.18976947183935097,1.275502297374105,1.0509765321153433,1.5479947086278698,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,3.75,0.08740669670413154,0.04396553291960874,0.00123583562058829,0.17357755778767478,1.222944354953966,1.0028496692876416,1.491343060796084,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,4.25,0.07958212324603146,0.04494735738824748,-0.00851307843518388,0.1676773249272468,1.201108176007795,0.980588784220868,1.4712189999389462,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,4.75,0.07070973734720146,0.0447877582023844,-0.01707265567776034,0.15849213037216325,1.1768191782777015,0.9614514180668312,1.4404299087173835,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,5.25,0.04298664895507814,0.04444255739156982,-0.04411916291325304,0.13009246082340933,1.1040446789304723,0.9034015619096666,1.3492501058976163,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,5.75,-0.020677516032402,0.04481078216937078,-0.10850503520343834,0.06715000313863433,0.9535039224832904,0.7789237836711412,1.16721269686492,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,6.25,-0.12845371810304107,0.04510147299193175,-0.2168509808169332,-0.04005645538914891,0.7439543404138917,0.6069445543525659,0.9118922917284576,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,6.75,-0.27374061162824775,0.04448683848141632,-0.3609332128378743,-0.18654801041862124,0.5324261631935234,0.435578853212034,0.6508066614404334,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,7.25,-0.4345147510635535,0.04398889717247382,-0.520731405241238,-0.348298096885869,0.3676929042637123,0.3014870031133923,0.448437479724571,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,7.75,-0.5787334845266098,0.04513168594076244,-0.6671899635320768,-0.49027700552114273,0.2637949731836354,0.21518402984101823,0.32338732539012116,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,8.25,-0.6741540060756556,0.04714246020794554,-0.7665515302258414,-0.5817564819254697,0.21176100719463448,0.17117820570387515,0.26196514903106544,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,8.75,-0.6990182624014917,0.047714220706264,-0.7925364165361644,-0.605500108266819,0.19997777757424703,0.16123658212908734,0.2480275319376208,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,9.25,-0.6495497695391236,0.0461152218438657,-0.7399339434921751,-0.559165595586072,0.2241043210654187,0.1819977657489469,0.2759525454255905,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,9.75,-0.5413613316105339,0.04415851336558654,-0.6279104274179141,-0.45481223580315366,0.2875005424137984,0.2355535059353498,0.35090355187035205,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
