"path","bytes","sha256"
"_quarto-nathealth.yml",10042,"e54c71794f4f763a8b50417ab83ff3db37bc9af3fef3f4d1910576ab12c61bc7"
"/Users/zauner/.cache/codex-runtimes/codex-primary-runtime/dependencies/bin/override/soffice",622,"81c7db1c6dbcdd606d95abef337b4529aeda6a4fa1cf23a5a567f9c5655c8b66"
"/Users/zauner/.codex/plugins/cache/openai-primary-runtime/documents/26.909.12148/skills/documents/render_docx.py",19702,"876d5993324e2faaaa96a68a4f7504642e9a07e6df265b385b2baa03b231369e"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/completion_handoff.md",8848,"b3f8b4cd969f67b54d99f69f1d6530fc7bbd3ec90e7c725f4a56d560b6bd5a1d"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/completion_manifest.csv",30356,"86ba7e46cdf106090d8ceaee3109d751dddc32f0f80d62da325ce6b7698583e2"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/completion_seal.json",580,"bb558fe7280183cf354b574d150374b0307a31fc89572828770555bd7bda28a2"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/deliverables/Nature_Health_manuscript_round2.docx",14372154,"d6dd418054fb8287efe2a4d49fc2d4adaf5a4a56b8a6ded503645ca34c599701"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_1.docx",60255,"5d09fe9d798c78295d5e8f783e0d73aaee81e1331f0527aa8e860f3bc2d70049"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_2.docx",57761,"75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_3.docx",1382422,"54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S1.docx",56935,"9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S10.docx",57964,"fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S11a.docx",57471,"241ed7f67b4d6ae4c093ca6f3ac86f7e8977a2181fbcb24ae7304ccb6b2bd165"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S11b.docx",57155,"c73e527237637cf3014a509a924a66ecf76eab3f80054f679b051edf013590c5"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S12.docx",57088,"c45851bcf66a334c058725ce91e04b3b24562436c0207ba290e3bcb566e176a3"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S13.docx",57086,"504735337df61c5538c0017401eea9a6676c477d4b728a6fb329f56783794a5f"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S14.docx",57219,"65b3e8ab6a75a4bae9e43c22361631466a4fc9bb16761d0b7d529c59fd7f1a8c"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S15.docx",56739,"9666c69401331ffdddc8b1c1e2b97324151a23f568d83a0a6f6e46c2aaf8e12b"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S2.docx",1386939,"0c834387ff6462b737381d028f0482636c5e55ad0443234f1cb8c165dda75334"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S3.docx",59127,"29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d"
"audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S4.docx",57161,"449372acfb60acba928d40240792575a20be572622fcdb8bac7ae619dac38f5e"
