"path","bytes","sha256"
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/Nature_Health_editable_tables.zip",3722118,"41408c34d8ee4baf7038ea252bbe0ad6f3b49303e14179611c224fbf1b6a3a0e"
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/deliverables/Nature_Health_manuscript.docx",14377373,"6f0ce7a50b608f91d24c31ae0b9b0edefe15828ed4f966732ea616c6e395a570"
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/evidence/final_word/all_101_page_review.csv",26837,"22a165d5b4d370fae627ff14a6ab0a044c40e46e264ba93fe7f1741e466356f4"
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/evidence/final_word/review_basis.json",4755,"87c48d624e2fcaabc39da651dd64bcbccf81c91a4431dfb071c21b2595201a89"
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/helpers/final_preservation.R",3158,"e33e628ddc7757f5c74b80eea49f4e59e0988d6f56fec972f9fccf6f4e6d9aed"
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/helpers/verify_html.R",2886,"d38fa5121293e861cfd71383ef9190798ac5043372eaea802447a463359d1151"
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/helpers/verify_word.R",6703,"97cddf37e6d45621a4e328eeee8ac9be5c3684cafcff4aeaeeaf9008f4fdfeb6"
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/html_candidate_round2/delta_manifest.json",1910,"0b41117cd3176d7282e294b66b464de61f6b286d0c2ef1aaffa72d4e54b01bfe"
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/html_candidate_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html",27222463,"d7ee926c0910227004581915040f30ae01142290f0759839e897fa2b3f5f10aa"
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/word_candidate_handoff.md",8684,"277a7f0646ccdfd3fa3cbce1a30762b1826e0d458b74a35e3ab6cc52e1886fc4"
"audit/manuscript_nature_health/a4_display_revision_2026_09_14/word_candidate_manifest.csv",34038,"996e138233eff74da4754aae6c2fbc1a6b5785c9d196fa2c64df2fe8eeccb464"
"audit/report_harmonization/final_documents_2026_09_13/seal_writer012_review_and_html014.R",7595,"98ce65e4feee9ac7e524bec0f68861ac3987a03c896a5ddf43512b31231fcfce"
"audit/report_harmonization/final_documents_2026_09_13/writer012_independent_evidence/html_R/structural_content_checks.csv",501,"9a32dfe6efea16a229d571e3950208e839358d1c77bbd9e5358c35ff80f7454c"
"audit/report_harmonization/final_documents_2026_09_13/writer012_independent_evidence/html_R/verification_session.txt",736,"8d7173d5e72d0fea6645725d90fd7398978fea2e8a2226146683245d70611d83"
